VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
STATE ONLY,36.0,106.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,YES,DOLE,NONE,GOREDID,SAME,DIS/FAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,YES,OPPOSE,0.8130000000000001
STATE ONLY,36.0,106.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.754
STATE ONLY,36.0,106.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,NO,SUPPORT,0.552
STATE ONLY,36.0,106.0,5.0,FIRST CALL,65-74,BLACK,MALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,YES,CLINTON,NONE,BOTHDID,WORSE,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYBUSH,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.841
STATE ONLY,36.0,106.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,PEROT,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.8130000000000001
STATE ONLY,36.0,106.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,OTHER,ME,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.552
STATE ONLY,36.0,106.0,8.0,FIRST CALL,30-39,BLACK,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.586
STATE ONLY,36.0,106.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.4
STATE ONLY,36.0,106.0,10.0,FIRST CALL,40-44,HISP,MALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,NONE,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,YES,SUPPORT,0.495
STATE ONLY,36.0,106.0,11.0,SECOND CALL,30-39,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,NO,OPPOSE,0.597
STATE ONLY,36.0,106.0,12.0,SECOND CALL,25-29,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,YES,SUPPORT,0.543
STATE ONLY,36.0,106.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,CARES,YES,PEROT,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,SUPPORT,0.6890000000000001
STATE ONLY,36.0,106.0,14.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,NO,OPPOSE,0.741
STATE ONLY,36.0,106.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,OPPOSE,0.8130000000000001
STATE ONLY,36.0,106.0,16.0,SECOND CALL,30-39,BLACK,MALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,YES,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,NO,SUPPORT,0.495
STATE ONLY,36.0,106.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,CARES,NO,PEROT,NONE,GOREDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.754
STATE ONLY,36.0,106.0,18.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,YES,SUPPORT,0.5640000000000001
STATE ONLY,36.0,106.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,BOTH,ONLYBUSH,PERSONALQUAL,,,,SUPPORT,0.579
STATE ONLY,36.0,106.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,NOHS,CATHOLIC,NEVER,15-30K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,NO,SUPPORT,0.552
STATE ONLY,36.0,106.0,21.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,YES,OPPOSE,0.8130000000000001
STATE ONLY,36.0,106.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,NOVOTE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,YES,SUPPORT,0.6890000000000001
STATE ONLY,36.0,106.0,23.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,LIKEABLE,NO,NOVOTE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,NONE,NEVER,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,NONE,BOTH,BOTH,PERSONALQUAL,,,YES,OPPOSE,0.741
STATE ONLY,36.0,106.0,24.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,CELESTE,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,YES,CLINTON,ME,BUSHDID,BETTER,DIS/FAV,,REPUBLCN,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,,SUPPORT,0.4
STATE ONLY,36.0,106.0,25.0,THIRD CALL,75+,WHITE,MALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,ME,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,NONE,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,60+,60+,DEMOCRAT,65+,NONE,ONLYGORE,ONLYGORE,PERSONALQUAL,,,YES,SUPPORT,0.98
STATE ONLY,36.0,106.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,YES,SUPPORT,0.635
STATE ONLY,36.0,106.0,27.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.8130000000000001
STATE ONLY,36.0,106.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,NO,CLINTON,NONE,BUSHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,LESS15K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,DEMOCRAT,25-29,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.504
STATE ONLY,36.0,106.0,29.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,NOVOTE,NONE,NEITHERDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,NO,OPPOSE,0.741
STATE ONLY,36.0,106.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,NO,DOLE,ME,NEITHERDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,BOTH,ISSUES,,,NO,SUPPORT,0.8130000000000001
STATE ONLY,36.0,106.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,ME,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,NOHS,ELSE,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,OTHER,ONLYBUSH,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.635
STATE ONLY,36.0,106.0,32.0,THIRD CALL,25-29,HISP,MALE,BUCHANAN,DEWINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,YES,CLINTON,ME,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.55
STATE ONLY,36.0,106.0,33.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,NO,SUPPORT,0.4
STATE ONLY,36.0,106.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,YES,CLINTON,ME,NEITHERDID,WORSE,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,NO,SUPPORT,0.635
STATE ONLY,36.0,106.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,TAXES,HONEST,YES,NOVOTE,NONE,BOTHDID,SAME,DIS/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,NEITHER,BOTH,ISSUES,,,NO,SUPPORT,0.5700000000000001
STATE ONLY,36.0,106.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,STRONGLEADER,NO,NOVOTE,NONE,GOREDID,BETTER,APP/FAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,LESS15K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,NO,SUPPORT,0.6890000000000001
STATE ONLY,36.0,106.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NO,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CINCI/DAYTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,NO,SUPPORT,0.8130000000000001
STATE ONLY,36.0,106.0,38.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,CARES,NO,PEROT,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.635
STATE ONLY,36.0,106.0,39.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,BUSHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,NO,SUPPORT,0.8130000000000001
STATE ONLY,36.0,106.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CELESTE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,YES,DOLE,NONE,OMITS,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,OMITS,BOTH,ISSUES,,,YES,SUPPORT,0.656
STATE ONLY,36.0,106.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,ME,BUSHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,15-30K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,NO,OPPOSE,0.635
STATE ONLY,36.0,106.0,42.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CINCI/DAYTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,0.8130000000000001
NATIONAL WHITE,36.0,107.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,OMITS,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,CINCI/DAYTON,60+,60+,REPUBLICAN,65+,CATHOLIC,,,PERSONALQUAL,,,,,1.399
NATIONAL WHITE,36.0,107.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,MEDICARE/RX,HONEST,NO,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,CINCI/DAYTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,,,,,1.399
NATIONAL WHITE,36.0,107.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,NO,NOVOTE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,NOHS,CATHOLIC,ONCEAWEEK,,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,ISSUES,,,,,0.891
NATIONAL YELLOW,36.0,107.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CINCI/DAYTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,ISSUES,TAXES,HONEST,,,0.974
NATIONAL YELLOW,36.0,107.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,OMITS,NONE,,OMITS,,NO,,50-500K,,,OMITS,,,,,65+,,NATIONAL,NOTCOMPLETE,CINCI/DAYTON,60+,60+,,65+,,,,OMITS,WORLDAFFAIRS,HONEST,,,1.399
