VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,FORCANNY,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,UNFAIRNY,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CARPETBG,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL WHITE,33.0,137.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.097
NATIONAL WHITE,33.0,137.0,25.0,THIRD CALL,60-64,HISP,MALE,NADER,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,,CLINTON,SOMEONEELSE,BETTER,DIS/UNFAV,YES,,ELSE,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,50-64,YES,WHITE,PROT/CHRIST,,,PERSONALQUAL,,,0.808
NATIONAL WHITE,33.0,137.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,CARES,,PEROT,NONE,WORSE,DIS/UNFAV,YES,,ELSE,SUBURBS,HSGRAD,JEWISH,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,JEWISH,,,ISSUES,,,1.349
NATIONAL YELLOW,33.0,137.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,POSTGRAD,NONE,NEVER,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,ISSUES,EDUCATION,COMPLEXISSUE,1.346
NATIONAL YELLOW,33.0,137.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,HONEST,,CLINTON,NONE,BETTER,APP/FAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,ISSUES,ECON/JOBS,HONEST,1.076
NATIONAL YELLOW,33.0,137.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CLINTON,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,,PEROT,NONE,SAME,DIS/UNFAV,NO,,ELSE,SUBURBS,NOHS,CATHOLIC,MORETHAN1AWK,LESS15K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,ISSUES,ECON/JOBS,EXPERIENCE,1.327
NATIONAL GREY,33.0,137.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,ONLYBUSH,ONLYGORE,,,,1.097
NATIONAL GREY,33.0,137.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,BOTH,BOTH,,,,1.097
NATIONAL GREY,33.0,137.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,BOTH,BOTH,,,,1.097
NATIONAL GREY,33.0,137.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,ONLYBUSH,ONLYBUSH,,,,1.097
NATIONAL PINK,33.0,137.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,,,,1.097
NATIONAL PINK,33.0,137.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,NO,,REPUBLCN,SUBURBS,,PROTESTANT,,30-50K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,,,,1.076
NATIONAL PINK,33.0,137.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,,,,,,SUBURBS,,,,,ME,,,YES,,,SUBURBS,,CATHOLIC,,50-75K,,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,,50-64,NO,WHITE,CATHOLIC,,,,,,0.912
NATIONAL PINK,33.0,137.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,ELSE,,15-30K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,,,,1.097
NATIONAL WHITE,33.0,144.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,,CLINTON,SOMEONEELSE,SAME,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,ISSUES,,,0.9400000000000001
NATIONAL WHITE,33.0,144.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,,CLINTON,ME,SAME,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,ISSUES,,,0.9400000000000001
NATIONAL WHITE,33.0,144.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,LAZIO,OMITS,UNFAVORABLE,GORE,LESS,SUBURBS,OMITS,OMITS,,CLINTON,NONE,BETTER,OMITS,YES,,REPUBLCN,SUBURBS,COLGRAD,JEWISH,NEVER,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,REPUBLICAN,50-64,NO,WHITE,JEWISH,,,OMITS,,,0.9540000000000001
NATIONAL WHITE,33.0,144.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,,CLINTON,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,NEVER,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,ISSUES,,,1.085
NATIONAL YELLOW,33.0,144.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLINTON,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,,PEROT,SOMEONEELSE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.085
NATIONAL YELLOW,33.0,144.0,6.0,FIRST CALL,50-59,WHITE,MALE,NADER,LAZIO,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,,CLINTON,NONE,SAME,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,ISSUES,MEDICARE/RX,COMPLEXISSUE,0.923
NATIONAL YELLOW,33.0,144.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,,CLINTON,NONE,SAME,APP/FAV,NO,,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,JEWISH,,,ISSUES,EDUCATION,COMPLEXISSUE,0.974
NATIONAL YELLOW,33.0,144.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.974
NATIONAL GREY,33.0,144.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,1.085
NATIONAL GREY,33.0,144.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUCHANAN,CLINTON,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,NEITHER,BOTH,,,,0.751
NATIONAL GREY,33.0,144.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,POSTGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,ONLYGORE,,,,0.974
NATIONAL GREY,33.0,144.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,BOTH,ONLYGORE,,,,1.33
NATIONAL PINK,33.0,144.0,13.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,ME,,,YES,,REPUBLCN,SUBURBS,,CATHOLIC,,75-100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,,,,1.3900000000000001
NATIONAL PINK,33.0,144.0,14.0,FIRST CALL,30-39,WHITE,MALE,GORE,LAZIO,,,,,SUBURBS,,,,,SOMEONEELSE,,,YES,,INDEPEND,SUBURBS,,JEWISH,,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,,,,,,1.101
NATIONAL PINK,33.0,144.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,ELSE,,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,,,,,,0.974
NATIONAL PINK,33.0,144.0,16.0,FIRST CALL,65-74,WHITE,MALE,GORE,CLINTON,,,,,SUBURBS,,,,,ME,,,NO,,DEMOCRAT,SUBURBS,,JEWISH,,50-75K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,,,,1.047
NATIONAL WHITE,33.0,144.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,,PEROT,NONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.101
NATIONAL WHITE,33.0,144.0,18.0,SECOND CALL,60-64,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,OMITS,,CLINTON,NONE,SAME,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,ISSUES,,,1.047
NATIONAL WHITE,33.0,144.0,19.0,SECOND CALL,65-74,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,,NOVOTE,SOMEONEELSE,BETTER,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,PERSONALQUAL,,,1.283
NATIONAL YELLOW,33.0,144.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,,NOVOTE,MEANDSOMEONE,SAME,APP/UNFAV,YES,,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,HONEST,1.33
NATIONAL YELLOW,33.0,144.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,,DOLE,NONE,SAME,DIS/UNFAV,NO,,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,OMITS,HONEST,1.153
NATIONAL YELLOW,33.0,144.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,,CLINTON,NONE,WORSE,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,ISSUES,MEDICARE/RX,CARES,0.9400000000000001
NATIONAL GREY,33.0,144.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,OVER100K,,,LIBERAL,65+,OMITS,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,65+,NO,WHITE,,ONLYGORE,BOTH,,,,1.047
NATIONAL GREY,33.0,144.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,50-64,NO,WHITE,,BOTH,BOTH,,,,1.153
NATIONAL GREY,33.0,144.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,ELSE,SUBURBS,COLGRAD,,,75-100K,,,LIBERAL,18-64,OMITS,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,0.9400000000000001
NATIONAL PINK,33.0,144.0,26.0,SECOND CALL,50-59,WHITE,MALE,NADER,CLINTON,,,,,SUBURBS,,,,,ME,,,NO,,ELSE,SUBURBS,,JEWISH,,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,JEWISH,,,,,,0.909
NATIONAL PINK,33.0,144.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,NONE,,,NO,,DEMOCRAT,SUBURBS,,JEWISH,,LESS15K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,,,,0.974
NATIONAL PINK,33.0,144.0,28.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,NO,,INDEPEND,SUBURBS,,JEWISH,,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,,,,,,1.153
NATIONAL WHITE,33.0,144.0,29.0,THIRD CALL,18-24,HISP,FEMALE,BUSH,CLINTON,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,OMITS,HONEST,,NOVOTE,NONE,SAME,APP/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,18-29,18-24,REPUBLICAN,18-24,YES,OTHER,CATHOLIC,,,ISSUES,,,1.125
NATIONAL WHITE,33.0,144.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,ISSUES,,,0.974
NATIONAL WHITE,33.0,144.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,ISSUES,,,0.974
NATIONAL WHITE,33.0,144.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,CARES,,NOVOTE,NONE,BETTER,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.195
NATIONAL WHITE,33.0,144.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,NO,,INDEPEND,SUBURBS,SOMCOL/ASSOC,JEWISH,NEVER,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,,,ISSUES,,,0.9400000000000001
NATIONAL YELLOW,33.0,144.0,34.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,,DOLE,ME,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,,,ISSUES,WORLDAFFAIRS,EXPERIENCE,1.153
NATIONAL YELLOW,33.0,144.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAZIO,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,ISSUES,ECON/JOBS,GOODJUDGMENT,0.988
NATIONAL YELLOW,33.0,144.0,36.0,THIRD CALL,40-44,WHITE,MALE,GORE,LAZIO,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,ISSUES,WORLDAFFAIRS,COMPLEXISSUE,1.101
NATIONAL YELLOW,33.0,144.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAZIO,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,,CLINTON,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,SUBURBS,POSTGRAD,ELSE,OMITS,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,,,ISSUES,ECON/JOBS,GOODJUDGMENT,0.988
NATIONAL YELLOW,33.0,144.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,ISSUES,EDUCATION,EXPERIENCE,1.085
NATIONAL GREY,33.0,144.0,39.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,HSGRAD,,,30-50K,,,LIBERAL,65+,SOCIALSECURI,,NATIONAL,COMPLETE,NYCSUBURBS,60+,60+,DEMOCRAT,65+,NO,WHITE,,ONLYGORE,BOTH,,,,0.9400000000000001
NATIONAL GREY,33.0,144.0,40.0,THIRD CALL,30-39,BLACK,MALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,BLACK,,ONLYGORE,BOTH,,,,0.991
NATIONAL GREY,33.0,144.0,41.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,BOTH,ONLYBUSH,,,,1.33
NATIONAL GREY,33.0,144.0,42.0,THIRD CALL,40-44,,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,POSTGRAD,,,75-100K,,,CONSERV,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,40-49,REPUBLICAN,40-49,,,,ONLYBUSH,ONLYGORE,,,,1.33
NATIONAL GREY,33.0,144.0,43.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,COLGRAD,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,NYCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,ONLYBUSH,,,,1.085
