VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,75.0,25.0,SECOND CALL,45-49,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,HELPSTATE,30-50K,NONE,LIBERAL,18-64,NONE,STATE,PANHANDLE,45-59,40-49,IND/OTHER,40-49,NONE,,,0.149
STATE ONLY,13.0,75.0,26.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.833
STATE ONLY,13.0,75.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.833
STATE ONLY,13.0,75.0,28.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.737
STATE ONLY,13.0,75.0,29.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,15-30K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.932
STATE ONLY,13.0,75.0,30.0,SECOND CALL,65-74,WHITE,,GORE,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,NOTAFFECT,15-30K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.8260000000000001
STATE ONLY,13.0,75.0,31.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.6
STATE ONLY,13.0,75.0,32.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,75-100K,OTHER,MODERATE,18-64,OTHER,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.677
STATE ONLY,13.0,75.0,33.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OMITS,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.932
STATE ONLY,13.0,75.0,34.0,SECOND CALL,40-44,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,LESS15K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,NONE,,,0.418
STATE ONLY,13.0,75.0,35.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HELPSTATE,15-30K,CATHOLIC,LIBERAL,65+,CATHOLIC,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.8260000000000001
STATE ONLY,13.0,75.0,36.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.851
STATE ONLY,13.0,75.0,37.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.8260000000000001
STATE ONLY,13.0,75.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,PEROT,SAME,APP/FAV,INDEPEND,HURTSTATE,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.677
STATE ONLY,13.0,75.0,39.0,THIRD CALL,40-44,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OTHER,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,LESS15K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.149
STATE ONLY,13.0,75.0,40.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.851
STATE ONLY,13.0,75.0,41.0,THIRD CALL,30-39,WHITE,MALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HURTSTATE,50-75K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.149
STATE ONLY,13.0,75.0,42.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,OMITS,BUSH,NOVOTE,SAME,OMITS,INDEPEND,HURTSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.851
STATE ONLY,13.0,75.0,43.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,DEMOCRAT,HURTSTATE,OVER100K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.754
STATE ONLY,13.0,75.0,44.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,INDEPEND,NOTAFFECT,15-30K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,18-29,25-29,IND/OTHER,25-29,NONE,,,0.851
STATE ONLY,13.0,75.0,45.0,THIRD CALL,40-44,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OTHER,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.132
STATE ONLY,13.0,75.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NOVOTE,SAME,DIS/FAV,DEMOCRAT,HURTSTATE,30-50K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.677
STATE ONLY,13.0,75.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,NONE,CONSERV,18-64,NONE,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.6
STATE ONLY,13.0,75.0,48.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.851
STATE ONLY,13.0,75.0,49.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OMITS,,PROTESTANT,,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.833
STATE ONLY,13.0,75.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HURTSTATE,,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.737
STATE ONLY,13.0,75.0,51.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OMITS,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.759
STATE ONLY,13.0,75.0,52.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.851
STATE ONLY,13.0,75.0,53.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,HURTSTATE,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.6
STATE ONLY,13.0,75.0,54.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,REPUBLCN,HURTSTATE,,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.754
STATE ONLY,13.0,75.0,55.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,INDEPEND,HELPSTATE,15-30K,NONE,,18-64,NONE,STATE,PANHANDLE,18-29,18-24,IND/OTHER,18-24,NONE,,,0.851
STATE ONLY,13.0,75.0,56.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,NOTAFFECT,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.673
STATE ONLY,13.0,75.0,57.0,THIRD CALL,30-39,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HURTSTATE,30-50K,OTHERCHRIST,,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.149
STATE ONLY,13.0,75.0,58.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,NOTAFFECT,30-50K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,NONE,,,0.677
STATE ONLY,13.0,75.0,59.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,OMITS,DIS/UNFAV,REPUBLCN,OMITS,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6
STATE ONLY,13.0,76.0,1.0,FIRST CALL,40-44,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,LESS15K,NONE,MODERATE,18-64,NONE,STATE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.227
STATE ONLY,13.0,76.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,NOTAFFECT,30-50K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.442
STATE ONLY,13.0,76.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.432
STATE ONLY,13.0,76.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,WORSE,APP/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.432
STATE ONLY,13.0,76.0,6.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,OMITS,BUSH,PEROT,WORSE,OMITS,REPUBLCN,NOTAFFECT,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.442
STATE ONLY,13.0,76.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.442
STATE ONLY,13.0,76.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,CLINTON,SAME,OMITS,INDEPEND,OMITS,LESS15K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.221
STATE ONLY,13.0,76.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.432
STATE ONLY,13.0,76.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUCHANAN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,OMITS,LESS15K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.053
STATE ONLY,13.0,76.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,INDEPEND,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.228
STATE ONLY,13.0,76.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.228
STATE ONLY,13.0,76.0,14.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,INDEPEND,HURTSTATE,30-50K,NONE,CONSERV,18-64,NONE,STATE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.228
STATE ONLY,13.0,76.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,OTHER,,,1.221
STATE ONLY,13.0,76.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,15-30K,NONE,MODERATE,18-64,NONE,STATE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.227
STATE ONLY,13.0,76.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.228
STATE ONLY,13.0,76.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,HELPSTATE,15-30K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.227
STATE ONLY,13.0,76.0,19.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.442
STATE ONLY,13.0,76.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,NONE,MODERATE,18-64,NONE,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.228
STATE ONLY,13.0,76.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,DEMOCRAT,OMITS,30-50K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.221
STATE ONLY,13.0,76.0,23.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.617
STATE ONLY,13.0,76.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,PEROT,SAME,APP/UNFAV,INDEPEND,OMITS,30-50K,CATHOLIC,MODERATE,65+,CATHOLIC,STATE,SOUTHWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.432
STATE ONLY,13.0,76.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,LESS15K,OTHER,CONSERV,65+,OTHER,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,OTHER,,,1.442
STATE ONLY,13.0,76.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HELPSTATE,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.44
STATE ONLY,13.0,76.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,OMITS,OMITS,WOULDNOTVOTE,CLINTON,SAME,OMITS,INDEPEND,HELPSTATE,LESS15K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,29.0,THIRD CALL,40-44,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.122
STATE ONLY,13.0,76.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,NOTAFFECT,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.228
STATE ONLY,13.0,76.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,NOTAFFECT,15-30K,NONE,MODERATE,18-64,NONE,STATE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,NONE,,,1.617
STATE ONLY,13.0,76.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,CATHOLIC,LIBERAL,18-64,CATHOLIC,STATE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.615
STATE ONLY,13.0,76.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.221
STATE ONLY,13.0,76.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.228
STATE ONLY,13.0,76.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.227
STATE ONLY,13.0,76.0,37.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OMITS,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.448
STATE ONLY,13.0,76.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,HURTSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.228
STATE ONLY,13.0,76.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.227
STATE ONLY,13.0,76.0,40.0,THIRD CALL,60-64,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,SAME,APP/FAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.442
STATE ONLY,13.0,76.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,HELPSTATE,15-30K,NONE,LIBERAL,18-64,NONE,STATE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,1.221
