VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMA4,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,22.0,106.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,SOCIALSECUR,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,SOCIALSECUR,EXPERIENCE,1.093
NATIONAL GREY,22.0,106.0,17.0,SECOND CALL,50-59,WHITE,,GORE,,,,,YES,,,,,,INDEPEND,COLGRAD,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,,,,1.086
NATIONAL PINK,22.0,106.0,18.0,SECOND CALL,40-44,OTHER,MALE,BUSH,,,,,YES,,,,,,DEMOCRAT,,ELSE,LESS15K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.167
NATIONAL WHITE,22.0,106.0,19.0,THIRD CALL,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.229
NATIONAL WHITE,22.0,106.0,20.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,OMITS,CLINTON,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,75-100K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.167
NATIONAL WHITE,22.0,106.0,21.0,THIRD CALL,50-59,WHITE,MALE,NADER,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,NONE,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,NONE,,,1.728
NATIONAL WHITE,22.0,106.0,22.0,THIRD CALL,50-59,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,TAXES,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.221
NATIONAL WHITE,22.0,106.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,PEROT,BETTER,APP/FAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.229
NATIONAL WHITE,22.0,106.0,24.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,OMITS,NOVOTE,BETTER,APP/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.037
NATIONAL WHITE,22.0,106.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.086
NATIONAL YELLOW,22.0,106.0,26.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,ECON/JOBS,EXPERIENCE,1.116
NATIONAL YELLOW,22.0,106.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,OMITS,CLINTON,SAME,APP/UNFAV,INDEPEND,NOHS,CATHOLIC,OVER100K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,OMITS,CARES,1.086
NATIONAL YELLOW,22.0,106.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,TAXES,COMPLEXISSUE,1.167
NATIONAL YELLOW,22.0,106.0,29.0,THIRD CALL,65-74,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,MODERATE,65+,,NATIONAL,COMPLETE,BOSTON,60+,60+,DEMOCRAT,65+,CATHOLIC,SOCIALSECUR,GOODJUDGMENT,1.949
NATIONAL YELLOW,22.0,106.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,OMITS,GORE,YES,LESS,HEALTHCARE,CLINTON,SAME,OMITS,INDEPEND,HSGRAD,ELSE,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,IND/OTHER,30-39,OTHER,HEALTHCARE,OMITS,1.086
NATIONAL YELLOW,22.0,106.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,ECON/JOBS,EXPERIENCE,1.229
NATIONAL YELLOW,22.0,106.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,TAXES,OTHER,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,TAXES,HONEST,1.175
NATIONAL GREY,22.0,106.0,33.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,,,,,,,,,,DEMOCRAT,HSGRAD,,50-75K,MODERATE,65+,,NATIONAL,COMPLETE,BOSTON,60+,60+,DEMOCRAT,65+,,,,1.739
NATIONAL GREY,22.0,106.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,COLGRAD,,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,,,,1.093
NATIONAL GREY,22.0,106.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,,,,,,,,,,,,INDEPEND,NOHS,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,IND/OTHER,40-49,,,,1.092
NATIONAL GREY,22.0,106.0,36.0,THIRD CALL,75+,WHITE,FEMALE,GORE,,,,,NO,,,,,,INDEPEND,SOMCOL/ASSOC,,30-50K,MODERATE,65+,,NATIONAL,COMPLETE,BOSTON,60+,60+,IND/OTHER,65+,,,,1.747
NATIONAL GREY,22.0,106.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,HSGRAD,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,REPUBLICAN,50-64,,,,1.038
NATIONAL GREY,22.0,106.0,38.0,THIRD CALL,30-39,WHITE,MALE,NADER,,,,,YES,,,,,,REPUBLCN,COLGRAD,,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,,,,1.728
NATIONAL GREY,22.0,106.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,NO,,,,,,INDEPEND,HSGRAD,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,,,,1.093
NATIONAL PINK,22.0,106.0,40.0,THIRD CALL,60-64,WHITE,MALE,OTHER,,,,,YES,,,,,,INDEPEND,,ELSE,,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,60+,60+,IND/OTHER,50-64,OTHER,,,1.869
NATIONAL PINK,22.0,106.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,YES,,,,,,INDEPEND,,CATHOLIC,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.086
NATIONAL PINK,22.0,106.0,42.0,THIRD CALL,45-49,WHITE,MALE,NADER,,,,,YES,,,,,,INDEPEND,,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.728
NATIONAL PINK,22.0,106.0,43.0,THIRD CALL,50-59,ASIAN,,BUCHANAN,,,,,NO,,,,,,REPUBLCN,,CATHOLIC,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.78
NATIONAL PINK,22.0,106.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,,,,,NO,,,,,,INDEPEND,,CATHOLIC,75-100K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.042
NATIONAL PINK,22.0,106.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,,CATHOLIC,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.093
NATIONAL PINK,22.0,106.0,46.0,THIRD CALL,30-39,HISP,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,,CATHOLIC,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.1460000000000001
STATE ONLY,22.0,114.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.673
STATE ONLY,22.0,114.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,ELSE,COLGRAD,PROTESTANT,50-75K,,18-64,YES,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.658
STATE ONLY,22.0,114.0,3.0,FIRST CALL,75+,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,CONSERV,65+,NO,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.8270000000000001
STATE ONLY,22.0,114.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.673
STATE ONLY,22.0,114.0,5.0,FIRST CALL,25-29,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,OMITS,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.197
STATE ONLY,22.0,114.0,6.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,KENNEDY,APPROVE,OMITS,GORE,YES,MORE,SOCIALSECUR,CLINTON,SAME,OMITS,INDEPEND,POSTGRAD,CATHOLIC,15-30K,LIBERAL,18-64,YES,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.511
STATE ONLY,22.0,114.0,7.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,KENNEDY,OMITS,OMITS,OMITS,YES,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,18-64,NO,STATE,COMPLETE,WEST,60+,60+,,50-64,,,,1.0190000000000001
STATE ONLY,22.0,114.0,8.0,FIRST CALL,60-64,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.844
STATE ONLY,22.0,114.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,NONE,30-50K,CONSERV,65+,YES,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,NONE,,,1.119
STATE ONLY,22.0,114.0,10.0,FIRST CALL,,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,YES,STATE,COMPLETE,WEST,,,,,,,,0.761
STATE ONLY,22.0,114.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,22.0,114.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,KENNEDY,OMITS,OMITS,OMITS,NO,MORE,EDUCATION,OMITS,OMITS,OMITS,,,,,,18-64,YES,STATE,COMPLETE,WEST,45-59,50-59,,50-64,,,,0.8160000000000001
STATE ONLY,22.0,114.0,13.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HOWELL,DISAPPR,OMITS,BUSH,NO,LESS,TAXES,PEROT,SAME,OMITS,,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,COMPLETE,WEST,60+,60+,,65+,PROT/CHRIST,,,0.8310000000000001
STATE ONLY,22.0,114.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,JEWISH,,CONSERV,65+,NO,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,JEWISH,,,1.119
STATE ONLY,22.0,114.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,EDUCATION,DOLE,BETTER,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.759
STATE ONLY,22.0,114.0,16.0,SECOND CALL,,,MALE,GORE,,OMITS,OMITS,OMITS,YES,LESS,SOCIALSECUR,DOLE,OMITS,OMITS,,POSTGRAD,OTHERCHRIST,,,,NO,STATE,COMPLETE,WEST,,,,,PROT/CHRIST,,,0.669
STATE ONLY,22.0,114.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,OMITS,OMITS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,OVER100K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.715
STATE ONLY,22.0,114.0,18.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ROBINSON,OMITS,OMITS,OMITS,YES,LESS,TAXES,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,WEST,30-44,40-49,,40-49,,,,0.9510000000000001
STATE ONLY,22.0,114.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.658
STATE ONLY,22.0,114.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,YES,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.8270000000000001
STATE ONLY,22.0,114.0,21.0,SECOND CALL,,WHITE,,BUSH,HOWELL,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,NO,STATE,COMPLETE,WEST,,,,,,,,0.706
STATE ONLY,22.0,114.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,SOCIALSECUR,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,YES,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.119
STATE ONLY,22.0,114.0,23.0,SECOND CALL,45-49,WHITE,MALE,GORE,KENNEDY,OMITS,OMITS,OMITS,NO,MORE,ECON/JOBS,OMITS,OMITS,OMITS,,,,,,18-64,YES,STATE,COMPLETE,WEST,45-59,40-49,,40-49,,,,0.673
STATE ONLY,22.0,114.0,24.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.715
STATE ONLY,22.0,114.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,YES,LESS,SOCIALSECUR,CLINTON,WORSE,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,LESS15K,MODERATE,65+,YES,STATE,COMPLETE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.897
STATE ONLY,22.0,114.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,OMITS,OMITS,OMITS,YES,MORE,WORLDAFFAIRS,OMITS,OMITS,OMITS,,,,,,18-64,NO,STATE,COMPLETE,WEST,30-44,40-49,,40-49,,,,0.715
STATE ONLY,22.0,114.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.673
STATE ONLY,22.0,114.0,28.0,THIRD CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.669
STATE ONLY,22.0,114.0,29.0,THIRD CALL,30-39,WHITE,MALE,NADER,ROBINSON,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,MORE,WORLDAFFAIRS,OTHER,BETTER,APP/FAV,ELSE,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.2630000000000001
STATE ONLY,22.0,114.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,YES,MORE,SOCIALSECUR,PEROT,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.715
STATE ONLY,22.0,114.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,75-100K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.719
STATE ONLY,22.0,114.0,32.0,THIRD CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.673
STATE ONLY,22.0,114.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HOWELL,APPROVE,UNFAVORABLE,BUSH,YES,LESS,TAXES,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.658
STATE ONLY,22.0,114.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.9510000000000001
STATE ONLY,22.0,114.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.669
STATE ONLY,22.0,114.0,36.0,THIRD CALL,45-49,HISP,MALE,BUCHANAN,HOWELL,DISAPPR,FAVORABLE,BUSH,YES,LESS,ECON/JOBS,CLINTON,WORSE,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.152
STATE ONLY,22.0,114.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.715
STATE ONLY,22.0,114.0,38.0,THIRD CALL,65-74,ASIAN,FEMALE,GORE,OTHER,OMITS,FAVORABLE,BUSH,NO,LESS,SOCIALSECUR,OTHER,WORSE,OMITS,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,65+,YES,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.921
STATE ONLY,22.0,114.0,39.0,THIRD CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.673
STATE ONLY,22.0,114.0,40.0,THIRD CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,OMITS,NO,MORE,EDUCATION,CLINTON,WORSE,APP/FAV,DEMOCRAT,,PROTESTANT,,,18-64,YES,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.673
STATE ONLY,22.0,114.0,41.0,THIRD CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,YES,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.669
STATE ONLY,22.0,117.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,KENNEDY,OMITS,OMITS,OMITS,YES,MORE,MEDICARE/RX,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,OTHLRGCITIES,45-59,40-49,,40-49,,,,0.7000000000000001
STATE ONLY,22.0,117.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,YES,MORE,EDUCATION,CLINTON,WORSE,DIS/UNFAV,INDEPEND,NOHS,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,COMPLETE,OTHLRGCITIES,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.671
STATE ONLY,22.0,117.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ROBINSON,OMITS,OMITS,OMITS,YES,MORE,EDUCATION,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,OTHLRGCITIES,30-44,40-49,,40-49,,,,1.086
STATE ONLY,22.0,117.0,4.0,FIRST CALL,25-29,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,PEROT,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,OTHLRGCITIES,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.849
