VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,DROPOUT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,7.0,64.0,41.0,THIRD CALL,30-39,,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.423
STATE ONLY,7.0,64.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.442
STATE ONLY,7.0,64.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.671
STATE ONLY,7.0,64.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,OMITS,OMITS,BUSH,MORE,WORLDAFFAIRS,NO,OMITS,SAME,OMITS,REPUBLCN,POSTGRAD,,,CONSERV,18-64,STATE,COMPLETE,LARGECITY,18-29,25-29,REPUBLICAN,25-29,,,,0.545
STATE ONLY,7.0,64.0,45.0,THIRD CALL,25-29,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.457
STATE ONLY,7.0,66.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.631
STATE ONLY,7.0,66.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.497
STATE ONLY,7.0,66.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.565
STATE ONLY,7.0,66.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,OMITS,OMITS,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,7.0,66.0,5.0,FIRST CALL,25-29,BLACK,MALE,,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,OMITS,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,IND/OTHER,25-29,NONE,,,1.567
STATE ONLY,7.0,66.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,OMITS,GORE,MORE,ECON/JOBS,YES,NOVOTE,BETTER,OMITS,REPUBLCN,NOHS,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.318
STATE ONLY,7.0,66.0,7.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.318
STATE ONLY,7.0,66.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,NADER,GIORDANO,DISAPPR,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.367
STATE ONLY,7.0,66.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.696
STATE ONLY,7.0,66.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LIEBERMAN,OMITS,OMITS,OMITS,LESS,ECON/JOBS,NO,DOLE,SAME,OMITS,REPUBLCN,HSGRAD,JEWISH,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,1.834
STATE ONLY,7.0,66.0,11.0,FIRST CALL,40-44,BLACK,MALE,BUSH,GIORDANO,OMITS,OMITS,OMITS,LESS,TAXES,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,30-44,40-49,,40-49,,,,1.629
STATE ONLY,7.0,66.0,12.0,SECOND CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.762
STATE ONLY,7.0,66.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.2790000000000001
STATE ONLY,7.0,66.0,14.0,SECOND CALL,75+,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.706
STATE ONLY,7.0,66.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,NOHS,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.579
STATE ONLY,7.0,66.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,60+,60+,,50-64,,,,1.631
STATE ONLY,7.0,66.0,17.0,SECOND CALL,75+,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,65+,NONE,,,1.565
STATE ONLY,7.0,66.0,18.0,SECOND CALL,25-29,WHITE,MALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,WORLDAFFAIRS,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.612
STATE ONLY,7.0,66.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.612
STATE ONLY,7.0,66.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUCHANAN,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.627
STATE ONLY,7.0,66.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,DISAPPR,FAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,BETTER,DIS/FAV,INDEPEND,NOHS,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.2630000000000001
STATE ONLY,7.0,66.0,22.0,SECOND CALL,,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,OMITS,OMITS,MORE,OMITS,NO,DOLE,WORSE,OMITS,,,ELSE,,,,STATE,COMPLETE,COAST/NYSUBS,,,,,OTHER,,,1.45
STATE ONLY,7.0,66.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,WORLDAFFAIRS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,45-59,50-59,,50-64,,,,1.497
STATE ONLY,7.0,66.0,24.0,SECOND CALL,18-24,WHITE,MALE,BUSH,GIORDANO,DISAPPR,FAVORABLE,OMITS,MORE,OMITS,YES,OTHER,BETTER,DIS/FAV,,,JEWISH,,,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,,18-24,JEWISH,,,1.3800000000000001
STATE ONLY,7.0,66.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,FAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,DIS/FAV,INDEPEND,POSTGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.318
STATE ONLY,7.0,66.0,26.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,COAST/NYSUBS,60+,60+,,65+,,,,1.631
STATE ONLY,7.0,66.0,27.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,DOLE,WORSE,OMITS,,,PROTESTANT,,,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,,18-24,PROT/CHRIST,,,1.318
STATE ONLY,7.0,66.0,28.0,THIRD CALL,65-74,WHITE,MALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.706
STATE ONLY,7.0,66.0,29.0,THIRD CALL,65-74,WHITE,MALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,MORE,TAXES,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.706
STATE ONLY,7.0,66.0,30.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,MORE,OMITS,YES,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,COAST/NYSUBS,60+,60+,,65+,,,,1.7730000000000001
STATE ONLY,7.0,66.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.616
STATE ONLY,7.0,66.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.696
STATE ONLY,7.0,66.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.318
STATE ONLY,7.0,66.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.631
STATE ONLY,7.0,66.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.696
STATE ONLY,7.0,66.0,36.0,THIRD CALL,18-24,WHITE,MALE,GORE,GIORDANO,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.218
STATE ONLY,7.0,66.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,TAXES,YES,PEROT,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.497
STATE ONLY,7.0,66.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.2770000000000001
STATE ONLY,7.0,66.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,75-100K,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.616
STATE ONLY,7.0,66.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,,,LIBERAL,18-64,STATE,COMPLETE,COAST/NYSUBS,60+,60+,IND/OTHER,50-64,,,,1.631
STATE ONLY,7.0,66.0,41.0,THIRD CALL,60-64,OTHER,MALE,GORE,LIEBERMAN,OMITS,OMITS,OMITS,MORE,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,60+,60+,,50-64,,,,1.762
STATE ONLY,7.0,66.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,OMITS,GORE,OMITS,EDUCATION,NO,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.497
STATE ONLY,7.0,66.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,GIORDANO,OMITS,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,30-44,40-49,,40-49,,,,1.2790000000000001
STATE ONLY,7.0,66.0,44.0,THIRD CALL,45-49,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,OMITS,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,COAST/NYSUBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.616
STATE ONLY,7.0,66.0,45.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,COAST/NYSUBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.616
STATE ONLY,7.0,66.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GIORDANO,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COAST/NYSUBS,45-59,50-59,,50-64,,,,1.45
STATE ONLY,7.0,69.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,75-100K,CONSERV,65+,STATE,COMPLETE,EST/WSTRURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.327
STATE ONLY,7.0,69.0,2.0,FIRST CALL,30-39,WHITE,MALE,NADER,LIEBERMAN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,HEALTHCARE,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,30-39,IND/OTHER,30-39,JEWISH,,,0.887
STATE ONLY,7.0,69.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,OTHER,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EST/WSTRURAL,45-59,50-59,,50-64,,,,2.178
STATE ONLY,7.0,69.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GIORDANO,OMITS,OMITS,OMITS,LESS,ECON/JOBS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,EST/WSTRURAL,45-59,50-59,,50-64,,,,1.028
STATE ONLY,7.0,69.0,5.0,FIRST CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.2510000000000001
STATE ONLY,7.0,69.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.0170000000000001
STATE ONLY,7.0,69.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,ELSE,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EST/WSTRURAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.981
STATE ONLY,7.0,69.0,8.0,FIRST CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,65+,STATE,COMPLETE,EST/WSTRURAL,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.61
STATE ONLY,7.0,69.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,MEDICARE/RX,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,OVER100K,MODERATE,65+,STATE,COMPLETE,EST/WSTRURAL,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.5330000000000001
STATE ONLY,7.0,69.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.981
STATE ONLY,7.0,69.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.19
STATE ONLY,7.0,69.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,EST/WSTRURAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.19
STATE ONLY,7.0,69.0,13.0,SECOND CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,ELSE,NOHS,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,EST/WSTRURAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.61
STATE ONLY,7.0,69.0,14.0,SECOND CALL,30-39,HISP,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,DOLE,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,EST/WSTRURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.456
STATE ONLY,7.0,69.0,15.0,SECOND CALL,,,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,,PROTESTANT,,CONSERV,,STATE,COMPLETE,EST/WSTRURAL,,,IND/OTHER,,PROT/CHRIST,,,1.028
STATE ONLY,7.0,69.0,16.0,SECOND CALL,60-64,BLACK,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,EST/WSTRURAL,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.8780000000000001
STATE ONLY,7.0,69.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,EST/WSTRURAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.19
STATE ONLY,7.0,69.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,EST/WSTRURAL,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.264
STATE ONLY,7.0,69.0,19.0,SECOND CALL,,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,,STATE,COMPLETE,EST/WSTRURAL,,,IND/OTHER,,NONE,,,1.19
STATE ONLY,7.0,69.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GIORDANO,APPROVE,FAVORABLE,BUSH,LESS,OMITS,YES,PEROT,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,65+,STATE,COMPLETE,EST/WSTRURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.327
