VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,RIDGEVP,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,39.0,124.0,15.0,SECOND CALL,1647.0,45-49,WHITE,MALE,GORE,KLINK,LAST.MONTH,DISAPPR,FAVORABLE,GORE,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,CLINTON,NONE,BUSHDID,SAME,DIS/FAV,NO,DEMOCRAT,OVER500K,HSGRAD,JEWISH,ONCEAWEEK,,YES,NO,MODERATE,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,JEWISH,ONLYGORE,BOTH,ISSUES,,,1.647
STATE ONLY,39.0,124.0,16.0,SECOND CALL,1278.0,50-59,BLACK,FEMALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,CLINTON,SOMEONEELSE,BUSHDID,SAME,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,AFEWAYEAR,,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.278
STATE ONLY,39.0,124.0,17.0,SECOND CALL,1278.0,60-64,HISP,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,SOMEONEELSE,BOTHDID,WORSE,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,CATHOLIC,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.278
STATE ONLY,39.0,124.0,18.0,SECOND CALL,1481.0,45-49,WHITE,FEMALE,GORE,KLINK,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,OMITS,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,MEANDSOMEONE,BUSHDID,SAME,APP/UNFAV,YES,REPUBLCN,OVER500K,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NEITHER,BOTH,ISSUES,,,1.481
STATE ONLY,39.0,124.0,19.0,SECOND CALL,1278.0,50-59,BLACK,FEMALE,GORE,KLINK,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,BUSHDID,WORSE,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,AFEWAMONTH,,YES,NO,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.278
STATE ONLY,39.0,124.0,20.0,SECOND CALL,1278.0,65-74,BLACK,FEMALE,GORE,KLINK,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,BUSHDID,WORSE,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,AFEWAMONTH,,YES,NO,LIBERAL,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.278
STATE ONLY,39.0,124.0,21.0,THIRD CALL,1229.0,45-49,BLACK,FEMALE,GORE,,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,BOTHDID,SAME,APP/FAV,,INDEPEND,OVER500K,NOHS,ELSE,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,IND/OTHER,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,1.229
STATE ONLY,39.0,124.0,22.0,THIRD CALL,1229.0,50-59,BLACK,FEMALE,GORE,,BEFORE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,OMITS,NONE,OMITS,OMITS,,,,OVER500K,,,OMITS,,,,,18-64,OMITS,GORE/LIEBERM,STATE,NOTCOMPLETE,PHILADELPHIA,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,1.229
STATE ONLY,39.0,124.0,23.0,THIRD CALL,1647.0,50-59,OTHER,MALE,GORE,KLINK,LAST.MONTH,OMITS,OMITS,OMITS,LESS,CITYOVER50K,WORLDAFFAIRS,CARES,OMITS,NONE,GOREDID,OMITS,,,,OVER500K,,,OMITS,,,,,18-64,OMITS,GORE/LIEBERM,STATE,NOTCOMPLETE,PHILADELPHIA,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,1.647
STATE ONLY,39.0,124.0,24.0,THIRD CALL,1278.0,30-39,BLACK,FEMALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,BUSHDID,WORSE,APP/FAV,NO,INDEPEND,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,1.278
STATE ONLY,39.0,124.0,25.0,THIRD CALL,1396.0,18-24,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,LIKEABLE,NOVOTE,ME,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,NONE,NEVER,,NO,NO,,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,18-29,18-24,DEMOCRAT,18-24,NONE,NEITHER,ONLYBUSH,ISSUES,,,1.3960000000000001
STATE ONLY,39.0,124.0,26.0,THIRD CALL,1338.0,18-24,WHITE,FEMALE,GORE,SANTORUM,LAST.MONTH,APPROVE,OMITS,GORE,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NOVOTE,NONE,BUSHDID,BETTER,OMITS,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.338
STATE ONLY,39.0,124.0,27.0,THIRD CALL,1367.0,45-49,WHITE,FEMALE,GORE,SANTORUM,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,STRONGLEADER,NOVOTE,NONE,OMITS,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,NOHS,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,OMITS,BOTH,OMITS,,,1.367
STATE ONLY,39.0,124.0,28.0,THIRD CALL,1328.0,30-39,BLACK,FEMALE,,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,EDUCATION,CARES,CLINTON,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.328
STATE ONLY,39.0,124.0,29.0,THIRD CALL,1647.0,40-44,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,SOMEONEELSE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,BOTH,BOTH,ISSUES,,,1.647
STATE ONLY,39.0,124.0,30.0,THIRD CALL,1385.0,25-29,HISP,FEMALE,BUSH,KLINK,BEFORE,DISAPPR,FAVORABLE,BUSH,MORE,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,NOVOTE,NONE,GOREDID,BETTER,DIS/FAV,NO,DEMOCRAT,OVER500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,PHILADELPHIA,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,1.385
STATE ONLY,39.0,124.0,31.0,THIRD CALL,1457.0,60-64,HISP,MALE,BUSH,SANTORUM,BEFORE,APPROVE,FAVORABLE,BUSH,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,,YES,YES,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.457
STATE ONLY,39.0,124.0,32.0,THIRD CALL,1424.0,50-59,BLACK,,GORE,KLINK,BEFORE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,CARES,OMITS,ME,BUSHDID,OMITS,,,,OVER500K,,,OMITS,,,,,18-64,OMITS,GORE/LIEBERM,STATE,NOTCOMPLETE,PHILADELPHIA,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,1.424
STATE ONLY,39.0,124.0,33.0,THIRD CALL,1424.0,45-49,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,OMITS,,,1.424
STATE ONLY,39.0,124.0,34.0,THIRD CALL,1481.0,30-39,WHITE,FEMALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,NOVOTE,ME,GOREDID,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,BOTH,PERSONALQUAL,,,1.481
STATE ONLY,39.0,124.0,35.0,THIRD CALL,1278.0,30-39,HISP,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,DOLE,NONE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,OVER500K,NOHS,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,1.278
STATE ONLY,39.0,124.0,36.0,THIRD CALL,1278.0,60-64,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,ELSE,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,50-64,OTHER,ONLYGORE,BOTH,PERSONALQUAL,,,1.278
STATE ONLY,39.0,124.0,37.0,THIRD CALL,1367.0,40-44,WHITE,FEMALE,GORE,SANTORUM,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,REPUBLCN,OVER500K,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,1.367
STATE ONLY,39.0,124.0,38.0,THIRD CALL,1647.0,45-49,WHITE,MALE,GORE,KLINK,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,ME,NEITHERDID,SAME,APP/UNFAV,YES,DEMOCRAT,OVER500K,HSGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.647
STATE ONLY,39.0,125.0,1.0,FIRST CALL,227.0,50-59,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,BOTHDID,WORSE,APP/FAV,,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,YES,CONSERV,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,2.0,FIRST CALL,264.0,50-59,OTHER,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,OVER500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.264
STATE ONLY,39.0,125.0,3.0,FIRST CALL,223.0,25-29,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,EDUCATION,GOODJUDGMENT,OMITS,SOMEONEELSE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,,OMITS,,YES,YES,,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,18-29,25-29,DEMOCRAT,25-29,,ONLYGORE,ONLYGORE,ISSUES,,,0.223
STATE ONLY,39.0,125.0,4.0,FIRST CALL,227.0,65-74,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,NO,ELSE,OVER500K,NOHS,ELSE,OMITS,30-50K,YES,YES,MODERATE,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,IND/OTHER,65+,OTHER,ONLYGORE,BOTH,ISSUES,,,0.227
STATE ONLY,39.0,125.0,5.0,FIRST CALL,218.0,50-59,OTHER,FEMALE,GORE,SANTORUM,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,,MORETHAN1AWK,30-50K,YES,YES,LIBERAL,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,ONLYBUSH,OMITS,,,0.218
STATE ONLY,39.0,125.0,6.0,SECOND CALL,227.0,65-74,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,OMITS,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,BUSHDID,SAME,OMITS,NO,DEMOCRAT,OVER500K,COLGRAD,CATHOLIC,AFEWAYEAR,,NO,NO,MODERATE,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,7.0,SECOND CALL,203.0,40-44,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.203
STATE ONLY,39.0,125.0,8.0,SECOND CALL,203.0,50-59,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.203
STATE ONLY,39.0,125.0,9.0,SECOND CALL,227.0,50-59,BLACK,MALE,GORE,KLINK,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,ME,NEITHERDID,SAME,APP/FAV,NO,DEMOCRAT,OVER500K,HSGRAD,JEWISH,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,0.227
STATE ONLY,39.0,125.0,10.0,SECOND CALL,199.0,25-29,BLACK,FEMALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.199
STATE ONLY,39.0,125.0,11.0,SECOND CALL,227.0,30-39,BLACK,MALE,GORE,KLINK,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,NONE,NEVER,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,DEMOCRAT,30-39,NONE,BOTH,BOTH,ISSUES,,,0.227
STATE ONLY,39.0,125.0,12.0,SECOND CALL,227.0,50-59,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,,NO,NO,MODERATE,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,13.0,SECOND CALL,227.0,45-49,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.227
STATE ONLY,39.0,125.0,14.0,SECOND CALL,227.0,30-39,BLACK,MALE,GORE,KLINK,LAST.MONTH,OMITS,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,NONE,BOTHDID,SAME,OMITS,YES,DEMOCRAT,OVER500K,HSGRAD,ELSE,NEVER,15-30K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,PHILADELPHIA,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,BOTH,ISSUES,,,0.227
STATE ONLY,39.0,125.0,15.0,SECOND CALL,430.0,45-49,BLACK,MALE,NADER,KLINK,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,PEROT,NONE,BOTHDID,SAME,DIS/UNFAV,NO,INDEPEND,OVER500K,SOMCOL/ASSOC,ELSE,NEVER,,NO,NO,LIBERAL,18-64,REDUCNATDEBT,OTHERCANDS,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,IND/OTHER,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,0.43
STATE ONLY,39.0,125.0,16.0,SECOND CALL,227.0,60-64,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,17.0,SECOND CALL,227.0,40-44,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,STRONGLEADER,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,ELSE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,PHILADELPHIA,30-44,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,0.227
STATE ONLY,39.0,125.0,18.0,SECOND CALL,227.0,65-74,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,19.0,SECOND CALL,227.0,45-49,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,20.0,SECOND CALL,227.0,75+,BLACK,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,OVER500K,NOHS,PROTESTANT,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.227
STATE ONLY,39.0,125.0,21.0,SECOND CALL,203.0,40-44,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,OTHERCANDS,STATE,COMPLETE,PHILADELPHIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.203
STATE ONLY,39.0,125.0,22.0,SECOND CALL,203.0,45-49,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,OMITS,ME,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,PHILADELPHIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.203
