VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,RYAN,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,DEATHPEN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,14.0,104.0,39.0,THIRD CALL,30-39,HISP,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,YES,WHITE,,,ONLYBUSH,BOTH,,,,0.53
NATIONAL PINK,14.0,104.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,NONE,,,,NO,,INDEPEND,SUBURBS,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,,,,,0.753
NATIONAL PINK,14.0,104.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,NONE,,,,NO,,INDEPEND,SUBURBS,,JEWISH,,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,,,,,,,0.753
NATIONAL PINK,14.0,104.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,NONE,,,,NO,,REPUBLCN,SUBURBS,,OTHERCHRIST,,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,,,,,0.753
NATIONAL PINK,14.0,104.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,SUBURBS,,,,ME,,,,NO,,DEMOCRAT,SUBURBS,,ELSE,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,,,,,,,0.739
NATIONAL PINK,14.0,104.0,44.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,,SUBURBS,,,,ME,,,,YES,,INDEPEND,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,,,,,0.736
STATE ONLY,14.0,105.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,CARES,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,APPROVE,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,NEITHER,ISSUES,,,1.329
STATE ONLY,14.0,105.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,CARES,CLINTON,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,DISAPPR,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,OMITS,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,NEITHER,BOTH,PERSONALQUAL,,,1.51
STATE ONLY,14.0,105.0,3.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,HEALTHCARE,HONEST,OTHER,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,APPROVE,REPUBLCN,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,LIBERAL,65+,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.355
STATE ONLY,14.0,105.0,4.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,OMITS,DOLE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,NO,APPROVE,REPUBLCN,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,CONSERV,65+,OMITS,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,OMITS,ISSUES,,,1.468
STATE ONLY,14.0,105.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,ECON/JOBS,CARES,OMITS,ME,MOSTLGL,OMITS,,,APPROVE,,50-500K,,,OMITS,,,,,18-64,OMITS,FAVOR,STATE,NOTCOMPLETE,NORTH,45-59,50-59,,50-64,NO,BLACK,,RIGHTDIR,OMITS,OMITS,OMITS,,,0.9440000000000001
STATE ONLY,14.0,105.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,OMITS,OMITS,LESS,CITYOVER50K,EDUCATION,EXPERIENCE,NOVOTE,NONE,MOSTILL,BETTER,OMITS,YES,APPROVE,REPUBLCN,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.451
STATE ONLY,14.0,105.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,OMITS,CARES,NOVOTE,ME,MOSTLGL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.3940000000000001
STATE ONLY,14.0,105.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NOVOTE,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,YES,DISAPPR,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,1.51
STATE ONLY,14.0,105.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.329
STATE ONLY,14.0,105.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,CONSERV,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.355
STATE ONLY,14.0,105.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,OMITS,OMITS,GORE,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NOVOTE,SOMEONEELSE,ALWYSILL,BETTER,OMITS,YES,DISAPPR,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,OMITS,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.54
STATE ONLY,14.0,105.0,12.0,SECOND CALL,60-64,HISP,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,DISAPPR,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,NEVER,50-75K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,YES,WHITE,CATHOLIC,WRONGTRACK,ONLYBUSH,BOTH,ISSUES,,,1.043
STATE ONLY,14.0,105.0,13.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,NO,OMITS,DEMOCRAT,50-500K,NOHS,PROTESTANT,AFEWAMONTH,,NO,NO,MODERATE,65+,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,PERSONALQUAL,,,1.54
STATE ONLY,14.0,105.0,14.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,MODERATE,65+,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.468
STATE ONLY,14.0,105.0,15.0,SECOND CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTLGL,SAME,APP/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,HSGRAD,PROTESTANT,NEVER,30-50K,NO,NO,MODERATE,65+,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.355
STATE ONLY,14.0,105.0,16.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,OMITS,SAME,APP/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,SOMCOL/ASSOC,NONE,ONCEAWEEK,LESS15K,NO,NO,MODERATE,18-64,OMITS,OMITS,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,NONE,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,1.3840000000000001
STATE ONLY,14.0,105.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,ME,MOSTLGL,SAME,OMITS,NO,DISAPPR,REPUBLCN,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.468
STATE ONLY,14.0,105.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,NOVOTE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,APPROVE,INDEPEND,50-500K,HSGRAD,NONE,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.34
STATE ONLY,14.0,105.0,19.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DISAPPR,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,MODERATE,65+,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,1.422
STATE ONLY,14.0,105.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NOVOTE,ME,MOSTILL,WORSE,DIS/UNFAV,YES,DISAPPR,INDEPEND,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.329
STATE ONLY,14.0,105.0,21.0,SECOND CALL,30-39,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,APPROVE,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,YES,WHITE,CATHOLIC,RIGHTDIR,BOTH,ONLYGORE,PERSONALQUAL,,,0.975
STATE ONLY,14.0,105.0,22.0,SECOND CALL,60-64,ASIAN,FEMALE,BUSH,OMITS,OMITS,OMITS,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,OMITS,NONE,ALWYSILL,OMITS,,,OMITS,,50-500K,,,OMITS,,,,,18-64,OMITS,FAVOR,STATE,NOTCOMPLETE,NORTH,60+,60+,,50-64,NO,ASIAN,,WRONGTRACK,OMITS,OMITS,OMITS,,,1.468
STATE ONLY,14.0,105.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.329
STATE ONLY,14.0,105.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,CLINTON,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,ONLYBUSH,ISSUES,,,1.44
STATE ONLY,14.0,105.0,25.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DISAPPR,INDEPEND,50-500K,NOHS,JEWISH,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,50-64,NO,WHITE,JEWISH,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.422
STATE ONLY,14.0,105.0,26.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,SOMEONEELSE,MOSTILL,SAME,APP/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,NOHS,JEWISH,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,,WHITE,JEWISH,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.422
STATE ONLY,14.0,105.0,27.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,MEDICARE/RX,HONEST,DOLE,SOMEONEELSE,MOSTILL,BETTER,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.329
STATE ONLY,14.0,105.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,50-500K,POSTGRAD,NONE,NEVER,LESS15K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,OPPOSE,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.451
STATE ONLY,14.0,105.0,29.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,ME,MOSTLGL,SAME,APP/FAV,YES,DISAPPR,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.9440000000000001
STATE ONLY,14.0,105.0,30.0,THIRD CALL,40-44,WHITE,MALE,NADER,DISAPPR,FAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,CARES,PEROT,NONE,MOSTLGL,SAME,DIS/FAV,YES,DISAPPR,REPUBLCN,50-500K,NOHS,JEWISH,AFEWAMONTH,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,WRONGTRACK,ONLYBUSH,BOTH,ISSUES,,,0.52
STATE ONLY,14.0,105.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DISAPPR,INDEPEND,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.451
STATE ONLY,14.0,105.0,32.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DISAPPR,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.54
STATE ONLY,14.0,105.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,OMITS,NONE,MOSTLGL,OMITS,,,DISAPPR,,50-500K,,,OMITS,,,,,18-64,OMITS,OPPOSE,STATE,NOTCOMPLETE,NORTH,30-44,30-39,,30-39,NO,WHITE,,RIGHTDIR,OMITS,OMITS,OMITS,,,1.51
STATE ONLY,14.0,105.0,34.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,TAXES,HONEST,DOLE,ME,MOSTLGL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,ONLYGORE,PERSONALQUAL,,,1.3840000000000001
STATE ONLY,14.0,105.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,CARES,NOVOTE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,DISAPPR,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,OMITS,FAVOR,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,PERSONALQUAL,,,1.329
STATE ONLY,14.0,105.0,36.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,APPROVE,INDEPEND,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.276
STATE ONLY,14.0,105.0,37.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,OMITS,OMITS,CITYOVER50K,SOCIALSECUR,OMITS,CLINTON,NONE,MOSTILL,SAME,APP/FAV,NO,DISAPPR,ELSE,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.468
STATE ONLY,14.0,105.0,38.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,MODERATE,65+,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.54
STATE ONLY,14.0,105.0,39.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,OMITS,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,NO,DISAPPR,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,CONSERV,65+,OMITS,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,NEITHER,BOTH,OMITS,,,1.468
STATE ONLY,14.0,105.0,40.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,EDUCATION,LIKEABLE,NOVOTE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,DISAPPR,REPUBLCN,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,PERSONALQUAL,,,1.276
STATE ONLY,14.0,105.0,41.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,NO,DISAPPR,INDEPEND,50-500K,HSGRAD,CATHOLIC,NEVER,OVER100K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,1.34
STATE ONLY,14.0,105.0,42.0,THIRD CALL,30-39,WHITE,MALE,NADER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.52
