VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,75.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,OMITS,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.92
STATE ONLY,49.0,75.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CLINTON,PROGRWTH,,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.022
STATE ONLY,49.0,75.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.629
STATE ONLY,49.0,75.0,4.0,FIRST CALL,40-44,,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,OMITS,GORE,OMITS,NO,CLINTON,PROENVIR,NONE,SAME,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.629
STATE ONLY,49.0,75.0,5.0,FIRST CALL,75+,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,YES,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.103
STATE ONLY,49.0,75.0,6.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,OMITS,ME,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.6
STATE ONLY,49.0,75.0,7.0,SECOND CALL,40-44,OTHER,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,PEROT,PROENVIR,NONE,WORSE,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.609
STATE ONLY,49.0,75.0,8.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.022
STATE ONLY,49.0,75.0,9.0,SECOND CALL,75+,WHITE,MALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROENVIR,SOMEONEELSE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.0050000000000001
STATE ONLY,49.0,75.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,OMITS,NO,CLINTON,PROENVIR,NONE,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.669
STATE ONLY,49.0,75.0,11.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.022
STATE ONLY,49.0,75.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.629
STATE ONLY,49.0,75.0,13.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.677
STATE ONLY,49.0,75.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,OMITS,YES,PEROT,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.5720000000000001
STATE ONLY,49.0,75.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,OMITS,MEDICARE/RX,NO,CLINTON,OMITS,NONE,WORSE,APP/FAV,REPUBLCN,NOHS,NONE,,,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.6
STATE ONLY,49.0,75.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.5720000000000001
STATE ONLY,49.0,75.0,17.0,SECOND CALL,75+,,MALE,GORE,BYRD,WISE,LAST.3DAYS,OMITS,OMITS,GORE,SOCIALSECUR,OMITS,CLINTON,PROGRWTH,ME,SAME,OMITS,DEMOCRAT,NOHS,PROTESTANT,15-30K,LIBERAL,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.103
STATE ONLY,49.0,75.0,18.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.022
STATE ONLY,49.0,75.0,19.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,OMITS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5660000000000001
STATE ONLY,49.0,75.0,20.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.629
STATE ONLY,49.0,75.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,OMITS,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.629
STATE ONLY,49.0,75.0,22.0,THIRD CALL,50-59,BLACK,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,OMITS,ME,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.41000000000000003
STATE ONLY,49.0,75.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,SAME,APP/UNFAV,DEMOCRAT,,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.522
STATE ONLY,49.0,75.0,24.0,THIRD CALL,65-74,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,NOHS,,LESS15K,CONSERV,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,,,,0.976
STATE ONLY,49.0,75.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,DOLE,PROGRWTH,SOMEONEELSE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.554
STATE ONLY,49.0,75.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.609
STATE ONLY,49.0,75.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,YES,CLINTON,PROENVIR,NONE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5660000000000001
STATE ONLY,49.0,75.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROGRWTH,NONE,OMITS,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.5720000000000001
STATE ONLY,49.0,75.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.5720000000000001
STATE ONLY,49.0,75.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.629
STATE ONLY,49.0,75.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,PROENVIR,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTHWEST,45-59,50-59,,50-64,,,,0.628
STATE ONLY,49.0,75.0,32.0,THIRD CALL,25-29,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.617
STATE ONLY,49.0,75.0,33.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,NOVOTE,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.022
STATE ONLY,49.0,75.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,YES,NOVOTE,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.677
STATE ONLY,49.0,75.0,35.0,THIRD CALL,40-44,BLACK,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.41000000000000003
STATE ONLY,49.0,78.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,OTHER,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,OHIORIVER,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.164
STATE ONLY,49.0,78.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,YES,CLINTON,PROGRWTH,MEANDSOMEONE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.052
STATE ONLY,49.0,78.0,3.0,SECOND CALL,60-64,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.176
STATE ONLY,49.0,78.0,4.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,MEDICARE/RX,NO,OMITS,OMITS,NONE,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,OHIORIVER,60+,60+,,65+,,,,0.97
STATE ONLY,49.0,78.0,5.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.97
STATE ONLY,49.0,78.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,NO,DOLE,PROGRWTH,NONE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.934
STATE ONLY,49.0,78.0,7.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,LASTWEEK,OMITS,OMITS,OMITS,MEDICARE/RX,OMITS,OMITS,PROENVIR,NONE,BETTER,OMITS,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,,65+,STATE,COMPLETE,OHIORIVER,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.97
STATE ONLY,49.0,78.0,8.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROENVIR,NONE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.359
STATE ONLY,49.0,78.0,9.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,YES,CLINTON,OMITS,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.97
STATE ONLY,49.0,78.0,10.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROENVIR,NONE,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,65+,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.97
STATE ONLY,49.0,78.0,11.0,SECOND CALL,75+,WHITE,MALE,BUSH,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,OMITS,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,OHIORIVER,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.723
STATE ONLY,49.0,78.0,12.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,OMITS,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,ELSE,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,OHIORIVER,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.184
STATE ONLY,49.0,78.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,DOLE,OMITS,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.934
STATE ONLY,49.0,78.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,NO,DOLE,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.286
STATE ONLY,49.0,78.0,15.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,OHIORIVER,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.184
STATE ONLY,49.0,78.0,16.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.97
STATE ONLY,49.0,78.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.928
STATE ONLY,49.0,78.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.637
STATE ONLY,49.0,78.0,19.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.928
STATE ONLY,49.0,78.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BYRD,WISE,BEFORE,APPROVE,OMITS,BUSH,EDUCATION,YES,NOVOTE,PROGRWTH,NONE,BETTER,OMITS,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.121
STATE ONLY,49.0,78.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROENVIR,NONE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.1320000000000001
STATE ONLY,49.0,78.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.637
STATE ONLY,49.0,78.0,23.0,SECOND CALL,45-49,WHITE,MALE,BUSH,GALLAHER,WISE,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROENVIR,ME,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.335
STATE ONLY,49.0,78.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROENVIR,NONE,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,OHIORIVER,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.184
STATE ONLY,49.0,78.0,25.0,SECOND CALL,,,MALE,GORE,,,OMITS,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,OMITS,OMITS,,OMITS,,,,,,,,STATE,NOTCOMPLETE,OHIORIVER,,,,,,,,0.847
STATE ONLY,49.0,78.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,OHIORIVER,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.767
STATE ONLY,49.0,78.0,27.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,MEDICARE/RX,NO,OMITS,PROGRWTH,,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,OHIORIVER,60+,60+,,65+,,,,0.97
STATE ONLY,49.0,78.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,OHIORIVER,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.767
