VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,20.0,65.0,30.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,65+,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.59
NATIONAL WHITE,20.0,65.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,APPROVE,OMITS,BUSH,YES,LESS,OMITS,NO,DOLE,WORSE,OMITS,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.41400000000000003
NATIONAL WHITE,20.0,65.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,NO,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.464
NATIONAL WHITE,20.0,65.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.522
NATIONAL WHITE,20.0,65.0,34.0,THIRD CALL,30-39,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,ELSE,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.436
NATIONAL WHITE,20.0,65.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,APPROVE,OMITS,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,SAME,OMITS,DEMOCRAT,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.465
NATIONAL WHITE,20.0,65.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.462
NATIONAL WHITE,20.0,65.0,37.0,THIRD CALL,50-59,WHITE,MALE,,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,TAXES,NO,OTHER,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.483
NATIONAL YELLOW,20.0,65.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,,,APPROVE,UNFAVORABLE,GORE,,LESS,HEALTHCARE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,HEALTHCARE,EXPERIENCE,0.455
NATIONAL YELLOW,20.0,65.0,39.0,THIRD CALL,,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CD2,,,,,,OMITS,OMITS,0.494
NATIONAL YELLOW,20.0,65.0,40.0,THIRD CALL,30-39,WHITE,,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,0.524
NATIONAL YELLOW,20.0,65.0,41.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,ELSE,HSGRAD,NONE,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,EDUCATION,GOODJUDGMENT,0.47100000000000003
NATIONAL YELLOW,20.0,65.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,NO,OTHER,SAME,DIS/UNFAV,INDEPEND,HSGRAD,ELSE,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,OTHER,ECON/JOBS,GOODJUDGMENT,0.465
NATIONAL YELLOW,20.0,65.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,ELSE,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,OTHER,EDUCATION,CARES,0.462
NATIONAL YELLOW,20.0,65.0,44.0,THIRD CALL,40-44,WHITE,MALE,NADER,,DISAPPR,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,OTHER,SAME,DIS/FAV,ELSE,COLGRAD,ELSE,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,OTHER,ECON/JOBS,COMPLEXISSUE,0.436
NATIONAL YELLOW,20.0,65.0,45.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,LESS,TAXES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,TAXES,HONEST,0.529
NATIONAL GREY,20.0,65.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,NADER,,,,,YES,,,,,,,INDEPEND,COLGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,,,,0.388
NATIONAL GREY,20.0,65.0,47.0,THIRD CALL,65-74,WHITE,MALE,GORE,,,,,NO,,,,,,,ELSE,SOMCOL/ASSOC,,30-50K,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,65+,,,,0.744
NATIONAL GREY,20.0,65.0,48.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,,NO,,,,,,,DEMOCRAT,HSGRAD,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,,,,0.584
NATIONAL GREY,20.0,65.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,YES,,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,,,,0.462
NATIONAL GREY,20.0,65.0,50.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,,,,NO,,,,,,,INDEPEND,COLGRAD,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,,,,0.524
NATIONAL GREY,20.0,65.0,51.0,THIRD CALL,25-29,,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,,,,0.47400000000000003
NATIONAL GREY,20.0,65.0,52.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,,,,0.464
NATIONAL GREY,20.0,65.0,53.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,HSGRAD,,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,,,,0.464
NATIONAL PINK,20.0,65.0,54.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,YES,,,NO,,,,INDEPEND,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.41400000000000003
NATIONAL PINK,20.0,65.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,DEMOCRAT,,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.462
NATIONAL PINK,20.0,65.0,56.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,ELSE,,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.462
NATIONAL PINK,20.0,65.0,57.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,,NO,,,NO,,,,REPUBLCN,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.524
NATIONAL PINK,20.0,65.0,58.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,,YES,,,NO,,,,DEMOCRAT,,NONE,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.522
NATIONAL PINK,20.0,65.0,59.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,DEMOCRAT,,PROTESTANT,50-75K,LIBERAL,65+,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.59
NATIONAL PINK,20.0,65.0,60.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,INDEPEND,,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.462
NATIONAL PINK,20.0,65.0,61.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,NO,,,NO,,,,REPUBLCN,,NONE,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.464
STATE ONLY,20.0,66.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,OMITS,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,,,,1.171
STATE ONLY,20.0,66.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.222
STATE ONLY,20.0,66.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,OMITS,GORE,YES,MORE,OMITS,NO,CLINTON,WORSE,OMITS,INDEPEND,COLGRAD,JEWISH,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,JEWISH,,,1.222
STATE ONLY,20.0,66.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MEDICARE/RX,NO,OTHER,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.178
STATE ONLY,20.0,66.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,SNOWE,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.983
STATE ONLY,20.0,66.0,6.0,FIRST CALL,75+,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,OMITS,NO,OMITS,SAME,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.492
STATE ONLY,20.0,66.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.327
STATE ONLY,20.0,66.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.317
STATE ONLY,20.0,66.0,9.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,LESS15K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.353
STATE ONLY,20.0,66.0,10.0,FIRST CALL,50-59,WHITE,MALE,NADER,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,NONE,,,1.1500000000000001
STATE ONLY,20.0,66.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,YES,LESS,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.179
STATE ONLY,20.0,66.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,NADER,LAWRENCE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,OMITS,NO,PEROT,SAME,DIS/UNFAV,ELSE,HSGRAD,ELSE,50-75K,,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.045
STATE ONLY,20.0,66.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.222
STATE ONLY,20.0,66.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LAWRENCE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MEDICARE/RX,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.564
STATE ONLY,20.0,66.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,NONE,,,1.492
STATE ONLY,20.0,66.0,16.0,SECOND CALL,18-24,WHITE,MALE,NADER,SNOWE,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,LESS,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,ELSE,15-30K,,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.1260000000000001
STATE ONLY,20.0,66.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.063
STATE ONLY,20.0,66.0,18.0,SECOND CALL,45-49,ASIAN,MALE,,,APPROVE,FAVORABLE,OMITS,YES,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,,COLGRAD,ELSE,,,18-64,STATE,COMPLETE,CD2,45-59,40-49,,40-49,OTHER,,,1.24
STATE ONLY,20.0,66.0,19.0,SECOND CALL,18-24,WHITE,MALE,NADER,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,SOCIALSECUR,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.1260000000000001
STATE ONLY,20.0,66.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,OMITS,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.171
STATE ONLY,20.0,66.0,21.0,THIRD CALL,75+,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.492
STATE ONLY,20.0,66.0,22.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,OMITS,SOCIALSECUR,OMITS,PEROT,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.049
STATE ONLY,20.0,66.0,23.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOHS,CATHOLIC,15-30K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.556
STATE ONLY,20.0,66.0,24.0,THIRD CALL,40-44,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,PEROT,SAME,APP/FAV,INDEPEND,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,NONE,,,1.317
STATE ONLY,20.0,66.0,25.0,THIRD CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.317
STATE ONLY,20.0,66.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.556
STATE ONLY,20.0,66.0,27.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,OMITS,OMITS,OMITS,YES,LESS,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD2,30-44,30-39,,30-39,,,,1.179
STATE ONLY,20.0,66.0,28.0,THIRD CALL,45-49,BLACK,FEMALE,NADER,LAWRENCE,DISAPPR,FAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,CLINTON,SAME,DIS/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.797
STATE ONLY,20.0,66.0,29.0,THIRD CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.373
STATE ONLY,20.0,66.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.316
STATE ONLY,20.0,66.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,OMITS,GORE,NO,LESS,OMITS,NO,CLINTON,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.316
STATE ONLY,20.0,66.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.178
STATE ONLY,20.0,66.0,33.0,THIRD CALL,,WHITE,FEMALE,,SNOWE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,MORE,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,,STATE,COMPLETE,CD2,,,REPUBLICAN,,PROT/CHRIST,,,1.223
STATE ONLY,20.0,66.0,34.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LAWRENCE,DISAPPR,UNFAVORABLE,OMITS,YES,MORE,EDUCATION,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,,,1.113
STATE ONLY,20.0,66.0,35.0,THIRD CALL,50-59,WHITE,MALE,OTHER,SNOWE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,OMITS,NO,OTHER,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.3760000000000001
STATE ONLY,20.0,66.0,36.0,THIRD CALL,25-29,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,NONE,,,1.399
STATE ONLY,20.0,66.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.327
STATE ONLY,20.0,66.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,OMITS,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,,,1.193
STATE ONLY,20.0,66.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,NONE,,,1.171
STATE ONLY,20.0,67.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,MORE,OMITS,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.6
STATE ONLY,20.0,67.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,JEWISH,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,JEWISH,,,0.34900000000000003
STATE ONLY,20.0,67.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.525
