VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
NATIONAL GREY,44.0,110.0,8.0,FIRST CALL,500.0,45-49,HISP,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,YES,HISP,,,BOTH,,BOTH,,,,,,,,,0.5
NATIONAL PINK,44.0,110.0,9.0,FIRST CALL,554.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,OTHERCHRIST,,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,0.554
NATIONAL PINK,44.0,110.0,10.0,FIRST CALL,747.0,40-44,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,INDEPEND,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,0.747
NATIONAL GREY,44.0,110.0,11.0,SECOND CALL,1087.0,60-64,WHITE,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,NO,WHITE,,,ONLYGORE,,ONLYBUSH,,,,,,,,,1.087
NATIONAL PINK,44.0,110.0,12.0,SECOND CALL,605.0,60-64,WHITE,FEMALE,GORE,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,,,ELSE,,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,60+,60+,,50-64,NO,WHITE,OTHER,,,NO,,,,,,,,,,0.605
NATIONAL WHITE,44.0,110.0,13.0,THIRD CALL,747.0,45-49,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,,BUSH,LESS,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,BETTER,NOTTOORESPON,0.747
NATIONAL WHITE,44.0,110.0,14.0,THIRD CALL,747.0,45-49,WHITE,MALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,LESS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,OPPOSECLIN,GOOD,BETTER,NOTATALLRESP,0.747
NATIONAL YELLOW,44.0,110.0,15.0,THIRD CALL,376.0,30-39,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,STRONGLEADER,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,EDUCATION,STRONGLEADER,NO,SUPPORTCLIN,EXCEL,SAME,VERYRESPONSI,0.376
NATIONAL YELLOW,44.0,110.0,16.0,THIRD CALL,570.0,30-39,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,DEM,GORE,MORE,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,EDUCATION,COMPLEXISSUE,NO,OMITS,GOOD,WORSE,SOMEWHATRESP,0.5700000000000001
NATIONAL GREY,44.0,110.0,17.0,THIRD CALL,554.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,,,,,,,,,,,,,,,REPUBLCN,COLGRAD,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYBUSH,,NEITHER,,,,,,,,,0.554
NATIONAL GREY,44.0,110.0,18.0,THIRD CALL,554.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,,,,,,,,,,,,,,,REPUBLCN,COLGRAD,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,0.554
NATIONAL PINK,44.0,110.0,19.0,THIRD CALL,747.0,40-44,WHITE,MALE,BUSH,HUTCHISON,,,,,,,,NO,,NONE,,,,YES,REPUBLCN,,PROTESTANT,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,0.747
NATIONAL PINK,44.0,110.0,20.0,THIRD CALL,511.0,30-39,BLACK,MALE,GORE,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,0.511
NATIONAL WHITE,44.0,132.0,1.0,FIRST CALL,683.0,30-39,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,,GORE,MORE,HEALTHCARE,CARES,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,NEVER,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.683
NATIONAL WHITE,44.0,132.0,2.0,FIRST CALL,1018.0,30-39,BLACK,FEMALE,,,OMITS,OMITS,DEM,OMITS,MORE,OMITS,CARES,NO,NOVOTE,NONE,MOSTLGL,SAME,OMITS,YES,,,,OMITS,,NO,NO,,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,,30-39,NO,BLACK,,OMITS,,NO,,OMITS,,,NO,NEITHER,POOR,SAME,OMITS,1.018
NATIONAL WHITE,44.0,132.0,3.0,FIRST CALL,341.0,30-39,WHITE,FEMALE,NADER,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,NONE,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.341
NATIONAL WHITE,44.0,132.0,4.0,FIRST CALL,438.0,25-29,WHITE,FEMALE,NADER,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,OMITS,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.438
NATIONAL WHITE,44.0,132.0,5.0,FIRST CALL,341.0,30-39,WHITE,FEMALE,NADER,KELLY,OMITS,UNFAVORABLE,DEM,WOULDNOTVOTE,LESS,MEDICARE/RX,OMITS,NO,OTHER,NONE,OMITS,SAME,OMITS,NO,INDEPEND,SOMCOL/ASSOC,NONE,NEVER,,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.341
NATIONAL YELLOW,44.0,132.0,6.0,FIRST CALL,328.0,40-44,WHITE,MALE,NADER,KELLY,APPROVE,UNFAVORABLE,OTHER,WOULDNOTVOTE,LESS,WORLDAFFAIRS,HONEST,NO,NOVOTE,NONE,MOSTILL,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,WRONGTRACK,,NO,,PERSONALQUAL,WORLDAFFAIRS,HONEST,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.328
NATIONAL YELLOW,44.0,132.0,7.0,FIRST CALL,683.0,30-39,HISP,FEMALE,GORE,HUTCHISON,APPROVE,UNFAVORABLE,DEM,GORE,MORE,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,YES,HISP,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,HEALTHCARE,COMPLEXISSUE,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,0.683
NATIONAL YELLOW,44.0,132.0,8.0,FIRST CALL,2313.0,25-29,HISP,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,DEM,GORE,MORE,OMITS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,AFEWAYEAR,75-100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,YES,HISP,NONE,RIGHTDIR,,NO,,ISSUES,OMITS,EXPERIENCE,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,2.313
NATIONAL YELLOW,44.0,132.0,9.0,FIRST CALL,884.0,25-29,WHITE,MALE,GORE,,APPROVE,FAVORABLE,,GORE,LESS,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,WRONGTRACK,,NO,,ISSUES,EDUCATION,COMPLEXISSUE,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.884
NATIONAL YELLOW,44.0,132.0,10.0,FIRST CALL,820.0,30-39,WHITE,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,NONE,NEVER,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,EXPERIENCE,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.8200000000000001
NATIONAL GREY,44.0,132.0,11.0,FIRST CALL,1694.0,30-39,WHITE,FEMALE,GORE,OTHER,,,DEM,,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,,50-75K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,,ONLYGORE,,NEITHER,,,,,,,,,1.694
NATIONAL GREY,44.0,132.0,12.0,FIRST CALL,837.0,25-29,WHITE,MALE,NADER,OTHER,,,DEM,,,,,,,,,,,,DEMOCRAT,POSTGRAD,,,30-50K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,0.837
NATIONAL GREY,44.0,132.0,13.0,FIRST CALL,341.0,30-39,WHITE,FEMALE,NADER,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,BOTH,,BOTH,,,,,,,,,0.341
NATIONAL GREY,44.0,132.0,14.0,FIRST CALL,1234.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,ELSE,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,1.234
NATIONAL GREY,44.0,132.0,15.0,FIRST CALL,870.0,25-29,WHITE,FEMALE,NADER,OTHER,,,,,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,,15-30K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,,,ONLYGORE,,ONLYBUSH,,,,,,,,,0.87
NATIONAL PINK,44.0,132.0,16.0,FIRST CALL,911.0,30-39,HISP,FEMALE,,HUTCHISON,,,DEM,,,,,NO,,SOMEONEELSE,,,,YES,ELSE,,OTHERCHRIST,,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,YES,HISP,PROT/CHRIST,,,NO,,,,,,,,,,0.911
NATIONAL PINK,44.0,132.0,17.0,FIRST CALL,1095.0,25-29,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,ELSE,,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,OTHER,,,NO,,,,,,,,,,1.095
NATIONAL PINK,44.0,132.0,18.0,FIRST CALL,2174.0,25-29,OTHER,FEMALE,GORE,OTHER,,,OTHER,,,,,NO,,NONE,,,,YES,ELSE,,ELSE,,30-50K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,NO,OTHER,OTHER,,,NO,,,,,,,,,,2.174
NATIONAL PINK,44.0,132.0,19.0,FIRST CALL,837.0,25-29,WHITE,MALE,NADER,OTHER,,,OTHER,,,,,NO,,NONE,,,,YES,INDEPEND,,NONE,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,NO,,,,,,,,,,0.837
NATIONAL PINK,44.0,132.0,20.0,FIRST CALL,1854.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,REPUBLCN,,CATHOLIC,,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,60+,60+,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,1.854
NATIONAL WHITE,44.0,132.0,21.0,SECOND CALL,1902.0,30-39,WHITE,MALE,OTHER,OTHER,APPROVE,FAVORABLE,OTHER,WOULDNOTVOTE,LESS,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,SAME,NOTTOORESPON,1.9020000000000001
NATIONAL WHITE,44.0,132.0,22.0,SECOND CALL,853.0,30-39,WHITE,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,OMITS,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.853
NATIONAL YELLOW,44.0,132.0,23.0,SECOND CALL,1284.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,OTHER,BUSH,LESS,WORLDAFFAIRS,GOODJUDGMENT,YES,OTHER,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,WORLDAFFAIRS,GOODJUDGMENT,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.284
NATIONAL YELLOW,44.0,132.0,24.0,SECOND CALL,1234.0,45-49,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,,BUSH,LESS,SOCIALSECUR,OMITS,NO,CLINTON,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,NEVER,30-50K,NO,NO,,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,OMITS,NO,NEITHER,EXCEL,OMITS,SOMEWHATRESP,1.234
NATIONAL GREY,44.0,132.0,25.0,SECOND CALL,1095.0,25-29,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,30-50K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,1.095
NATIONAL GREY,44.0,132.0,26.0,SECOND CALL,328.0,30-39,WHITE,MALE,NADER,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,50-75K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,,ONLYGORE,,NEITHER,,,,,,,,,0.328
NATIONAL PINK,44.0,132.0,27.0,SECOND CALL,438.0,18-24,WHITE,FEMALE,NADER,KELLY,,,OTHER,,,,,NO,,NONE,,,,NO,INDEPEND,,NONE,,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,NO,,,,,,,,,,0.438
NATIONAL PINK,44.0,132.0,28.0,SECOND CALL,873.0,50-59,HISP,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,NO,,,,,,,,,,0.873
NATIONAL WHITE,44.0,132.0,29.0,THIRD CALL,341.0,30-39,WHITE,FEMALE,NADER,KELLY,APPROVE,UNFAVORABLE,DEM,WOULDNOTVOTE,MORE,EDUCATION,OMITS,NO,CLINTON,ME,ALWYSLGL,SAME,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,WRONGTRACK,,NO,,OMITS,,,YES,NEITHER,GOOD,SAME,SOMEWHATRESP,0.341
NATIONAL WHITE,44.0,132.0,30.0,THIRD CALL,643.0,30-39,WHITE,FEMALE,GORE,HUTCHISON,APPROVE,UNFAVORABLE,DEM,GORE,LESS,OMITS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,COLGRAD,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,YES,NEITHER,EXCEL,SAME,VERYRESPONSI,0.643
NATIONAL WHITE,44.0,132.0,31.0,THIRD CALL,678.0,30-39,OTHER,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,OTHER,WOULDNOTVOTE,MORE,OMITS,COMPLEXISSUE,NO,OTHER,NONE,ALWYSLGL,WORSE,DIS/UNFAV,NO,ELSE,COLGRAD,ELSE,AFEWAYEAR,75-100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,OTHER,OTHER,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,WORSE,NOTTOORESPON,0.678
NATIONAL YELLOW,44.0,132.0,32.0,THIRD CALL,1640.0,40-44,WHITE,MALE,BUSH,KELLY,APPROVE,FAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,TAXES,HONEST,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.6400000000000001
NATIONAL YELLOW,44.0,132.0,33.0,THIRD CALL,276.0,30-39,WHITE,MALE,NADER,,APPROVE,OMITS,OTHER,WOULDNOTVOTE,LESS,EDUCATION,COMPLEXISSUE,NO,OTHER,NONE,ALWYSLGL,BETTER,OMITS,YES,INDEPEND,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,NO,,ISSUES,EDUCATION,COMPLEXISSUE,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.276
NATIONAL YELLOW,44.0,132.0,34.0,THIRD CALL,438.0,25-29,WHITE,FEMALE,NADER,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,OMITS,HONEST,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,OMITS,HONEST,NO,SUPPORTCLIN,GOOD,SAME,VERYRESPONSI,0.438
NATIONAL GREY,44.0,132.0,35.0,THIRD CALL,438.0,25-29,WHITE,FEMALE,NADER,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,POSTGRAD,,,15-30K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,0.438
NATIONAL GREY,44.0,132.0,36.0,THIRD CALL,1095.0,25-29,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,INDEPEND,COLGRAD,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,1.095
NATIONAL GREY,44.0,132.0,37.0,THIRD CALL,617.0,30-39,WHITE,MALE,GORE,HUTCHISON,,,DEM,,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,,ONLYGORE,,NEITHER,,,,,,,,,0.617
NATIONAL PINK,44.0,132.0,38.0,THIRD CALL,820.0,30-39,WHITE,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,OTHERCHRIST,,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,0.8200000000000001
NATIONAL PINK,44.0,132.0,39.0,THIRD CALL,438.0,25-29,WHITE,FEMALE,NADER,KELLY,,,DEM,,,,,NO,,NONE,,,,NO,DEMOCRAT,,NONE,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,NO,,,,,,,,,,0.438
NATIONAL PINK,44.0,132.0,40.0,THIRD CALL,1650.0,25-29,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,ME,,,,YES,REPUBLCN,,OTHERCHRIST,,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.6500000000000001
NATIONAL WHITE,44.0,146.0,1.0,FIRST CALL,1175.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,JEWISH,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.175
