VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,41.0,73.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,YES,MORE,,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,COLUMBIA,18-29,18-24,,18-24,,WORLDAFFAIRS,OMITS,1.24
NATIONAL YELLOW,41.0,73.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,ELSE,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,MEDICARE/RX,COMPLEXISSUE,1.337
NATIONAL YELLOW,41.0,73.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,,SOCIALSECUR,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,SOCIALSECUR,OMITS,1.033
NATIONAL GREY,41.0,73.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,INDEPEND,POSTGRAD,,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,,,,1.141
NATIONAL GREY,41.0,73.0,44.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,,,YES,,,,,,,,REPUBLCN,HSGRAD,,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,,,,1.254
NATIONAL GREY,41.0,73.0,45.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,,,,NO,,,,,,,,DEMOCRAT,COLGRAD,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,,,,1.2
NATIONAL GREY,41.0,73.0,46.0,THIRD CALL,40-44,BLACK,MALE,GORE,,,,YES,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,,,,1.42
NATIONAL GREY,41.0,73.0,47.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,,,,1.169
NATIONAL PINK,41.0,73.0,48.0,THIRD CALL,30-39,WHITE,MALE,,,,,NO,,,,OMITS,,,,INDEPEND,,CATHOLIC,,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.3980000000000001
NATIONAL PINK,41.0,73.0,49.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,,,NO,,,,NO,,,,ELSE,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.286
NATIONAL PINK,41.0,73.0,50.0,THIRD CALL,60-64,WHITE,MALE,GORE,,,,NO,,,,NO,,,,DEMOCRAT,,PROTESTANT,,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,2.13
NATIONAL PINK,41.0,73.0,51.0,THIRD CALL,18-24,WHITE,MALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,JEWISH,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,JEWISH,,,1.397
NATIONAL PINK,41.0,73.0,52.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,ELSE,,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.337
STATE ONLY,41.0,74.0,1.0,FIRST CALL,45-49,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,,HSGRAD,OTHERCHRIST,,,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,,40-49,PROT/CHRIST,,,0.203
STATE ONLY,41.0,74.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,NO,MORE,CHURCHPOSITI,ECON/JOBS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COLUMBIA,30-44,30-39,,30-39,,,,0.245
STATE ONLY,41.0,74.0,3.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,41.0,74.0,4.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.268
STATE ONLY,41.0,74.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.243
STATE ONLY,41.0,74.0,6.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,GOVSUPPORT,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.268
STATE ONLY,41.0,74.0,7.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,ECON/JOBS,YES,DOLE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,,,,0.23800000000000002
STATE ONLY,41.0,74.0,8.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,OMITS,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.268
STATE ONLY,41.0,74.0,9.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.268
STATE ONLY,41.0,74.0,10.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,OMITS,,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.241
STATE ONLY,41.0,74.0,11.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MYPARTYPOSIT,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.23800000000000002
STATE ONLY,41.0,74.0,12.0,FIRST CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.249
STATE ONLY,41.0,74.0,13.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,CHURCHPOSITI,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.245
STATE ONLY,41.0,74.0,14.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.268
STATE ONLY,41.0,74.0,15.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,CHURCHPOSITI,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.268
STATE ONLY,41.0,74.0,16.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,41.0,74.0,17.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.23800000000000002
STATE ONLY,41.0,74.0,18.0,SECOND CALL,25-29,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MYPARTYPOSIT,ECON/JOBS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.227
STATE ONLY,41.0,74.0,19.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.268
STATE ONLY,41.0,74.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,NONE,,,0.23700000000000002
STATE ONLY,41.0,74.0,21.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.221
STATE ONLY,41.0,74.0,22.0,SECOND CALL,,BLACK,MALE,GORE,OMITS,OMITS,GORE,YES,OMITS,MYPARTYPOSIT,MEDICARE/RX,OMITS,OMITS,BETTER,OMITS,ELSE,HSGRAD,,LESS15K,,,STATE,COMPLETE,COLUMBIA,,,IND/OTHER,,,,,0.268
STATE ONLY,41.0,74.0,23.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.221
STATE ONLY,41.0,74.0,24.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.221
STATE ONLY,41.0,74.0,25.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.23800000000000002
STATE ONLY,41.0,74.0,26.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.275
STATE ONLY,41.0,74.0,27.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.268
STATE ONLY,41.0,74.0,28.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,OMITS,NO,CLINTON,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.23800000000000002
STATE ONLY,41.0,74.0,29.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,PEOPLEFREE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,41.0,74.0,30.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MORALISSUES,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.23800000000000002
STATE ONLY,41.0,74.0,31.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,PEOPLEFREE,HEALTHCARE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.23800000000000002
STATE ONLY,41.0,74.0,32.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.221
STATE ONLY,41.0,74.0,33.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,CHURCHPOSITI,MEDICARE/RX,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.275
STATE ONLY,41.0,74.0,34.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,ELSE,,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.268
STATE ONLY,41.0,74.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.268
STATE ONLY,41.0,74.0,36.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,NO,MORE,MORALISSUES,WORLDAFFAIRS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,COLUMBIA,45-59,40-49,,40-49,,,,0.245
STATE ONLY,41.0,74.0,37.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.221
STATE ONLY,41.0,74.0,38.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MONEYFOREDUC,WORLDAFFAIRS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.245
STATE ONLY,41.0,74.0,39.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,41.0,74.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,PEOPLEFREE,HEALTHCARE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.23800000000000002
STATE ONLY,41.0,74.0,41.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.249
STATE ONLY,41.0,74.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,MORALISSUES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.259
STATE ONLY,41.0,74.0,43.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,OMITS,GORE,NO,MORE,CHURCHPOSITI,ECON/JOBS,YES,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.275
STATE ONLY,41.0,74.0,44.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.249
STATE ONLY,41.0,74.0,45.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.249
STATE ONLY,41.0,74.0,46.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,41.0,74.0,47.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,PEOPLEFREE,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,LESS15K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.245
STATE ONLY,41.0,74.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,MORE,PEOPLEFREE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.259
STATE ONLY,41.0,74.0,49.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.245
STATE ONLY,41.0,74.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,NO,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.298
STATE ONLY,41.0,74.0,51.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,OMITS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.268
STATE ONLY,41.0,75.0,1.0,FIRST CALL,40-44,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,OTHER,SAME,APP/UNFAV,INDEPEND,COLGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.626
STATE ONLY,41.0,75.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.099
STATE ONLY,41.0,75.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,TAXES,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.099
STATE ONLY,41.0,75.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,WORLDAFFAIRS,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.373
STATE ONLY,41.0,75.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CHURCHPOSITI,TAXES,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,COLUMBIA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.937
STATE ONLY,41.0,75.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,COLUMBIA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.121
