VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,59.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.638
STATE ONLY,27.0,59.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.674
STATE ONLY,27.0,59.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,ELSE,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.096
STATE ONLY,27.0,59.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,CLINTON,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.617
STATE ONLY,27.0,59.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.096
STATE ONLY,27.0,59.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,WOULDNOTVOTE,OMITS,CLINTON,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.834
STATE ONLY,27.0,59.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,OTHER,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,NONE,,,1.528
STATE ONLY,27.0,59.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.617
STATE ONLY,27.0,60.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.346
STATE ONLY,27.0,60.0,2.0,FIRST CALL,50-59,WHITE,,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.295
STATE ONLY,27.0,60.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,TAXES,CLINTON,WORSE,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.716
STATE ONLY,27.0,60.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.581
STATE ONLY,27.0,60.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.722
STATE ONLY,27.0,60.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.193
STATE ONLY,27.0,60.0,7.0,FIRST CALL,60-64,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.3860000000000001
STATE ONLY,27.0,60.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,BUSH,HEALTHCARE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.062
STATE ONLY,27.0,60.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.581
STATE ONLY,27.0,60.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,ELSE,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.237
STATE ONLY,27.0,60.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.581
STATE ONLY,27.0,60.0,12.0,SECOND CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,PEROT,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.295
STATE ONLY,27.0,60.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,LIBERAL,65+,NOTAFFECT,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.524
STATE ONLY,27.0,60.0,14.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.581
STATE ONLY,27.0,60.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,NONE,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,NONE,,,1.193
STATE ONLY,27.0,60.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.581
STATE ONLY,27.0,60.0,17.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.346
STATE ONLY,27.0,60.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.237
STATE ONLY,27.0,60.0,19.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,OMITS,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.3
STATE ONLY,27.0,60.0,20.0,THIRD CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.722
STATE ONLY,27.0,60.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,EDUCATION,PEROT,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.348
STATE ONLY,27.0,60.0,22.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,OMITS,REHBERG,BUSH,EDUCATION,NOVOTE,WORSE,OMITS,DEMOCRAT,HSGRAD,NONE,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.555
STATE ONLY,27.0,60.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,PEROT,WORSE,DIS/UNFAV,ELSE,HSGRAD,ELSE,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.237
STATE ONLY,27.0,60.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.346
STATE ONLY,27.0,60.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,OMITS,PEROT,SAME,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.348
STATE ONLY,27.0,60.0,26.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,INDEPEND,,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.346
STATE ONLY,27.0,60.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,OMITS,OMITS,KEENAN,OMITS,EDUCATION,OMITS,WORSE,OMITS,,COLGRAD,,15-30K,,18-64,OMITS,STATE,COMPLETE,RURALWEST,45-59,40-49,,40-49,,,,1.193
STATE ONLY,27.0,60.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.237
STATE ONLY,27.0,60.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,MEDICARE/RX,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.614
STATE ONLY,27.0,60.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,OKEEFE,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,WORSE,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.2670000000000001
STATE ONLY,27.0,60.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,MEDICARE/RX,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.237
STATE ONLY,27.0,60.0,32.0,THIRD CALL,45-49,BLACK,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.857
STATE ONLY,27.0,60.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,MEDICARE/RX,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.2670000000000001
STATE ONLY,27.0,60.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,MARTZ,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.108
STATE ONLY,27.0,60.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.3
STATE ONLY,27.0,61.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.285
STATE ONLY,27.0,61.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BURNS,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.0150000000000001
STATE ONLY,27.0,61.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.4020000000000001
STATE ONLY,27.0,61.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.458
STATE ONLY,27.0,61.0,5.0,FIRST CALL,60-64,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.7910000000000001
STATE ONLY,27.0,61.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.4020000000000001
STATE ONLY,27.0,61.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,OMITS,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,RURALWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.4020000000000001
STATE ONLY,27.0,61.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.71
STATE ONLY,27.0,61.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.458
STATE ONLY,27.0,61.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.862
STATE ONLY,27.0,61.0,11.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,OTHER,,DISAPPR,UNFAVORABLE,OTHER,BUSH,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.637
STATE ONLY,27.0,61.0,12.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.458
STATE ONLY,27.0,61.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,PEROT,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.339
STATE ONLY,27.0,61.0,14.0,SECOND CALL,50-59,WHITE,MALE,BUSH,OTHER,OTHER,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,EDUCATION,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.7650000000000001
STATE ONLY,27.0,61.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,TAXES,OMITS,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,RURALWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.589
STATE ONLY,27.0,61.0,16.0,SECOND CALL,30-39,OTHER,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.497
STATE ONLY,27.0,61.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.458
STATE ONLY,27.0,61.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,BUCHANAN,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.295
STATE ONLY,27.0,61.0,19.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.458
STATE ONLY,27.0,61.0,20.0,SECOND CALL,75+,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,OMITS,WORSE,DIS/UNFAV,INDEPEND,NOHS,CATHOLIC,LESS15K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,RURALWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.862
STATE ONLY,27.0,61.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,RURALWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.458
