VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,96.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,OMITS,PEROT,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NO,YES,,,1.181
STATE ONLY,30.0,96.0,21.0,SECOND CALL,18-24,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,NO,REPUBLCN,NOHS,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,YES,NO,,,1.122
STATE ONLY,30.0,96.0,22.0,SECOND CALL,30-39,HISP,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,YES,,,1.033
STATE ONLY,30.0,96.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,0.9450000000000001
STATE ONLY,30.0,96.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,YES,,,1.104
STATE ONLY,30.0,96.0,25.0,THIRD CALL,25-29,WHITE,MALE,NADER,BROWN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,YES,YES,,,0.987
STATE ONLY,30.0,96.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,0.9450000000000001
STATE ONLY,30.0,96.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,OMITS,OMITS,,,0.991
STATE ONLY,30.0,96.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,BUSH,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,NO,,,1.053
STATE ONLY,30.0,96.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,BROWN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,DEMOCRAT,18-24,NONE,NO,YES,,,0.881
STATE ONLY,30.0,96.0,30.0,THIRD CALL,25-29,WHITE,MALE,GORE,HUMPHREY,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,OMITS,NO,,,1.166
STATE ONLY,30.0,96.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,YES,,,1.104
STATE ONLY,30.0,96.0,32.0,THIRD CALL,50-59,WHITE,MALE,NADER,BROWN,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,OTHER,SAME,DIS/UNFAV,YES,DEMOCRAT,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,OTHER,YES,YES,,,0.924
STATE ONLY,30.0,96.0,33.0,THIRD CALL,25-29,WHITE,MALE,NADER,BROWN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,YES,YES,,,0.987
STATE ONLY,30.0,96.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,YES,,,1.104
STATE ONLY,30.0,96.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,SHAHEEN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,OMITS,PEROT,SAME,APP/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,YES,NO,,,0.874
STATE ONLY,30.0,96.0,36.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,YES,NO,,,1.104
STATE ONLY,30.0,96.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,1.047
STATE ONLY,30.0,99.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,,YES,YES,,,1.482
STATE ONLY,30.0,99.0,2.0,FIRST CALL,25-29,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,IND/OTHER,25-29,NONE,YES,NO,,,1.238
STATE ONLY,30.0,99.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,PEROT,SAME,APP/UNFAV,NO,ELSE,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,IND/OTHER,40-49,OTHER,NO,NO,,,1.031
STATE ONLY,30.0,99.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,POSTGRAD,JEWISH,50-75K,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,65+,JEWISH,NO,NO,,,1.324
STATE ONLY,30.0,99.0,5.0,FIRST CALL,30-39,OTHER,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,OTHER,OMITS,NO,,,1.157
STATE ONLY,30.0,99.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,OMITS,YES,,,1.166
STATE ONLY,30.0,99.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,DOLE,SAME,APP/UNFAV,YES,INDEPEND,COLGRAD,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,JEWISH,YES,NO,,,0.978
STATE ONLY,30.0,99.0,8.0,FIRST CALL,18-24,WHITE,MALE,GORE,HUMPHREY,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,REPUBLICAN,18-24,NONE,NO,NO,,,1.222
STATE ONLY,30.0,99.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SHAHEEN,DISAPPR,OMITS,BUSH,SOCIALSECUR,OTHER,SAME,OMITS,YES,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,OMITS,OMITS,,,0.992
STATE ONLY,30.0,99.0,10.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,DISAPPR,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,BETTER,DIS/FAV,NO,ELSE,NOHS,,,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,,NO,YES,,,1.157
STATE ONLY,30.0,99.0,11.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,YES,YES,,,1.482
STATE ONLY,30.0,99.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BROWN,APPROVE,UNFAVORABLE,BUSH,EDUCATION,DOLE,SAME,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,YES,YES,,,1.281
STATE ONLY,30.0,99.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NO,NO,,,0.978
STATE ONLY,30.0,99.0,14.0,SECOND CALL,,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,YES,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,,STATE,COMPLETE,INDUSTRIAL,,,IND/OTHER,,PROT/CHRIST,YES,YES,,,1.099
STATE ONLY,30.0,99.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,NO,,,0.978
STATE ONLY,30.0,99.0,16.0,SECOND CALL,25-29,WHITE,MALE,BUSH,HUMPHREY,APPROVE,FAVORABLE,BUSH,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,NO,,,1.175
STATE ONLY,30.0,99.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,YES,,,1.031
STATE ONLY,30.0,99.0,18.0,SECOND CALL,25-29,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,YES,NO,,,1.222
STATE ONLY,30.0,99.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,OTHER,YES,NO,,,1.031
STATE ONLY,30.0,99.0,20.0,SECOND CALL,60-64,WHITE,MALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,NONE,75-100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,REPUBLICAN,50-64,NONE,YES,NO,,,1.424
STATE ONLY,30.0,99.0,21.0,SECOND CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,OMITS,BETTER,APP/FAV,NO,ELSE,POSTGRAD,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,OTHER,NO,NO,,,1.157
STATE ONLY,30.0,99.0,22.0,SECOND CALL,30-39,BLACK,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,OTHER,OMITS,NO,,,1.083
STATE ONLY,30.0,99.0,23.0,THIRD CALL,40-44,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,REPUBLICAN,40-49,NONE,YES,NO,,,1.157
STATE ONLY,30.0,99.0,24.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,CATHOLIC,YES,NO,,,1.324
STATE ONLY,30.0,99.0,25.0,THIRD CALL,65-74,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,YES,NO,,,1.482
STATE ONLY,30.0,99.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,NO,,,1.031
STATE ONLY,30.0,99.0,27.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,NO,,,1.031
STATE ONLY,30.0,99.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,OMITS,CLINTON,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,1.031
STATE ONLY,30.0,99.0,29.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,APPROVE,FAVORABLE,BUSH,TAXES,PEROT,BETTER,APP/FAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,1.099
STATE ONLY,30.0,99.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,1.031
STATE ONLY,30.0,99.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,SAME,OMITS,NO,,POSTGRAD,,,,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,,40-49,,NO,YES,,,1.157
STATE ONLY,30.0,99.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,OMITS,UNFAVORABLE,GORE,OMITS,OMITS,SAME,OMITS,NO,DEMOCRAT,COLGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,DEMOCRAT,40-49,NONE,NO,NO,,,1.026
STATE ONLY,30.0,99.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,OTHER,NO,YES,,,1.157
STATE ONLY,30.0,99.0,34.0,THIRD CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,JEWISH,75-100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,JEWISH,NO,NO,,,1.157
STATE ONLY,30.0,99.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,OMITS,OMITS,OMITS,EDUCATION,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,INDUSTRIAL,45-59,50-59,,50-64,,YES,YES,,,1.031
STATE ONLY,30.0,99.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,,APPROVE,FAVORABLE,WOULDNOTVOTE,EDUCATION,PEROT,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,NONE,NO,NO,,,0.912
STATE ONLY,30.0,99.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,TAXES,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,INDUSTRIAL,45-59,50-59,,50-64,,YES,NO,,,1.099
STATE ONLY,30.0,99.0,38.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,PEROT,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,NO,YES,,,1.185
STATE ONLY,30.0,99.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,NO,NO,,,1.104
STATE ONLY,30.0,108.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,TAXES,PEROT,BETTER,APP/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,NO,,,0.977
STATE ONLY,30.0,108.0,2.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,NO,,,1.322
STATE ONLY,30.0,108.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,YES,YES,,,1.322
STATE ONLY,30.0,108.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,YES,,,1.016
STATE ONLY,30.0,108.0,5.0,FIRST CALL,30-39,BLACK,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,OTHER,NO,NO,,,0.963
STATE ONLY,30.0,108.0,6.0,FIRST CALL,75+,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,65+,CATHOLIC,NO,YES,,,1.322
STATE ONLY,30.0,108.0,7.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,NONE,NO,YES,,,1.322
STATE ONLY,30.0,108.0,8.0,FIRST CALL,50-59,WHITE,MALE,,SHAHEEN,APPROVE,FAVORABLE,OMITS,OMITS,CLINTON,BETTER,APP/FAV,,,POSTGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,,50-64,PROT/CHRIST,OMITS,YES,,,1.0070000000000001
STATE ONLY,30.0,108.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,OTHER,NO,NO,,,0.919
STATE ONLY,30.0,108.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,0.991
STATE ONLY,30.0,108.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,NONE,NO,NO,,,1.03
STATE ONLY,30.0,108.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,NO,,,0.977
