ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
914109.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,1.04342567920685,Cam Cavasso,Duke Aiona,Male,,65 or over,Independent,Conservative,"$30,000-$49,999",High school graduate,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Strongly disapprove,Somewhat support,No,McCain,,,65+,60+,45+,60+,65+,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,,The economy,Not worried,Disapprove,Independent/Something else,Independent Men,,Independents/Something else,,Support,,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
912995.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,1.04037165641785,Cam Cavasso,Duke Aiona,Male,White,60-64,Independent,Moderate,,College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,No,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
910768.0,Hawaii,53.0,Call 2,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,White,40-44,Something else,Conservative,"$75,000-$99,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,Other,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
893106.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,0.988310217857361,Cam Cavasso,Duke Aiona,Male,Asian,45-49,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Asian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
894205.0,Hawaii,44.0,Call 1,Complete,Election day exit poll,0.89615935087204,Cam Cavasso,Duke Aiona,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Neutral,No,Other,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
919573.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,White,50-59,Independent,Conservative,"Under $30,000",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,Other,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Yes,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
894485.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.91172069311142,Cam Cavasso,Duke Aiona,Female,Other,50-59,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Strongly support,No,McCain,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Native Hawaiian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
914042.0,Hawaii,8.0,Call 2,Complete,Election day exit poll,1.14169859886169,Cam Cavasso,Duke Aiona,Female,Asian,60-64,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Government should do more to solve problems,Omit,The economy,Somewhat worried,Strongly disapprove,Neutral,No,McCain,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,Asian,Neutral,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
891970.0,Hawaii,53.0,Call 1,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,White,40-44,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,Yes,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919540.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,Other,40-44,Republican,Conservative,"$200,000 or more",Some college/assoc. degree,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Very worried,Strongly disapprove,Strongly support,No,Other,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Other,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
893047.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,1.23760747909546,Cam Cavasso,Duke Aiona,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919517.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.589212536811829,Cam Cavasso,Duke Aiona,Male,Black,50-59,Something else,Conservative,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,McCain,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Black,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
912888.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,0.939704775810242,Cam Cavasso,Duke Aiona,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,Somewhat support,No,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
919504.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,Asian,50-59,,,"$50,000-$74,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,,,,,Asian,Support,No,,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
915089.0,Hawaii,44.0,Call 2,Complete,Election day exit poll,1.15665686130524,Cam Cavasso,Duke Aiona,Male,White,65 or over,Independent,Moderate,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,No,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
896333.0,Hawaii,8.0,Call 1,Complete,Election day exit poll,1.14169859886169,Cam Cavasso,Duke Aiona,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Not too worried,Strongly disapprove,Somewhat support,No,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
912852.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,0.686292767524719,Cam Cavasso,Duke Aiona,Male,Hispanic,18-24,Republican,Moderate,"$30,000-$49,999",High school graduate,Yes,Government should do more to solve problems,Repeal it,The economy,Somewhat worried,Strongly disapprove,Strongly oppose,No,Didn't vote,Non black male,Latino men,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Moderate/Liberal Republicans,,Oppose,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
894095.0,Hawaii,10.0,Call 1,Complete,Election day exit poll,0.955366492271423,Cam Cavasso,Duke Aiona,Male,Hispanic,45-49,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,Yes,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat disapprove,Neutral,Yes,Didn't vote,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Moderate/Liberal Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
915049.0,Hawaii,44.0,Call 2,Complete,Election day exit poll,0.89615935087204,Cam Cavasso,Duke Aiona,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Repeal it,Illegal immigration,Not too worried,Somewhat approve,Neutral,No,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Not worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
