id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
546156,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete, ,No,Call 3,27, , ,Not too worried,Not worried, , , , ,Omit,4, , , , , , , , , , , , , , ,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64, , , , ,Energized the Republican Party, , , ,92, ,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump, , ,Version 2, , , ,Help the U.S. economy,1.10838866233826, ,All others
546157,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 3,27,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, , , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Omit,Moderate/Liberal,Moderate,Moderate,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs, , New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Omit,.83841747045517,No,All others
546158,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,15,Excited,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican, ,Divided the Republican Party,Conservative,Conservative,Very conservative,4,Can bring needed change,White,White,State questionnaire,White,White,White,East, , ,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Omit,Omit,Version 2, , , ,Help the U.S. economy,1.71298563480377,Yes,All others
546159,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,27,Optimistic,Excited or optimistic,Omit,Omit,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,160,Omit,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Omit,.796193361282349,No,White Born-again/Evangelical Christians
546160,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,1.2300500869751,No, 
546161,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,1.2300500869751,No, 
546162,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,91,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.75578248500824,No, 
546163,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete, , ,Call 3,15,Scared,Concerned or scared,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,1, , , , , , , , , , , ,Omit,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Omit,Moderate/Liberal,Liberal,Liberal,4,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Omit,4.44763088226318,No,All others
546164,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.739878118038177,No, 
546165,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,John Kasich, ,Call 3,27, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,5,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Oppose,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women, ,Conservative,Conservative,Somewhat conservative,160,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Not vote for him, ,.927233994007111,No, 
546166,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,.658530712127686,Yes, 
546167,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,15, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women, ,Moderate/Liberal,Liberal,Liberal,4,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,2.04172849655151,Yes, 
546168,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit, , ,No,No,Oppose,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Definitely vote for him,Not vote for him,Not vote for him, ,.669700384140015,Yes, 
546169,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete, ,No,Call 3,15,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,For your candidate,1, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,4,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Omit,4.44763088226318,No,All others
546170,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,John Kasich, ,Call 3,27, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration, , ,No,No,Support,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,91,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.752427577972412,No, 
546171,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29, ,Complete,John Kasich, ,Call 3,15, , , , ,High school or less,No college degree,High school graduate or less,Non white no college degree, ,1,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs, , ,Yes,Yes,Support,John Kasich, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Liberal,Liberal,4,Tells it like it is,Other, ,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,2.01115608215332,No, 
