id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
114788,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , , ,No,Call 3,2,I dislike the other candidates,Chris Christie,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Chris Christie, , , , , ,Chris Christie, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,113,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.01351356506348,No,All others
114791,30-44,30-59,30-39,18-44,1,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete, , , , ,No,Call 3,1, , , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Immigration, ,Worse than life today, , ,Marco Rubio,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Liberal,Liberal,64, ,Can win in November,Black,Black,State questionnaire,Black,Non-white,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,Black men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 2,.307885229587555,No,All others
114792,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,Yes,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, ,Worse than life today, , ,Jeb Bush,Be from outside the political establishment,45+,18-64, , , , ,Conservative,Conservative,Somewhat conservative,113, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.0337780714035,No,White Born-again/Evangelical Christians
114793,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , , ,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, ,About the same, , ,Jeb Bush,Be from outside the political establishment,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,71, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.768928289413452,No,All others
114794,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Not complete, ,A minor factor,A factor,Not important, ,Call 3,2, , , , , , , , ,3, , , , , , , , , , , , , , , , , , ,John Kasich, ,18-44,18-64, , , , , , , ,41,No, ,White,White,State questionnaire,White,White,East, , , , ,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.751991271972656, , 
114795,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,Worse than life today, , ,Ted Cruz,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,26, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Satisfied,Satisfied,Satisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,1.25821995735168,No,All others
114797,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , , ,Yes,Call 3,2,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Donald Trump, , , , , ,Ben Carson, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,2.33798575401306,No,White Born-again/Evangelical Christians
114798,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,No,Call 3,1,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,.64190661907196,No,All others
114799,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Omit,Omit,Omit,No,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,No,Oppose,Other, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,113,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Non married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.04574251174927,No,All others
114801,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,No,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,My candidate's positions on the issues, ,Yes,Oppose,John Kasich, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,71,No,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.555854856967926,No,All others
114802,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,Yes,Call 3,1,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,No, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Ted Cruz, , , , , ,Ted Cruz, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,26,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not too or not at all worried, , , , ,Not Donald Trump,Version 3,2.2770824432373,Yes,White Born-again/Evangelical Christians
114803,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , ,No,Call 3,2,I like my candidate but with reservations,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Getting ahead financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",John Kasich, , , , , ,John Kasich, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.529980599880219,No,All others
114804,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,No,Call 3,1,I like my candidate but with reservations,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Jeb Bush, , , , , ,Marco Rubio, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,64,No, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.459663033485413,No,All others
114805,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,My candidate's leadership/personal qualities, ,Yes,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,113,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.811871349811554,No,White Born-again/Evangelical Christians
114807,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , ,No,Call 3,2,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.07623279094696,No,All others
114808,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,The most important factor,A factor,Important,Yes,Call 3,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Immigration,My candidate's leadership/personal qualities, ,Yes,Support,Ted Cruz, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,26,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.21057367324829,Yes,White Born-again/Evangelical Christians
114809,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,Worse than life today, , ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,71, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 2,.622269570827484,No,All others
114810,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,All others,All others,Complete, , , , ,No,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white", ,Economy/Jobs, ,About the same, , ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,41, ,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Female,All other races, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 2,.567991495132446,No,All others
