id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,immwall,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,latino,latinos,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,txrprs16,unfairre,version,weight,whnclinc,whtevang
415387,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,7,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,58,Tells it like it is,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,.737565875053406, ,All others
415407,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 2,31, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,114,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.738039433956146,No,White Born-again/Evangelical Christians
415408,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,65,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,1.85352802276611,No,White Born-again/Evangelical Christians
415409,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.507015109062195, ,White Born-again/Evangelical Christians
415412,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,32,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,Marco Rubio,Version 2,.13541267812252, ,White Born-again/Evangelical Christians
415428,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,7,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , ,Support, , , , , , , ,Ted Cruz,Government spending,No,No, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,58,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Omit,Version 2,.913046181201935, ,White Born-again/Evangelical Christians
415450,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,26,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,37,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ben Carson,Donald Trump,Version 2,.485621392726898, ,All others
415454,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,Call 3,32,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , ,Oppose, , , , , , , ,Marco Rubio,Economy/Jobs,Yes,Yes, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,28,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South, , , , ,Female,Latino women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.133786723017693, ,All others
415465,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,2,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Support, , , , , , , ,John Kasich,Economy/Jobs,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,65,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,1.77713012695313, ,White Born-again/Evangelical Christians
415468,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Immigration,No,No,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,58,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,.593591749668121,No,All others
415495,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 3,32,Marco Rubio,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2, , , ,Oppose, , , , , , , ,Marco Rubio,Immigration,Yes,Yes, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,28,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South, , , , ,Female,Latino women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Marco Rubio,Version 2,.145527109503746, ,All others
415505,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,2,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Oppose, , , , , , , ,Ted Cruz,Economy/Jobs,No,No, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,55,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.336466073989868, ,White Born-again/Evangelical Christians
415514,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Yes,Call 3,7,Marco Rubio,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3, , , ,Oppose, , , , , , , ,Marco Rubio,Economy/Jobs,Yes,Yes, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,58,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South, , , , ,Female,Latino women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.608106553554535, ,All others
415549,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,31, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,No,No,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,114,Can win in November,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz, ,Version 1,.626053810119629,No,White Born-again/Evangelical Christians
415551,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,26, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz, ,Version 1,.492868959903717,No,White Born-again/Evangelical Christians
415552,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,7,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Support, , , , , , , ,Marco Rubio,Terrorism,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,58,Can win in November,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Omit,Version 2,.608106553554535, ,All others
415577,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Complete,No,Call 3,2,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3, , , ,Support, , , , , , , ,Donald Trump,Terrorism,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,South, , , , ,Female,All other races,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,John Kasich,Version 2,.407135009765625, ,All others
415587,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,7,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3, , , ,Oppose, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,58,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.913046181201935, ,White Born-again/Evangelical Christians
415588,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 2,31,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,114,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Ted Cruz,Version 2,.867209374904633, ,White Born-again/Evangelical Christians
