id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,tnrprs16,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
416774,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 3,8,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,93,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Tennessee,Election day exit poll, , , , ,Donald Trump,Donald Trump,Marco Rubio,Version 2,No,1.1557445526123, ,White Born-again/Evangelical Christians
416780,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 3,5,Marco Rubio,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,26,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.307206243276596, ,All others
416789,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,111,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.750775992870331,No,White Born-again/Evangelical Christians
416790,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,1,Marco Rubio,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.552161037921906, ,White Born-again/Evangelical Christians
416792,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,6, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,65,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,1.28070318698883,No,White Born-again/Evangelical Christians
416802,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete, ,Yes,Call 3,8, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Government spending,Support, ,45+,18-64,Independent/Something else,All Other,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,38,Shares my values,Other,Other,State questionnaire,Other,Non-white,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,All other races, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Marco Rubio,Not Donald Trump, ,Version 1, ,.936183989048004,No,All others
416803,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 3,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,98,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Omit,Omit,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Just today,Last few days,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.76579213142395,No,All others
416805,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 3,8,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,93,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Donald Trump,Version 2,Yes,.869711220264435, ,White Born-again/Evangelical Christians
416810,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,5, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,26,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.356530129909515,No,All others
416819,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,1,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,110,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.582382798194885, ,All others
416822,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,8, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,111,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.626531839370728,Yes,All others
416830,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 3,5,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,26,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ted Cruz,Not Donald Trump,Donald Trump,Version 2,No,.440286457538605, ,White Born-again/Evangelical Christians
416837,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,65,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Marco Rubio,Not Donald Trump, ,Version 1, ,1.75633263587952,No,All others
416843,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 3,1,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,John Kasich,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.552161037921906, ,White Born-again/Evangelical Christians
416846,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 3,6,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,98,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,Tennessee,Election day exit poll, , , , ,Donald Trump,Donald Trump,Ted Cruz,Version 2,No,.869573175907135, ,White Born-again/Evangelical Christians
416850,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 3,8, , , , , , , ,4, , ,Offered a chance to apply for legal status, , , , , , , , , , , ,45+,65+, , , , , , , ,111, ,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied, ,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Marco Rubio,Not Donald Trump, ,Version 1, ,.376062363386154, , 
416858,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 3,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,93,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,1.09880256652832,No,White Born-again/Evangelical Christians
416863,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Government spending,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,38,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.714591801166534,No,White Born-again/Evangelical Christians
416867,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,No,Call 3,1,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , , , , , , , , , ,Marco Rubio,Omit, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,110,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.493565231561661, ,All others
