id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,describs,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mirprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,weight,whnclinc,whtevang
445584,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Yes,Call 3,2, ,I like my candidate but with reservations,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Democrat,Latino Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest, , , , ,Male,Latino men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.744883358478546, ,All others
445595,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,6,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1,.432569056749344,No,All others
445601,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,10,Yes, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Support, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.794637620449066,No,White Born-again/Evangelical Christians
445609,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,6,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,1,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1,.432569056749344,No,White Born-again/Evangelical Christians
445610,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,8,No, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,53,Can win in November,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.506652355194092,No,All others
445618,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,2, ,I dislike the other candidates,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.785884559154511, ,All others
445619,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,2, ,I dislike the other candidates,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ted Cruz, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,115,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.785884559154511, ,All others
445620,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,10, ,I like my candidate but with reservations,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Liberal,Liberal,69,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.696969509124756, ,White Born-again/Evangelical Christians
445626,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 3,6, ,I dislike the other candidates,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Marco Rubio, ,Have experience in politics,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.636553347110748, ,All others
445631,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 3,8, ,I strongly favor my candidate,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending,Donald Trump, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,53,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,.522968173027039, ,All others
445639,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,10, ,I strongly favor my candidate,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Ted Cruz,Would not have voted, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.696969509124756, ,All others
445640,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 3,6, ,I like my candidate but with reservations,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Would not have voted,Marco Rubio, , , , , , , , , , ,Economy/Jobs,Marco Rubio, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Not much,Not much or not at all,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,.643471777439117, ,White Born-again/Evangelical Christians
445649,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,8,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,53,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Donald Trump, ,Version 1,.506652355194092,No,All others
445650,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,6,Yes, , , , , , , ,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Government spending,John Kasich,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,1,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.442940413951874, ,White Born-again/Evangelical Christians
445655,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,10,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,John Kasich,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,69,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump, ,Version 1,.794637620449066,No,All others
445658,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Omit,No,Call 3,6, ,I dislike the other candidates,Very worried,Worried, , , , ,4, , , , , , , , , , , , , ,John Kasich, ,Be from outside the political establishment,18-44,18-64, , , , , , , ,1, ,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , , , ,Not Donald Trump, ,Version 2,.388499051332474, ,All others
445664,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,8,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,53,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1,.506652355194092,No,All others
445670,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,No,Call 3,6, ,I like my candidate but with reservations,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Ted Cruz,Marco Rubio, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,1,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Omit,Version 2,.388499051332474, ,All others
445676,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 3,8,No, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,Donald Trump,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,53,Can win in November,White,White,State questionnaire,White,White,Midwest,No,Satisfied,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Donald Trump, ,Version 1,.630279421806335,Yes,White Born-again/Evangelical Christians
445685,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 3,8, ,I strongly favor my candidate,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs,Donald Trump, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,53,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,.530828952789307, ,White Born-again/Evangelical Christians
