id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
122896,Complete,A minor factor,A factor,Not important,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,60,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.965336501598358,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122897,Complete,Omit,Omit,Omit,Yes,Call 3,3,High school or less,No college degree,High school graduate or less,Non white no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,John Kasich,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,10,Shares my values,Black,Black,State questionnaire,Black,Non-white,Black,West,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.24883353710175,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
122898,Complete,A minor factor,A factor,Not important,No,Call 3,1,High school or less,No college degree,High school graduate or less,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,61,Tells it like it is,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.3986896276474,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
122899,Complete,One of several important factors,A factor,Important,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,54,Tells it like it is,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.664364039897919,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122900,Complete,The most important factor,A factor,Important,Yes,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,41,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.77167010307312,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122901,Complete,A minor factor,A factor,Not important,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,John Kasich,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,59,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,1.04776501655579,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
122902,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,66,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.03767132759094,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
122903,Complete,One of several important factors,A factor,Important,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,60,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.08265841007233,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
122904,Complete,One of several important factors,A factor,Important,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,61,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.3210244178772,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
122905,Complete,One of several important factors,A factor,Important,No,Call 3,3,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,66,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,.7172611951828,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122906,Complete,One of several important factors,A factor,Important,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,41,Can win in November,Other,Other,State questionnaire,Other,Non-white,Other,West,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.2207897901535,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
122907,Complete,The most important factor,A factor,Important,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,54,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.773399353027344,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
122908,Complete,One of several important factors,A factor,Important,No,Call 3,3,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Very conservative,60,Tells it like it is,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,.990067303180695,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
122909,Complete,The most important factor,A factor,Important,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,59,Can win in November,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.832913756370544,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122910,Complete,One of several important factors,A factor,Important,No,Call 3,1,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,61,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,1.27907085418701,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122911,Complete,One of several important factors,A factor,Important,No,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,66,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.660512208938599,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
