id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
498612,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,13, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,135, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,.71032452583313, , 
498631,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,7, ,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,1, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Omit, ,Donald Trump,Omit,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,90, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.903393805027008, , 
498632,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,14, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Immigration, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,143, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.54387235641479, , 
498646,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete, ,No,Call 2,13,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Government spending,Oppose,Donald Trump, ,45+,18-64, , , , ,Moderate/Liberal,Moderate,Moderate,135,No,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,Midwest,No,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Omit,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.738775432109833,No,All others
498655,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 2,1, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.853805363178253, , 
498657,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,14, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,143, ,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.37299823760986, , 
498669,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 2,7, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Probably vote for him,Definitely vote for him,.871531546115875, , 
498676,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes, ,Call 2,10, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,119, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Omit, ,Donald Trump,Omit,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,.589427769184113, , 
498677,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 2,14, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,143, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Omit,Version 2,Not vote for him,Not vote for him,Definitely vote for him,1.42799162864685, , 
498680,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,12, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,85, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,.905786633491516, , 
498681,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,10,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,114,Yes,Can win in November,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.695425629615784,No,All others
498686,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,8, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,16, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Donald Trump,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.691303253173828, , 
498697,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,3, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,57, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,1.28605115413666, , 
498698,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 2,12, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,128, ,Tells it like it is,White,White,State questionnaire,White,White,Midwest, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.862127900123596, , 
498700,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 2,7, ,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Economy/Jobs, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,28, ,Can win in November,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Rural,Small Cities/Rural,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,.85186779499054, , 
498702,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,7, ,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,90, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Probably vote for him,.871531546115875, , 
498708,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 2,10, ,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,119, ,Can bring needed change,White,White,State questionnaire,White,White,Midwest, ,Female,White women,Suburbs,Suburbs,Ohio,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.614783644676209, , 
498709,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,14,No, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,143,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,1.48441636562347,No,White Born-again/Evangelical Christians
498712,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 2,13, ,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,Donald Trump,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,135, ,Shares my values,White,White,State questionnaire,White,White,Midwest, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Election day exit poll, , , , , ,Creates more U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.683324038982391, , 
