id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
495118,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,15, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,49,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.544168174266815, , 
495208,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, ,Call 1,15, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Very conservative,49,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.544168174266815, , 
495408,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Omit, ,Call 1,15, ,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,About right,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,49,Can win in November,Other,Other,State questionnaire,Other,Non-white, ,South,Protestant/Other Non-Catholic Christian,Protestant, , ,Male,All other races,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,.544168174266815, , 
495522,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,8, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,About right,Immigration, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,9,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.510120093822479, , 
495558,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,18, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,101,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.541152000427246, , 
495590,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,8, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Too strong,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,9,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Mormon,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.512990117073059, , 
495621,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,8, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,9,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Probably vote for him,.509480357170105, , 
495711,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,18, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,About right,Immigration, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,101,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,John Kasich,Version 2,Probably vote for him,Definitely vote for him,Definitely vote for him,.544196546077728, , 
495796,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,18, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,About right,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,101,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Not vote for him,Definitely vote for him,.537449598312378, , 
495843,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,About right,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,96,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.33625602722168, , 
495880,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.33458006381989, , 
495893,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 1,18, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,101,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Omit,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.544196546077728, , 
495928,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes, ,Call 1,20, ,No,College graduate,College graduate,More than High school graduate,Non white college degree,Donald Trump,5, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,Black Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,12,Tells it like it is,Black,Black,State questionnaire,Black,Non-white, ,South,Protestant/Other Non-Catholic Christian,Protestant, , ,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Probably vote for him,Definitely vote for him,.561138689517975, , 
496047,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 1,1, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.884661614894867, , 
496070,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,1, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.879712283611298, , 
496098,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,1, ,No,College graduate,College graduate,More than High school graduate,White college degree,Donald Trump,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,115,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Ted Cruz,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.890755951404572, , 
496102,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 1,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Donald Trump,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,52,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Marco Rubio,Version 2,Not vote for him,Not vote for him,Definitely vote for him,.651184141635895, , 
496246,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,15, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Donald Trump,4, ,Donald Trump, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,96,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Definitely vote for him,1.33458006381989, , 
