id,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,scotusre,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,vtrprs16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
415078,Complete,Yes,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,Shares my values,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump,Version 1,No,Donald Trump,1.31516110897064,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
415081,Complete,No,Call 3,1,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.648692846298218,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415099,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,Yes,John Kasich,.648692846298218,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415100,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Omit,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,37,Can bring needed change,White,White,State questionnaire,White,White,East,Omit,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Ted Cruz,Version 1,No,Other,1.00805044174194,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
415111,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,11,Tells it like it is,White,White,State questionnaire,White,White,East,Ted Cruz,Female,White women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ted Cruz,.403657227754593,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
415131,Complete,No,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Ted Cruz,Version 1,No,John Kasich,.518362164497375,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
415144,Complete,Yes,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio,Version 1,Yes,John Kasich,.675346910953522,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
415152,Complete,No,Call 3,1,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,Marco Rubio,.524480521678925,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
415166,Complete,No,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,11,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,East,Donald Trump,Female,All other races,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump,Version 1,No,Donald Trump,.661688923835754,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
415174,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,East,Donald Trump,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Marco Rubio,Version 1,No,Donald Trump,1.03546118736267,Yes,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415184,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,40,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,No,Donald Trump,1.14553225040436,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415185,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,40,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Omit,Version 1,No,Donald Trump,1.14553225040436,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415197,Complete,Yes,Call 3,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Tells it like it is,White,White,State questionnaire,White,White,East,John Kasich,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Donald Trump,Version 1,No,John Kasich,.794541716575623,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415198,Complete,No,Call 3,1,Very worried,Worried, , , , ,2,Omit,Omit, , , , , , , ,Government spending,Have experience in politics, , , , , , , ,37,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Marco Rubio,.855123341083527, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
415201,Complete,No,Call 3,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,11,Tells it like it is,White,White,State questionnaire,White,White,East,Donald Trump,Male,White men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Ted Cruz,Version 1,No,Donald Trump,.431688457727432,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
415211,Complete,No,Call 3,1,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Omit,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,73,Can bring needed change,White,White,State questionnaire,White,White,East,Marco Rubio,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Donald Trump,Version 1,No,Ben Carson,1.281329870224,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
415218,Not complete, ,Call 3,1,Not too worried,Not worried, , , , ,2, , , , , , , , , , ,Have experience in politics, , , , , , , ,68, ,White,White,State questionnaire,White,White,East, ,Female,White women,Suburbs,Suburbs, Vermont,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,John Kasich,.634908199310303, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
415238,Complete,Yes,Call 3,1,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,73,Can win in November,White,White,State questionnaire,White,White,East,Ted Cruz,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio,Version 1,No,Ben Carson,.320332467556,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
