ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BETRAYEDDEM,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,GOVTANGR16,GOVTANGR16B,GUNOWNER12,GUNPLCY16CLIN,GUNPLCY16SAND,GUNPLCYDEM16,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCINEQDEM16,INCINEQDEMCLIN,INCINEQDEMSANDERS,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,ISSVQUAL,LIFE,MARRIED,NHDPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,REGNHDEM,SANDERSLIB,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SINGLEPAYER,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
114777.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,One of several important factors,A factor,Important,Call 3,1.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,26.0,,Cares about people like me,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,In the last few days,Last few days,In the last month,This month,,,,Version 1,1.32097494602203,No
114781.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 3,2.0,,,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,72.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Satisifed,Satisifed,Female,White women,,Oppose,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Not increase for anyone,Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.643388569355011,No
114787.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,One of several important factors,A factor,Important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,72.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,,,,Version 1,0.608822524547577,Yes
114790.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 3,2.0,,,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Sanders or neither of them,Only Clinton or neither of them,Neither of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,72.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Not increase for anyone,Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 3,0.750922024250031,No
114796.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,,,Call 3,2.0,Too liberal,No,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,,Better than life today,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,72.0,,Can win in November,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.898789048194885,No
114800.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,A minor factor,A factor,Not important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Change to less liberal policies,Be from outside the political establishment,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,72.0,,Can win in November,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,In the last few days,Last few days,In the last month,This month,,,,Version 1,0.690378308296204,No
114806.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 3,2.0,About right,No,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,Getting ahead financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,About the same,Yes,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,72.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Not registered,About right,,,Male,White men,Married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.795379400253296,No
114811.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,A minor factor,A factor,Not important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,,,,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,72.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.771195530891418,No
114815.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,One of several important factors,A factor,Important,Call 3,2.0,,,Neither of them,Only Sanders or neither of them,Only Clinton or neither of them,,,,College graduate,College graduate,More than High school graduate,White college degree,2.0,,,,,,,,Neither of them,Only Sanders or neither of them,Only Clinton or neither of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,72.0,,Cares about people like me,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,Just today,Last few days,In the last month,This month,,,,Version 1,0.680092632770538,No
114821.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,2.0,,,,,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,72.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Female,White women,,Omit,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.664249062538147,No
114826.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,,,Call 3,2.0,About right,No,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,About the same,No,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,72.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Too liberal,,,Male,White men,Non married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.795379400253296,No
114832.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,,,Call 3,2.0,About right,No,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,Worse than life today,Yes,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,72.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Not registered,About right,,,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.713423848152161,No
114838.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 3,2.0,,,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Yes,Only Sanders or neither of them,Only Clinton or neither of them,Neither of them,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,72.0,No,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.750922024250031,No
114845.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,One of several important factors,A factor,Important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,,,,,,,,,,,,,,Omit,My candidate's positions on the issues,,,Bernie Sanders,Omit,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,,,,72.0,,Honest and trustworthy,Other,Other,State questionnaire,Other,Non-white,East,,,,,Female,All other races,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,0.680092632770538,No
114850.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,,,,Call 3,2.0,About right,No,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,Worse than life today,Yes,Bernie Sanders,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,72.0,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,East,Registered as Democrat,About right,,,Male,Black men,Married men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.619232416152954,No
114852.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,A minor factor,A factor,Not important,Call 3,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,72.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,,,,Version 1,0.680092632770538,No
