id,backside,betrayed,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,hrctrump,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,nerprs16,novtrump,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
630408,Complete,No,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Is united now,Conservative,Conservative,Somewhat conservative,11,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,3.897136926651,Yes,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
630409,Complete,No,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Is united now,Conservative,Conservative,Somewhat conservative,11,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,3.897136926651,Yes,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
630413,Complete,Yes,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.842671871185303,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630414,Complete,Yes,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Somewhat conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.842671871185303,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630415,Complete,Yes,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.868151068687439,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630416,Complete,Yes,No,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Donald Trump,Excited,Excited or optimistic,Version 1,.868151068687439,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
630417,Complete,Yes,Yes,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Very likely,Democrat,White Democrat,Democrat,Democratic Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,56,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.990797519683838,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
630418,Complete,No,No,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,85,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.868151068687439,Yes,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
630419,Complete,No,No,Call 3,3,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Independent/Something else,White Independent,Independent,Independent Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,9,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.730713188648224,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630420,Complete,No,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump, , , , , , , ,Terrorism,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,56,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.961718797683716, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630421,Complete,No,No,Call 3,1,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Not too likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.868151068687439,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630422,Complete,No,No,Call 3,3,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,9,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.730713188648224,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
630423,Complete,Yes,Yes,Call 3,1,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.868151068687439,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630425,Complete,Yes,No,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,56,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.961718797683716,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630426,Complete,Yes,Yes,Call 3,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.868151068687439,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
630427,Complete,Yes,Yes,Call 3,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Very conservative,9,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Takes away U.S. jobs,Donald Trump,Omit,Omit,Version 1,.709267616271973,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
