ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4430343.0, Georgia,38.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.482744783163071,John McCain,Saxby Chambliss,Female,White,25-29,Something else,,"Under $15,000",Some college or associate degree,No,,,Yes,,,,,,,Just today,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4429910.0, Georgia,38.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,No,,,,,,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4415290.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,Yes,Terrorism,Good,,No,Shares my values,Not a factor at all,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4415289.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,Yes,Terrorism,Good,,No,Shares my values,Not a factor at all,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4415103.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.482744783163071,John McCain,Saxby Chambliss,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,Yes,The economy,Poor,,Yes,Shares my values,Not a factor at all,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414918.0, Georgia,38.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.592209756374359,John McCain,Saxby Chambliss,Male,White,25-29,Republican,Conservative,"$15,000-$29,999",High school graduate,No,,,Yes,The economy,Not so good,,No,Cares about people like me,The single most important factor,Before that,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4431785.0, Georgia,38.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,50-59,Independent,Moderate,,Some college or associate degree,No,Somewhat approve,,Yes,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,More than High school graduate,White no college degree,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414728.0, Georgia,38.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.510809302330017,John McCain,Saxby Chambliss,Female,White,50-59,Republican,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly approve,,Yes,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4411106.0, Georgia,38.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.626638054847717,John McCain,Saxby Chambliss,Male,White,30-39,Republican,Conservative,"Under $15,000",Some college or associate degree,No,,,Yes,,,,,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414416.0, Georgia,38.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.592209756374359,John McCain,Saxby Chambliss,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Did not complete high school,,,Strongly oppose,,,,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,Yes,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4451492.0, Georgia,38.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.469826310873032,John McCain,Allen Buckley,Female,White,18-24,Something else,Moderate,"$30,000-$49,999",High school graduate,No,,Strongly support,,,,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,Yes,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414581.0, Georgia,38.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.497139811515808,John McCain,Allen Buckley,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,,No,The economy,Not so good,Somewhat worried,Yes,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4414248.0, Georgia,38.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.162763401865959,Bob Barr,Saxby Chambliss,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",College graduate,No,,Somewhat oppose,,,,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,No,,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4430618.0, Georgia,38.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.132677972316742,Bob Barr,Saxby Chambliss,Female,White,45-49,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,,,Yes,The economy,Poor,,No,Omit,Not a factor at all,Just today,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Atlanta Suburbs,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,30263.0
4416434.0, Georgia,33.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.70578396320343,,Jim Martin,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,,No,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,A minor factor,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,13.0,Atlanta Suburbs,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,30106.0
4452648.0, Georgia,33.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.44650411605835,Barack Obama,Jim Martin,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,Yes,The economy,Poor,,,Can bring about needed change,Not a factor at all,Sometime in September,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,13.0,Atlanta Suburbs,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,30106.0
4452449.0, Georgia,33.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.52996039390564,Barack Obama,Jim Martin,Male,Black,18-24,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,No,The economy,Poor,,No,Shares my values,Not a factor at all,Before that,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,13.0,Atlanta Suburbs,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,30106.0
4428116.0, Georgia,33.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.547751307487488,Barack Obama,Jim Martin,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,No,The war in Iraq,Poor,,No,Shares my values,One of several important factors,In the last three days,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,13.0,Atlanta Suburbs,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,30106.0
