ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540597.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.417142778635025,Kerry,Reid,Female,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",About the same,None,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540608.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.496720641851425,Bush,Ziser,Male,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",Better today,Mormon/LDS,Some college/associate degree,"Yes, someone else does",Yes,No,Just today,Against his opponent,Economy/Jobs,Is intelligent,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NV more than 10 years ago,Somewhat important,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540618.0,Nevada,35.0,State,1.0,Call 3,Complete,Exit poll,0.43014919757843,Kerry,None of these candidates,Female,White,50-59,Republican,Moderate,No,"$75,000-$99,999",About the same,Catholic,Postgraduate study,No one does,Yes,,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV 5-10 years ago,Very important,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",3.0,89146.0
1540619.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.558145701885223,Bush,Ziser,Male,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Worse today,Other Christian,High school graduate,No one does,Yes,No,Just today,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NV,Very important,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540628.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.506460249423981,Bush,Ziser,Male,White,40-44,Republican,Conservative,No,,Better today,,College graduate,No one does,Yes,,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NV in the last 4 years,Not at all important,White male,30-44,40-49,18-64,Republican,,,,,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540631.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.552397668361664,Kerry,Reid,Female,Black,30-39,Independent,Moderate,Yes,"$50,000-$74,999",About the same,Other Christian,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I moved to NV in the last 4 years,Not too important,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540634.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.361800998449326,Kerry,Reid,Male,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",Better today,Jewish,College graduate,"Yes, someone else does",Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Good,I moved to NV more than 10 years ago,Not too important,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540650.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.404149085283279,,None of these candidates,Female,White,40-44,Independent,Conservative,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Not so good,I moved to NV more than 10 years ago,Not at all important,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540657.0,Nevada,60.0,State,1.0,Call 3,Not complete,Exit poll,0.729882836341858,Bush,Ziser,Male,White,50-59,,,,,,,,,,No,Before that,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,,,,,,Not so good,I moved to NV 5-10 years ago,,White male,45-59,50-64,18-64,,,,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89883.0
1540659.0,Nevada,53.0,State,1.0,Call 3,Complete,Exit poll,0.361800998449326,Kerry,Reid,Male,White,40-44,Democrat,Liberal,No,"$30,000-$49,999",About the same,None,Did not complete high school,"Yes, I do",Yes,No,Before that,Omit,Terrorism,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Very important,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89117.0
1540668.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.476730674505234,Bush,Reid,Male,Asian,40-44,Republican,Conservative,No,"$50,000-$74,999",About the same,Something else,Postgraduate study,No one does,No,No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Very well,Excellent,I moved to NV 5-10 years ago,Somewhat important,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Something else,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Asian,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
1540677.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.695998311042786,Kerry,Reid,Male,White,65-74,Democrat,Moderate,No,"Under $15,000",About the same,Jewish,College graduate,"Yes, I do",No,No,Just today,For your candidate,Iraq,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Very important,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540682.0,Nevada,65.0,State,1.0,Call 3,Complete,Exit poll,0.803125262260437,Kerry,Reid,Female,White,60-64,Democrat,Moderate,No,"Under $15,000",About the same,Protestant,,No one does,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,I moved to NV more than 10 years ago,Not at all important,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1540702.0,Nevada,60.0,State,1.0,Call 3,Complete,Exit poll,2.10392236709595,Bush,Other,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Postgraduate study,No one does,No,No,During the last month,Against his opponent,Health care,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Somewhat important,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89883.0
1540707.0,Nevada,56.0,State,1.0,Call 3,Complete,Exit poll,0.695998311042786,Kerry,Reid,Male,Hispanic/Latino,60-64,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,College graduate,"Yes, I do",Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat disapprove,Strongly approve,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Very important,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89120.0
1540709.0,Nevada,18.0,State,1.0,Call 3,Complete,Exit poll,0.36889511346817,Kerry,Reid,Male,White,30-39,Independent,Liberal,Yes,"$15,000-$29,999",About the same,Other Christian,High school graduate,"Yes, I do",No,No,Before that,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Both of them,Very badly,Good,I moved to NV more than 10 years ago,Omit,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Clark County,"City: 50,000 to 500,000","City over 50,000",3.0,89123.0
