ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
215777.0,Pennsylvania,152.0,Call 3,Complete,Election day exit poll,1.49904799461365,Gary Johnson,Katie McGinty,Male,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,Suburbs,Suburbs,12.0,East,Version 4,West
215596.0,Pennsylvania,20.0,Call 3,Complete,Election day exit poll,0.967630803585052,Gary Johnson,Katie McGinty,Female,White,30-39,Independent,Liberal,"$50,000-$99,999",College graduate,,,Hillary Clinton,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,Terrorism,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,In the last few days,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,,State questionnaire,Rural,Small Cities/Rural,9.0,East,Version 1,Central
198479.0,Pennsylvania,74.0,Call 2,Complete,Election day exit poll,0.708852648735046,Gary Johnson,Katie McGinty,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 4,Northeast
198464.0,Pennsylvania,35.0,Call 2,Complete,Election day exit poll,0.791549444198608,Gary Johnson,Katie McGinty,Female,White,25-29,Democrat,Moderate,,Some college/assoc. degree,No,No,,A lot,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
198425.0,Pennsylvania,45.0,Call 2,Complete,Election day exit poll,0.829429030418396,Gary Johnson,Katie McGinty,Female,White,30-39,Democrat,,,Some college/assoc. degree,No,,Donald Trump,,,,,,,,,Deported to the country they came from,,Worse than life today,,,,No,No,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,,Neither,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,7.0,East,Version 3,Philly Suburbs
215230.0,Pennsylvania,152.0,Call 3,Complete,Election day exit poll,1.49541115760803,Gary Johnson,Katie McGinty,Male,Black,18-24,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,No,,,,Favorable,Unfavorable,,,,,,The economy,,,Strongly approve,Has good judgment,,,,,,In the last week,,Black men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,,,Approve,Liberal Democrats,Liberal Democrats,,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,,National questionnaire,Suburbs,Suburbs,12.0,East,Version 1,West
198056.0,Pennsylvania,45.0,Call 2,Complete,Election day exit poll,0.860379815101624,Gary Johnson,Katie McGinty,Female,Hispanic/Latino,18-24,Independent,Moderate,,Some college/assoc. degree,Yes,,,,,,,,,,,,,,,,,,,,,,,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent Women,All others,Other,White,Non-white,Hispanic/Latino,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,Suburbs,Suburbs,7.0,East,Version 4,Philly Suburbs
197727.0,Pennsylvania,12.0,Call 2,Complete,Election day exit poll,0.978953719139099,Gary Johnson,Katie McGinty,Male,White,30-39,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,Hillary Clinton,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,Better than life today,,Somewhat approve,Can bring needed change,No,No,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,East,Version 1,West
197702.0,Pennsylvania,83.0,Call 2,Complete,Election day exit poll,1.30129659175873,Gary Johnson,Katie McGinty,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,Would not have voted,,,Unfavorable,Unfavorable,"Yes, for both candidates",,,,,Omit,About the same,,Strongly approve,Omit,No,No,,,,In the last few days,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,No,,Neither,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Neither,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,16.0,East,Version 1,Central
197502.0,Pennsylvania,81.0,Call 2,Complete,Election day exit poll,1.30129659175873,Gary Johnson,Katie McGinty,Female,White,50-59,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,I dislike the other candidates,,,,Angry,No,No,,The economy,,Poor,,Can bring needed change,,,,Yes,No,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 2,Central
180593.0,Pennsylvania,130.0,Call 1,Complete,Election day exit poll,0.92170238494873,Gary Johnson,Katie McGinty,Male,Black,18-24,Democrat,Liberal,"Under $30,000",High school or less,No,,Hillary Clinton,,,Favorable,Unfavorable,"No, not contacted by either",,,,,The economy,About the same,,Somewhat approve,Has good judgment,Yes,No,,,,Before that,,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,East,Version 1,Philadelphia
197334.0,Pennsylvania,2.0,Call 2,Complete,Election day exit poll,1.58152389526367,Gary Johnson,Katie McGinty,Male,White,65 or over,Democrat,Moderate,,High school or less,No,,,A lot,I dislike the other candidates,,,,Angry,No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,No,,A lot,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,East,Version 2,West
180387.0,Pennsylvania,43.0,Call 1,Complete,Election day exit poll,0.802503347396851,Gary Johnson,Katie McGinty,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,,Hillary Clinton,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,About the same,,Somewhat approve,Has good judgment,No,No,,,,In September,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Neither,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Philly Suburbs
178871.0,Pennsylvania,146.0,Call 1,Complete,Election day exit poll,1.20165908336639,Gary Johnson,Katie McGinty,Female,White,30-39,Something else,Moderate,,High school or less,No,Yes,,Not much,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,Not much or not at all,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,West
220615.0,Pennsylvania,98.0,Call 3,Complete,Election day exit poll,0.622907280921936,Gary Johnson,Katie McGinty,Female,White,25-29,Democrat,Moderate,,College graduate,No,Yes,,Some,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Not so good,,,,,Whites are favored over minorities,No,No,,Some,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 2,Northeast
194590.0,Pennsylvania,79.0,Call 2,Complete,Election day exit poll,1.25578463077545,Gary Johnson,Katie McGinty,Male,White,18-24,Independent,Liberal,,High school or less,No,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,No,No,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Neither,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 3,Central
198239.0,Pennsylvania,74.0,Call 2,Complete,Election day exit poll,0.632653057575226,Gary Johnson,Katie McGinty,Female,Hispanic/Latino,40-44,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,Yes,,,,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",No,No,,The economy,,Not so good,,Cares about people like me,,,,No,No,,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democratic Women,Non-White Democrats,Other,Hispanic/Latino,Non-white,Hispanic/Latino,Other,No,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Neither,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 2,Northeast
216891.0,Pennsylvania,125.0,Call 3,Complete,Election day exit poll,0.579678118228912,Jill Stein,Katie McGinty,Male,White,30-39,Independent,Liberal,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 4,Philadelphia
