State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,102.0,25.0,Second call,50-59,White,Male,Feiger,Approve,,No,,,,,Better,,Independent,,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,0.47900000000000004,,
23.0,102.0,26.0,Second call,30-39,White,Female,Feiger,Approve,,Yes,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.42200000000000004,,
23.0,102.0,27.0,Second call,45-49,Black,Female,Feiger,,,Yes,,,,,Same,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.41600000000000004,,
23.0,102.0,28.0,Second call,50-59,White,Female,Feiger,Approve,,Yes,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,45 to 59,50 to 59,,50 to 64,0.42200000000000004,,
23.0,102.0,29.0,Second call,45-49,White,Female,Feiger,Approve,,Yes,,,,,Better,,Democrat,,75 to 100K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.42200000000000004,,
23.0,102.0,30.0,Second call,50-59,White,Male,Engler,Approve,,Yes,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999,,
23.0,102.0,31.0,Third call,30-39,Black,Female,,Approve,Disapprove,No,Neither,No,No,No,Better,Did not vote,Independent,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.462,Favorable,No
23.0,102.0,32.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,Yes,Neither,Yes,Yes,,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.5429999999999999,Unfavorable,No
23.0,102.0,33.0,Third call,65 and over,White,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,65 and over,0.533,Favorable,Yes
23.0,102.0,34.0,Third call,25-29,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.533,Unfavorable,No
23.0,102.0,35.0,Third call,60-64,White,Female,,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.569,Unfavorable,No
23.0,102.0,36.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,No,Yes,Better,Perot,Republican,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.554,Unfavorable,No
23.0,102.0,37.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,No,,Yes,Yes,No,Better,Clinton,Republican,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.554,Unfavorable,Yes
23.0,102.0,38.0,Third call,45-49,Black,Female,Feiger,Approve,,No,Neither,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.425,Unfavorable,Yes
23.0,102.0,39.0,Third call,30-39,White,Female,Engler,Approve,,No,Neither,No,No,,Better,Did not vote,Republican,HS grad,50 to 75K,,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005,Unfavorable,No
23.0,102.0,40.0,Third call,40-44,White,Female,Engler,Disapprove,,No,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.49700000000000005,,
23.0,102.0,41.0,Third call,50-59,White,Female,Feiger,Approve,,Yes,,,,,Same,,Independent,,15 to 30K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,0.42200000000000004,,
23.0,102.0,42.0,Third call,30-39,White,Female,Engler,Approve,,No,,,,,Same,,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005,,
23.0,102.0,43.0,Third call,18-24,White,Male,Engler,Disapprove,,No,,,,,Same,,Independent,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,18 to 24,Independent/Other,18 to 24,0.5920000000000001,,
23.0,102.0,44.0,Third call,60-64,White,Male,Engler,Disapprove,,No,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,60 and over,60 and over,,50 to 64,0.684,,
23.0,102.0,45.0,Third call,50-59,White,Female,Feiger,Approve,,Yes,,,,,Better,,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,0.42200000000000004,,
23.0,102.0,46.0,Third call,30-39,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005,,
23.0,102.0,47.0,Third call,40-44,White,Male,Feiger,Approve,,No,,,,,Better,,Republican,,50 to 75K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.47900000000000004,,
23.0,102.0,48.0,Third call,25-29,White,Female,Engler,Approve,,No,,,,,Same,,Democrat,,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.533,,
23.0,103.0,1.0,First call,30-39,Black,Male,Feiger,Approve,Disapprove,,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.542,Favorable,No
23.0,103.0,2.0,First call,50-59,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.519,Favorable,No
23.0,103.0,3.0,First call,40-44,Black,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.329,Favorable,No
23.0,103.0,4.0,First call,50-59,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.519,Favorable,
23.0,103.0,5.0,First call,40-44,Black,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.358,Favorable,Yes
23.0,103.0,6.0,First call,25-29,Black,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.147,Favorable,Yes
23.0,103.0,7.0,First call,40-44,Black,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.358,Favorable,No
23.0,103.0,8.0,First call,18-24,Black,Female,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Independent,HS grad,Under 15K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit,18 to 29,18 to 24,Independent/Other,18 to 24,4.803,Unfavorable,Yes
23.0,103.0,9.0,Second call,25-29,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.311,Favorable,Yes
23.0,103.0,10.0,Second call,25-29,Black,Male,Feiger,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.311,Favorable,No
23.0,103.0,11.0,Second call,50-59,Black,Male,Feiger,Approve,Approve,Yes,Neither,No,No,No,Better,Dole,Republican,No HS,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Republican,50 to 64,1.519,Favorable,No
23.0,103.0,12.0,Second call,30-39,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.552,Favorable,Yes
23.0,103.0,13.0,Second call,30-39,Black,Male,Other,,Disapprove,No,Oppose Clinton,No,,Yes,Same,Perot,Something else,HS grad,75 to 100K,,18 to 64,,State,Complete,Detroit,30 to 44,30 to 39,Independent/Other,30 to 39,2.223,Unfavorable,No
23.0,103.0,14.0,Second call,18-24,Black,Female,Feiger,Disapprove,Approve,Yes,Neither,Yes,No,No,Worse,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.1219999999999999,Favorable,Yes
23.0,103.0,15.0,Second call,18-24,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.147,Favorable,Yes
23.0,103.0,16.0,Second call,18-24,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Something else,Some college,75 to 100K,Liberal,18 to 64,,State,Complete,Detroit,18 to 29,18 to 24,Independent/Other,18 to 24,1.147,Favorable,Yes
23.0,103.0,17.0,Second call,45-49,Black,Female,,Approve,Approve,No,Support Clinton,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.9449999999999998,Favorable,No
23.0,103.0,18.0,Third call,45-49,Black,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.329,Favorable,No
23.0,103.0,19.0,Third call,25-29,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.147,Favorable,Yes
23.0,103.0,20.0,Third call,25-29,Black,Female,Feiger,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.1219999999999999,Favorable,No
23.0,103.0,21.0,Third call,25-29,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.283,Favorable,No
23.0,103.0,22.0,Third call,50-59,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.519,Favorable,Yes
23.0,103.0,23.0,Third call,30-39,Black,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.329,Favorable,Yes
23.0,103.0,24.0,Third call,30-39,Black,Female,Feiger,Disapprove,,Yes,Oppose Clinton,No,Yes,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.329,Favorable,
23.0,103.0,25.0,Third call,18-24,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.283,Favorable,Yes
23.0,103.0,26.0,Third call,45-49,White,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.186,Favorable,No
23.0,103.0,27.0,Third call,45-49,Black,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.329,Favorable,No
23.0,103.0,28.0,Third call,50-59,Black,Female,,,,Yes,,,,,,,,,,,18 to 64,,State,Not complete,Detroit,45 to 59,50 to 59,,50 to 64,1.9020000000000001,,No
23.0,103.0,29.0,Third call,30-39,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.358,Favorable,No
23.0,103.0,30.0,Third call,40-44,Black,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.519,Favorable,No
23.0,103.0,31.0,Third call,50-59,Black,Male,Feiger,Approve,,No,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.552,Favorable,Yes
23.0,103.0,32.0,Third call,25-29,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.311,Favorable,Yes
23.0,103.0,33.0,Third call,40-44,Black,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.358,Favorable,Yes
23.0,103.0,34.0,Third call,30-39,Black,Male,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Independent/Other,30 to 39,1.552,Favorable,Yes
23.0,103.0,35.0,Third call,18-24,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.147,Favorable,No
23.0,103.0,36.0,Third call,25-29,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Independent,HS grad,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Independent/Other,25 to 29,1.147,Favorable,No
23.0,103.0,37.0,Third call,50-59,Black,Male,Feiger,,,No,,,No,,,Clinton,,,30 to 50K,,18 to 64,,State,Complete,Detroit,45 to 59,50 to 59,,50 to 64,1.552,,
23.0,103.0,38.0,Third call,25-29,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.147,Favorable,No
23.0,103.0,39.0,Third call,30-39,Hispanic,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.358,Favorable,No
23.0,109.0,1.0,Third call,18-24,Black,Female,Engler,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,4.796,Favorable,No
23.0,109.0,2.0,Third call,18-24,Black,Male,Feiger,Approve,Approve,Yes,Neither,No,No,Yes,Same,Did not vote,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.308,Favorable,Yes
23.0,109.0,3.0,Third call,40-44,Black,Female,Feiger,Approve,Disapprove,No,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Detroit,30 to 44,40 to 49,,40 to 49,1.385,Favorable,No
23.0,109.0,4.0,Third call,45-49,Black,Female,Other,Approve,Disapprove,No,Neither,No,No,No,Better,Other,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,45 to 59,40 to 49,Independent/Other,40 to 49,1.9849999999999999,Unfavorable,Yes
23.0,109.0,5.0,Third call,40-44,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.549,Favorable,Yes
23.0,109.0,6.0,Third call,30-39,Black,Female,Feiger,Approve,Approve,No,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.385,Favorable,Yes
23.0,109.0,7.0,Third call,50-59,Black,Female,Feiger,Approve,Disapprove,,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.377,Favorable,Yes
23.0,109.0,8.0,Third call,45-49,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit,45 to 59,40 to 49,Independent/Other,40 to 49,1.385,Favorable,No
23.0,109.0,9.0,Third call,30-39,Black,Female,Other,Approve,,,Support Clinton,No,No,No,Worse,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.972,Favorable,Yes
23.0,109.0,10.0,Third call,30-39,Black,Female,Feiger,Approve,,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.385,Favorable,Yes
23.0,109.0,11.0,Third call,50-59,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Clinton,Independent,Some college,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Independent/Other,50 to 64,1.583,Favorable,Yes
23.0,109.0,12.0,Third call,50-59,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.209,Favorable,No
23.0,109.0,13.0,Third call,60-64,Black,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,60 and over,60 and over,Democrat,50 to 64,1.579,Favorable,No
23.0,109.0,14.0,Third call,60-64,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,60 and over,60 and over,Democrat,50 to 64,1.579,Favorable,Yes
23.0,109.0,15.0,Third call,18-24,Black,Female,Feiger,Approve,,No,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Detroit,18 to 29,18 to 24,,18 to 24,1.171,Favorable,No
23.0,109.0,16.0,Third call,40-44,Black,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,40 to 49,Democrat,40 to 49,1.385,Favorable,No
23.0,109.0,17.0,Third call,45-49,Black,Female,Feiger,Approve,Approve,No,Support Clinton,No,No,,Better,Clinton,Democrat,College grad,,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.385,Favorable,Yes
23.0,109.0,18.0,Third call,18-24,Hispanic,,Feiger,Approve,,Yes,Neither,Yes,,Yes,Same,Did not vote,,Postgrad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,,18 to 24,1.308,Favorable,Yes
23.0,109.0,19.0,Third call,25-29,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.194,Favorable,Yes
23.0,109.0,20.0,Third call,30-39,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.549,Favorable,Yes
23.0,109.0,21.0,Third call,18-24,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,18 to 24,Democrat,18 to 24,1.308,Favorable,No
23.0,109.0,22.0,Third call,25-29,Black,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Democrat,25 to 29,1.338,Favorable,Yes
23.0,109.0,23.0,Third call,25-29,Black,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit,18 to 29,25 to 29,Independent/Other,25 to 29,1.171,Favorable,Yes
23.0,109.0,24.0,Third call,45-49,Black,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,40 to 49,Democrat,40 to 49,1.385,Favorable,Yes
23.0,109.0,25.0,Third call,65 and over,Other,Female,,Approve,Disapprove,No,Support Clinton,,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,65 and over,Unfavorable,State,Complete,Detroit,60 and over,60 and over,Democrat,65 and over,2.018,Favorable,No
23.0,109.0,26.0,Third call,50-59,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Detroit,45 to 59,50 to 59,Democrat,50 to 64,1.385,Favorable,No
23.0,109.0,27.0,Third call,30-39,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit,30 to 44,30 to 39,Democrat,30 to 39,1.385,Favorable,Yes
