State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,90.0,3.0,First call,65 and over,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Independent,College grad,Catholic,100K or more,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.796,Economy/jobs,Same,Unfavorable,Last week
22.0,90.0,4.0,First call,18-24,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,No,Better,Clinton,No,Independent,College grad,Catholic,Under 15K,Moderate,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,2.199,Ethic/moral,Better,Unfavorable,Before that
22.0,90.0,5.0,First call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Same,Dole,Yes,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.359,Economy/jobs,Same,Unfavorable,Last month
22.0,90.0,6.0,First call,25-29,White,Male,,Cellucci,Approve,Approve,Neither,Good,Neither,No,No,Yes,Same,Perot,Yes,Republican,College grad,None,30 to 50K,Conservative,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,2.178,Ethic/moral,Same,Favorable,Last month
22.0,90.0,7.0,First call,60-64,White,Male,Bailey,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.484,Ethic/moral,,,Before that
22.0,90.0,8.0,First call,45-49,White,Male,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Some college,Catholic,50 to 75K,Liberal,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.256,,Same,Unfavorable,Last 3 days
22.0,90.0,9.0,First call,65 and over,White,Male,Other,Cellucci,Disapprove,Disapprove,Neither,Poor,Neither,Yes,Yes,Yes,Same,Perot,No,Independent,College grad,Catholic,75 to 100K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.78,Economy/jobs,Worse,Unfavorable,Before that
22.0,90.0,10.0,First call,40-44,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Perot,No,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.521,Economy/jobs,Same,Unfavorable,Before that
22.0,90.0,11.0,First call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Not so good,Neither,No,No,Yes,Better,Clinton,Yes,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.335,Economy/jobs,Worse,Favorable,Last 3 days
22.0,90.0,12.0,First call,65 and over,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,Yes,Yes,Yes,Same,Did not vote,No,Independent,Some college,Jewish,30 to 50K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.577,Health care,Worse,Unfavorable,Before that
22.0,90.0,13.0,Second call,65 and over,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Not so good,Both,No,Yes,No,Worse,Dole,Yes,Republican,Some college,Protestant,15 to 30K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.796,State taxes,Same,Unfavorable,Before that
22.0,90.0,14.0,Second call,65 and over,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,Yes,No,Better,Clinton,No,Republican,Some college,Protestant,30 to 50K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.688,State taxes,Same,Favorable,Last month
22.0,90.0,15.0,Second call,60-64,White,Female,Reilly,,Disapprove,Disapprove,Neither,Good,Neither,No,Yes,No,Same,Clinton,Yes,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.69,Education,Worse,Unfavorable,Last week
22.0,90.0,16.0,Second call,50-59,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Worse,Perot,No,Independent,Some college,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.547,Economy/jobs,Same,Unfavorable,Last month
22.0,90.0,17.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,No,Same,Clinton,Yes,Independent,Some college,Catholic,15 to 30K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.607,,Same,Favorable,Last 3 days
22.0,90.0,18.0,Second call,60-64,White,Female,Reilly,Harschbarger,Approve,Approve,Support Clinton,Excellent,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,College grad,,Under 15K,,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.577,,Better,Favorable,
22.0,90.0,19.0,Second call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.335,Education,Same,Unfavorable,Last 3 days
22.0,90.0,20.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,Yes,Yes,Same,Clinton,Yes,Independent,College grad,Catholic,30 to 50K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.577,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,90.0,21.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Same,Clinton,Yes,Democrat,Some college,Catholic,30 to 50K,Moderate,65 and over,Yes,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.577,Economy/jobs,Same,Favorable,Before that
22.0,90.0,22.0,Second call,65 and over,White,Female,Reilly,Cellucci,Approve,Approve,Oppose Clinton,Good,Cellucci,No,No,No,Same,Dole,No,Republican,HS grad,Protestant,Under 15K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.796,Health care,Better,Unfavorable,Before that
22.0,90.0,23.0,Second call,65 and over,White,Male,Bailey,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Same,Clinton,No,Republican,HS grad,Catholic,15 to 30K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.484,Education,Same,Favorable,Last month
22.0,90.0,24.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Worse,Clinton,No,Democrat,,Protestant,15 to 30K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.607,Ethic/moral,Worse,Unfavorable,Last month
22.0,90.0,25.0,Second call,60-64,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Both,Yes,Yes,Yes,Same,Dole,Yes,Independent,College grad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.688,Economy/jobs,Same,Unfavorable,Before that
22.0,90.0,26.0,Second call,60-64,White,Female,Reilly,Harschbarger,Disapprove,Approve,Oppose Clinton,Good,Harshbarger,,Yes,,Same,Clinton,,Democrat,HS grad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.577,Health care,Better,Unfavorable,Before that
22.0,90.0,27.0,Third call,50-59,White,Female,,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,No,No,Yes,Same,Clinton,Yes,Independent,Some college,Protestant,15 to 30K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.4809999999999999,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,90.0,28.0,Third call,50-59,White,Male,Bailey,Harschbarger,Disapprove,Disapprove,Oppose Clinton,Not so good,Neither,Yes,Yes,Yes,Same,Perot,No,Independent,HS grad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.256,,Same,Unfavorable,Last week
22.0,90.0,29.0,Third call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,Yes,Same,Clinton,,Democrat,HS grad,Protestant,,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.577,Education,Better,,Last month
22.0,90.0,30.0,Third call,65 and over,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,No,Yes,Yes,Better,Dole,No,Republican,College grad,Protestant,50 to 75K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.658,Economy/jobs,Same,Unfavorable,Before that
22.0,90.0,31.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Neither,No,No,No,Same,Clinton,Yes,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.335,Economy/jobs,Same,Favorable,Last month
22.0,90.0,32.0,Third call,45-49,White,Female,Bailey,,Approve,Approve,Neither,Good,Neither,No,No,No,Same,Clinton,Yes,Something else,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.322,Economy/jobs,Same,Favorable,Last 3 days
22.0,90.0,33.0,Third call,45-49,White,Female,Reilly,Harschbarger,,,,,Harshbarger,,,,,,No,,,Catholic,,,18 to 64,,State,Not complete,East,45 to 59,40 to 49,,40 to 49,1.335,,,,Last month
22.0,90.0,34.0,Third call,65 and over,Other,,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,,No,Yes,Same,Clinton,Yes,Democrat,,Protestant,15 to 30K,Moderate,65 and over,,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.577,Economy/jobs,Same,Favorable,Before that
22.0,90.0,35.0,Third call,30-39,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,,No,Yes,Yes,Same,Clinton,,Independent,HS grad,Catholic,,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.521,,Better,Unfavorable,Last week
22.0,90.0,36.0,Third call,30-39,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,No,Better,Dole,No,Independent,College grad,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.404,Ethic/moral,Worse,Unfavorable,Last month
22.0,90.0,37.0,Third call,45-49,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,Yes,Same,Dole,No,Independent,Some college,None,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.429,Ethic/moral,Same,Unfavorable,Last month
22.0,90.0,38.0,Third call,65 and over,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Harshbarger,No,Yes,Yes,Better,Clinton,Yes,Independent,Some college,Catholic,30 to 50K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.796,,Better,Unfavorable,Last week
22.0,90.0,39.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Same,Clinton,No,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.335,Environment,Same,Unfavorable,Last 3 days
22.0,90.0,40.0,Third call,40-44,White,Female,Reilly,,Disapprove,Disapprove,Neither,Not so good,Neither,No,Yes,Yes,Same,Perot,No,Independent,Postgrad,Other Christian,75 to 100K,Conservative,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.431,,Worse,Unfavorable,Before that
22.0,90.0,41.0,Third call,18-24,White,Female,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,2.199,Education,Better,Favorable,Last month
22.0,90.0,42.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.335,Education,Same,Unfavorable,Last 3 days
22.0,90.0,43.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Neither,Yes,Yes,Yes,Worse,Dole,No,Independent,Some college,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.429,Ethic/moral,Better,Unfavorable,Last month
22.0,90.0,44.0,Third call,50-59,White,Female,Bailey,Cellucci,Disapprove,,Neither,Good,Both,No,Yes,Yes,Worse,Dole,,Republican,HS grad,Catholic,,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.404,,Same,Unfavorable,Last 3 days
22.0,90.0,45.0,Third call,30-39,White,Male,Bailey,Other,Disapprove,Approve,Oppose Clinton,Good,Neither,Yes,Yes,Yes,Same,Dole,No,Republican,College grad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.271,Ethic/moral,Worse,Unfavorable,Last month
22.0,90.0,46.0,Third call,25-29,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,,,,Same,Clinton,,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.967,Economy/jobs,Same,Favorable,Before that
22.0,90.0,47.0,Third call,60-64,White,Female,Bailey,Cellucci,,,,,Both,,,,,,No,,,Protestant,,,18 to 64,,State,Not complete,East,60 and over,60 and over,,50 to 64,1.658,Ethic/moral,,,Last month
22.0,90.0,48.0,Third call,30-39,White,Female,Reilly,Harschbarger,,,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,,Independent,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.335,Economy/jobs,Same,,Last week
22.0,90.0,49.0,Third call,18-24,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,Yes,Yes,Better,Clinton,No,Democrat,College grad,Protestant,30 to 50K,Liberal,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.932,Ethic/moral,Same,Unfavorable,Last month
22.0,90.0,50.0,Third call,60-64,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,No,Same,Dole,Yes,Independent,HS grad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.688,State taxes,Same,Unfavorable,Before that
22.0,90.0,51.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Protestant,75 to 100K,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.335,Education,Better,Favorable,Before that
22.0,90.0,52.0,Third call,30-39,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.521,Economy/jobs,Same,Unfavorable,Last week
22.0,90.0,53.0,Third call,40-44,White,Female,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Better,Clinton,No,Independent,College grad,Protestant,30 to 50K,Liberal,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.521,Education,Worse,Unfavorable,Last 3 days
22.0,90.0,54.0,Third call,50-59,White,Male,Bailey,Harschbarger,Approve,Approve,,Excellent,Both,,,,Same,Clinton,Yes,Independent,HS grad,Catholic,,,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.256,Health care,Same,Favorable,Last 3 days
22.0,90.0,55.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,Yes,Worse,Clinton,Yes,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.359,Education,Better,Favorable,Last week
22.0,90.0,56.0,Third call,18-24,White,Female,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Not so good,Both,Yes,Yes,No,Same,Perot,No,Independent,College grad,Other Christian,15 to 30K,Moderate,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,2.03,Ethic/moral,Same,Unfavorable,Last month
22.0,90.0,57.0,Third call,40-44,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,No,Same,Clinton,Yes,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.359,Economy/jobs,Same,Unfavorable,Before that
22.0,90.0,58.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Same,Perot,No,Independent,College grad,,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.359,Ethic/moral,Same,Unfavorable,Last week
22.0,94.0,1.0,First call,25-29,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,Yes,No,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,18 to 29,25 to 29,Democrat,25 to 29,0.8250000000000001,Education,Same,Unfavorable,Last month
22.0,94.0,2.0,First call,40-44,White,Female,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Same,Dole,Yes,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.6669999999999999,Economy/jobs,Same,Unfavorable,Last week
22.0,94.0,3.0,First call,65 and over,Other,Male,Bailey,Cellucci,Approve,Disapprove,Support Clinton,Good,Cellucci,No,No,No,Same,Perot,Yes,Independent,No HS,Catholic,30 to 50K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.871,State taxes,Better,Favorable,Last 3 days
22.0,94.0,4.0,First call,50-59,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,No,No,Yes,Same,Dole,,Independent,Postgrad,,,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8230000000000001,State taxes,Same,Unfavorable,Before that
22.0,94.0,5.0,First call,65 and over,White,Female,Bailey,Cellucci,Approve,Approve,Oppose Clinton,Good,Cellucci,No,No,Yes,Same,Dole,,Republican,College grad,Protestant,30 to 50K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,0.766,Health care,Better,Unfavorable,Before that
22.0,94.0,6.0,First call,60-64,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,No,Same,Clinton,Yes,Independent,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,50 to 64,0.8280000000000001,Health care,Same,Unfavorable,Before that
22.0,94.0,7.0,First call,65 and over,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,,Yes,Yes,Same,Dole,Yes,Independent,Some college,Protestant,Under 15K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.871,Health care,Same,Unfavorable,Last week
22.0,94.0,8.0,First call,60-64,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,Yes,Yes,Yes,Same,Dole,Yes,Democrat,Some college,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,50 to 64,0.8280000000000001,Crime/drugs,Same,Unfavorable,Before that
22.0,94.0,9.0,First call,60-64,White,Female,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Not so good,Cellucci,No,No,No,Same,Clinton,Yes,Democrat,,Catholic,15 to 30K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,50 to 64,0.8280000000000001,Health care,Same,Favorable,Last 3 days
22.0,94.0,10.0,First call,65 and over,White,Female,Reilly,Cellucci,Approve,Approve,Support Clinton,Good,Cellucci,No,No,No,Better,Clinton,Yes,Democrat,Some college,Catholic,15 to 30K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.8280000000000001,Economy/jobs,Same,Favorable,Last 3 days
22.0,94.0,11.0,First call,30-39,White,Female,Bailey,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,No,No,Better,Dole,Yes,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Independent/Other,30 to 39,0.6669999999999999,Economy/jobs,Better,Unfavorable,Before that
