State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,68.0,34.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,No,Better,Perot,Republican,15 to 30K,Moderate,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.7890000000000001
51.0,68.0,35.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,2.003
51.0,68.0,36.0,Third call,40-44,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.326
51.0,68.0,37.0,Third call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.653
51.0,68.0,38.0,Third call,40-44,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.423
51.0,68.0,39.0,Third call,45-49,White,Male,Vinich,Cubin,Approve,Disapprove,Neither,No,No,,Same,,Democrat,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.593
51.0,68.0,40.0,Third call,18-24,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.717
51.0,68.0,41.0,Third call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.653
51.0,68.0,42.0,Third call,50-59,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Did Not Vote,Independent,15 to 30K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.423
51.0,68.0,43.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Did Not Vote,Republican,30 to 50K,,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.474
51.0,68.0,44.0,Third call,30-39,White,Female,Geringer,Cubin,,,Neither,Yes,,,Better,Dole,Republican,30 to 50K,,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.474
51.0,68.0,45.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.653
51.0,68.0,46.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Better,Dole,Republican,,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.474
51.0,68.0,47.0,Third call,40-44,White,Female,Vinich,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.423
51.0,68.0,48.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.474
51.0,68.0,49.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.474
51.0,68.0,50.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.181
51.0,68.0,51.0,Third call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,No,No,Yes,Better,Dole,Republican,,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,2.003
51.0,68.0,52.0,Third call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.653
51.0,68.0,53.0,Third call,25-29,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,,Worse,Did Not Vote,Republican,15 to 30K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.717
51.0,68.0,54.0,Third call,45-49,White,Male,Geringer,Farris,Disapprove,Disapprove,Neither,No,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.373
51.0,68.0,55.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.474
51.0,68.0,56.0,Third call,45-49,White,Male,Geringer,Cubin,Approve,Approve,Neither,No,,Yes,,Dole,Republican,Under 15K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.653
51.0,68.0,57.0,Third call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.326
