State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,72.0,7.0,First call,25-29,White,Male,Hollings,Hodges,Disapprove,Approve,Favor,One factor,Neither,No,No,Yes,Yes,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,25 to 29,Independent/Other,25 to 29,1.445,,Moral/ethic,Unfavorable
41.0,72.0,8.0,First call,40-44,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Favor,State,Complete,Rural,30 to 44,40 to 49,Republican,40 to 49,1.252,Taxes,Intl trade,Unfavorable
41.0,72.0,9.0,First call,60-64,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,Yes,Yes,No,Yes,Yes,Worse,Dole,Republican,Some college,Under 15K,Conservative,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,50 to 64,1.478,Social Security,Moral/ethic,Unfavorable
41.0,72.0,10.0,Second call,50-59,White,,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,Yes,No,No,Yes,Same,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,1.358,Clin/Lwnsky,Moral/ethic,Favorable
41.0,72.0,11.0,Second call,40-44,White,Male,Other,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Same,Other,Something else,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.778,Health Care,Education,
41.0,72.0,12.0,Second call,30-39,White,Female,Hollings,Hodges,Disapprove,Approve,Favor,One factor,Neither,No,No,No,Yes,Yes,Better,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.358,,,Unfavorable
41.0,72.0,13.0,Second call,65 and over,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,65 and over,1.492,Social Security,Education,Unfavorable
41.0,72.0,14.0,Second call,60-64,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,50 to 64,1.492,Education,Gambling,Unfavorable
41.0,72.0,15.0,Second call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Republican,30 to 39,1.225,Social Security,Gambling,Unfavorable
41.0,72.0,16.0,Third call,30-39,White,Male,Hollings,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,Yes,No,Same,Dole,Independent,College grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.354,Taxes,Moral/ethic,Favorable
41.0,72.0,17.0,Third call,60-64,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,1.968,Education,Education,Favorable
41.0,72.0,18.0,Third call,65 and over,White,Female,Inglis,Beasley,Disapprove,,Oppose,Not a factor,Neither,No,Yes,,,Yes,Same,Dole,,Postgrad,,Moderate,65 and over,,State,Complete,Rural,60 and over,60 and over,,65 and over,1.478,,,Unfavorable
41.0,72.0,19.0,Third call,40-44,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.237,Education,Education,Unfavorable
41.0,72.0,20.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.225,Economy/jobs,Economy/jobs,Unfavorable
41.0,72.0,21.0,Third call,50-59,White,Male,Hollings,Beasley,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,1.354,Health Care,Economy/jobs,Unfavorable
41.0,72.0,22.0,Third call,25-29,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Republican,25 to 29,1.303,Education,Moral/ethic,Unfavorable
41.0,72.0,23.0,Third call,50-59,,Male,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Independent,,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.371,Education,Gambling,Favorable
41.0,72.0,24.0,Third call,65 and over,White,Female,Hollings,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Dole,Independent,Postgrad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Independent/Other,65 and over,1.6389999999999998,Social Security,Education,Unfavorable
41.0,72.0,25.0,Third call,50-59,White,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.358,Economy/jobs,Confederate flag,Favorable
41.0,72.0,26.0,Third call,25-29,White,Female,Hollings,Beasley,Disapprove,Approve,Favor,One factor,Neither,No,No,No,No,Yes,Better,Dole,Democrat,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,1.415,Education,State taxes,Unfavorable
41.0,72.0,27.0,Third call,30-39,White,Female,Inglis,Hodges,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.241,Education,Moral/ethic,Unfavorable
41.0,72.0,28.0,Third call,45-49,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,1.371,,Education,Favorable
41.0,72.0,29.0,Third call,25-29,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,1.445,Foreign Policy,Education,Favorable
41.0,72.0,30.0,Third call,50-59,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.358,Education,Education,Favorable
41.0,72.0,31.0,Third call,50-59,White,Female,Inglis,Hodges,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,1.241,,,Unfavorable
41.0,72.0,32.0,Third call,25-29,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Republican,25 to 29,1.291,Taxes,State taxes,Unfavorable
41.0,72.0,33.0,Third call,25-29,White,Female,Hollings,Hodges,Approve,Approve,Oppose,One factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,1.432,,,Favorable
41.0,74.0,1.0,First call,45-49,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,0.236,Economy/jobs,Economy/jobs,
41.0,74.0,2.0,First call,18-24,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,,No,No,No,Worse,Clinton,Democrat,Some college,30 to 50K,,18 to 64,Favor,State,Complete,Rural,18 to 29,18 to 24,Democrat,18 to 24,0.24800000000000003,Education,Education,Favorable
41.0,74.0,3.0,First call,45-49,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,0.236,Economy/jobs,Economy/jobs,Favorable
41.0,74.0,4.0,First call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.236,Education,Education,Favorable
41.0,74.0,5.0,First call,65 and over,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,Moderate,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,0.23900000000000002,Clin/Lwnsky,Education,Favorable
41.0,74.0,6.0,First call,45-49,Black,Female,,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Worse,,Democrat,,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,0.23,Education,Education,Favorable
41.0,74.0,7.0,First call,30-39,Black,Female,Inglis,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,Yes,No,No,Yes,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.21400000000000002,Health Care,Intl trade,Favorable
41.0,74.0,8.0,First call,60-64,Black,Female,Hollings,Hodges,Approve,,Oppose,,Support Clinton,No,No,No,No,,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,0.283,Social Security,Education,Favorable
41.0,74.0,9.0,Third call,30-39,Black,Female,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.21400000000000002,Education,Education,Favorable
41.0,74.0,10.0,Third call,50-59,White,Female,Hollings,Beasley,Approve,Disapprove,Oppose,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,0.194,Taxes,Education,Favorable
41.0,74.0,11.0,Third call,25-29,Black,Female,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Worse,Did not vote,Democrat,Some college,Under 15K,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,0.24800000000000003,,Education,Unfavorable
41.0,74.0,12.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,,No,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,0.24800000000000003,,Confederate flag,Favorable
41.0,74.0,13.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,0.24800000000000003,Education,Education,Favorable
41.0,74.0,14.0,Third call,45-49,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,No,Better,Clinton,Democrat,,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,0.236,Education,Confederate flag,Favorable
41.0,74.0,15.0,Third call,30-39,Black,Male,Hollings,Beasley,,Disapprove,Oppose,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.23500000000000001,Economy/jobs,Gambling,Unfavorable
41.0,74.0,16.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,0.236,Education,Confederate flag,Favorable
41.0,74.0,17.0,Third call,40-44,Black,Female,Hollings,Hodges,,,,One factor,,,No,,,,,,,,,,18 to 64,,State,Not complete,Rural,30 to 44,40 to 49,,40 to 49,0.236,Education,Education,
41.0,74.0,18.0,Third call,,Black,Female,Hollings,Other,Approve,Disapprove,,,Neither,,,No,No,No,,,Democrat,HS grad,,,,,State,Complete,Rural,,,Democrat,,0.23299999999999998,,Economy/jobs,Unfavorable
41.0,74.0,19.0,Third call,50-59,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,0.19599999999999998,Education,Education,Unfavorable
41.0,74.0,20.0,Third call,30-39,Black,Female,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,0.236,Education,Education,Favorable
41.0,74.0,21.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,0.236,Clin/Lwnsky,Confederate flag,Favorable
41.0,74.0,22.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,0.24800000000000003,Health Care,Education,Favorable
41.0,74.0,23.0,Third call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,,Neither,No,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,0.23800000000000002,,,Favorable
41.0,74.0,24.0,Third call,18-24,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,18 to 24,Independent/Other,18 to 24,0.24800000000000003,,Education,Favorable
41.0,74.0,25.0,Third call,40-44,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Rural,30 to 44,40 to 49,Democrat,40 to 49,0.23800000000000002,Economy/jobs,Education,Favorable
41.0,74.0,26.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,No,No,No,,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,0.236,Education,State taxes,Favorable
41.0,74.0,27.0,Third call,65 and over,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,0.283,,State taxes,Favorable
41.0,74.0,28.0,Third call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Support Clinton,Yes,,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,0.23800000000000002,Education,Gambling,Favorable
41.0,74.0,29.0,Third call,50-59,Black,Female,Hollings,Hodges,,,,Not a factor,Neither,,No,Yes,,No,Better,Clinton,,,30 to 50K,Moderate,18 to 64,,State,Complete,Rural,45 to 59,50 to 59,,50 to 64,0.236,Health Care,Education,
41.0,74.0,30.0,Third call,50-59,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,0.236,Health Care,State taxes,Favorable
41.0,74.0,31.0,Third call,60-64,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Most important,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,0.283,Clin/Lwnsky,,Favorable
41.0,74.0,32.0,Third call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Worse,Clinton,Something else,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.23800000000000002,Health Care,Gambling,Favorable
41.0,74.0,33.0,Third call,65 and over,Black,Female,Hollings,,Approve,,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,0.27999999999999997,Education,Education,Favorable
41.0,74.0,34.0,Third call,30-39,White,Female,Inglis,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Better,Did not vote,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,0.178,Education,Education,Favorable
41.0,74.0,35.0,Third call,,Black,Female,Hollings,Hodges,,,,,,,,,,,,,,,,,,,State,Not complete,Rural,,,,,0.236,Economy/jobs,,
41.0,74.0,36.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,No,No,No,Same,Did not vote,,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,,25 to 29,0.24800000000000003,Economy/jobs,Economy/jobs,
41.0,74.0,37.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,Yes,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,0.236,Health Care,Gambling,Favorable
41.0,74.0,38.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,,Favor,One factor,Support Clinton,Yes,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,0.24800000000000003,,Education,Favorable
41.0,78.0,1.0,First call,30-39,White,Female,,Hodges,Disapprove,Disapprove,Favor,One factor,Neither,No,,Yes,Yes,Yes,Same,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.211,,Education,Unfavorable
41.0,78.0,2.0,First call,40-44,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,1.3739999999999999,Education,Moral/ethic,Favorable
41.0,78.0,3.0,First call,65 and over,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,No,Worse,Dole,Independent,Some college,50 to 75K,Conservative,65 and over,Oppose,State,Complete,High Republican,60 and over,60 and over,Independent/Other,65 and over,1.685,Education,Economy/jobs,Unfavorable
41.0,78.0,4.0,First call,40-44,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Republican,40 to 49,1.174,Education,Education,Unfavorable
41.0,78.0,5.0,First call,40-44,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,1.258,Taxes,Education,Unfavorable
