State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,If only these cands,Reason for Cong Vote,State economy condition,Carry weapon easier?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Taxes for stadiums,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person
24.0,80.0,34.0,Third call,45-49,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,Yes,Yes,No,Better,Dole,Oppose,Independent,Postgrad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Independent/Other,40 to 49,1.601,Education,About the same,Unfavorable
24.0,80.0,35.0,Third call,40-44,White,Female,Ventura,Approve,Approve,Would not vote,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Democrat,40 to 49,1.299,,Better,Favorable
24.0,80.0,36.0,Third call,30-39,White,Female,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,HS grad,Under 15K,,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.468,Crime/drugs,Worse,Favorable
24.0,80.0,37.0,Third call,60-64,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,,Yes,,Better,Clinton,Oppose,Independent,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.759,State taxes,Worse,Unfavorable
24.0,80.0,38.0,Third call,45-49,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Democrat,40 to 49,1.468,Education,About the same,Favorable
24.0,80.0,39.0,Third call,18-24,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Some college,Under 15K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.273,,About the same,Favorable
24.0,80.0,40.0,Third call,30-39,White,Female,Ventura,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,No,Better,Dole,Oppose,Republican,Postgrad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.299,Education,Worse,Unfavorable
24.0,80.0,41.0,Third call,30-39,White,Female,Ventura,Disapprove,Approve,Coleman,,Good,,Yes,Yes,No,Same,Other,Oppose,Independent,Some college,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.299,,About the same,Unfavorable
24.0,80.0,42.0,Third call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,Postgrad,100K or more,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.517,State taxes,Worse,Unfavorable
24.0,80.0,43.0,Third call,25-29,White,Female,Ventura,Disapprove,Disapprove,Humphrey,Neither,Not so good,No,Yes,Yes,Yes,Same,Clinton,Oppose,Democrat,No HS,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,1.273,Crime/drugs,Better,Unfavorable
24.0,86.0,1.0,First call,65 and over,White,Female,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Same,Clinton,,Independent,Some college,Under 15K,Liberal,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.542,,,Favorable
24.0,86.0,2.0,First call,25-29,White,Female,Humphrey,Disapprove,Disapprove,,Neither,,,No,Yes,Yes,Better,Dole,,Independent,College grad,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.905,,,Unfavorable
24.0,86.0,3.0,First call,45-49,White,Female,Humphrey,Approve,Disapprove,,Support Clinton,,,No,No,Yes,Same,Clinton,,Democrat,HS grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,40 to 49,Democrat,40 to 49,0.741,,,Unfavorable
24.0,86.0,4.0,First call,65 and over,White,Female,Humphrey,Approve,,,Neither,,,No,No,No,Same,Clinton,,Democrat,HS grad,15 to 30K,Liberal,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.6920000000000001,,,Favorable
24.0,86.0,5.0,First call,60-64,White,Female,Humphrey,Disapprove,Approve,,Neither,,,Yes,Yes,Yes,Same,Clinton,,Democrat,HS grad,,Conservative,18 to 64,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,50 to 64,0.6920000000000001,,,Favorable
24.0,86.0,6.0,First call,65 and over,White,Male,Humphrey,Approve,Disapprove,,Neither,,,No,No,No,Same,Perot,,Democrat,Some college,30 to 50K,Moderate,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.724,,,Unfavorable
24.0,86.0,7.0,First call,18-24,White,Male,Ventura,Approve,Approve,,Neither,,,No,No,No,Same,Clinton,,Democrat,College grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.7429999999999999,,,Favorable
24.0,86.0,8.0,First call,40-44,Hispanic,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Worse,Clinton,,Something else,College grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.42100000000000004,,,Unfavorable
24.0,86.0,9.0,First call,60-64,White,Female,Coleman,Disapprove,,,,,,,,,Same,,,Independent,,30 to 50K,Conservative,18 to 64,1.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.764,,,
24.0,86.0,10.0,First call,50-59,White,Male,Coleman,Disapprove,,,,,,,,,Same,,,Democrat,,50 to 75K,Conservative,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.857,,,
24.0,86.0,11.0,First call,45-49,White,Female,Coleman,Disapprove,,,,,,,,,Better,,,Independent,,30 to 50K,Conservative,18 to 64,1.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.819,,,
24.0,86.0,12.0,First call,18-24,White,Female,Coleman,Disapprove,,,,,,,,,Worse,,,Republican,,Under 15K,Conservative,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Republican,18 to 24,1.0,,,
24.0,86.0,13.0,First call,65 and over,White,Female,Coleman,,,,,,,,,,Same,,,Republican,,30 to 50K,Moderate,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.764,,,
24.0,86.0,14.0,First call,18-24,White,Male,Coleman,Approve,,,,,,,,,Better,,,Democrat,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,1.047,,,
24.0,86.0,15.0,First call,25-29,White,Male,Ventura,Disapprove,,,,,,,,,Better,,,Independent,,,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.7429999999999999,,,
24.0,86.0,16.0,First call,25-29,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Democrat,25 to 29,0.905,,,
24.0,86.0,17.0,Second call,30-39,White,Male,Coleman,Disapprove,Approve,,Neither,,,Yes,Yes,No,Worse,Dole,,Republican,No HS,Under 15K,Conservative,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.857,,,Unfavorable
24.0,86.0,18.0,Second call,18-24,White,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Better,Did not vote,,Something else,College grad,75 to 100K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.7429999999999999,,,Favorable
24.0,86.0,19.0,Second call,30-39,White,Male,Ventura,Disapprove,Disapprove,,Oppose Clinton,,,Yes,Yes,Yes,Same,Perot,,Republican,Some college,Under 15K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.608,,,Unfavorable
24.0,86.0,20.0,Second call,50-59,White,Female,Ventura,Approve,Disapprove,,Neither,,,No,Yes,Yes,Worse,Clinton,,Democrat,HS grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.58,,,Unfavorable
24.0,86.0,21.0,Second call,65 and over,White,Male,Coleman,Disapprove,Disapprove,,Oppose Clinton,,,,,Yes,Same,Perot,,Independent,Some college,Under 15K,Conservative,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.799,,,Unfavorable
24.0,86.0,22.0,Second call,60-64,White,Male,Coleman,Disapprove,Approve,,Oppose Clinton,,,Yes,Yes,,Same,Dole,,Independent,College grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.799,,,Unfavorable
24.0,86.0,23.0,Second call,50-59,White,Male,Coleman,Disapprove,Approve,,Neither,,,Yes,Yes,Yes,Better,Dole,,Independent,Postgrad,30 to 50K,Conservative,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.857,,,Unfavorable
24.0,86.0,24.0,Second call,50-59,White,Male,Coleman,Disapprove,Approve,,Neither,,,No,Yes,Yes,Same,Dole,,Republican,College grad,100K or more,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Republican,50 to 64,0.857,,,Unfavorable
24.0,86.0,25.0,Second call,50-59,White,Female,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Better,Perot,,Independent,Some college,50 to 75K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.58,,,Unfavorable
24.0,86.0,26.0,Second call,30-39,White,Female,Humphrey,Approve,Approve,,Support Clinton,,,No,No,Yes,Better,Dole,,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,Unfavorable
24.0,86.0,27.0,Second call,30-39,White,Female,Humphrey,Approve,Disapprove,,Support Clinton,,,No,No,Yes,Same,Clinton,,Democrat,College grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,Unfavorable
24.0,86.0,28.0,Second call,65 and over,White,Female,Humphrey,Approve,Disapprove,,Neither,,,No,No,No,Same,Clinton,,Democrat,HS grad,Under 15K,Moderate,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.6920000000000001,,,Favorable
24.0,86.0,29.0,Second call,30-39,White,Male,Humphrey,Disapprove,Approve,,Neither,,,No,No,Yes,Better,Dole,,Independent,College grad,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.776,,,Unfavorable
24.0,86.0,30.0,Second call,18-24,White,Male,Humphrey,Approve,Disapprove,,Neither,,,No,No,No,Same,Clinton,,Democrat,Some college,30 to 50K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.9480000000000001,,,Favorable
24.0,86.0,31.0,Second call,18-24,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Independent,,,Conservative,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.905,,,
24.0,86.0,32.0,Second call,25-29,White,Female,Humphrey,Approve,,,,,,,,,,,,Democrat,,30 to 50K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Democrat,25 to 29,0.905,,,
24.0,86.0,33.0,Second call,40-44,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.741,,,
24.0,86.0,34.0,Second call,30-39,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,
24.0,86.0,35.0,Second call,18-24,White,Female,Humphrey,Approve,,,,,,,,,Same,,,Democrat,,Under 15K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.905,,,
24.0,86.0,36.0,Second call,30-39,Other,Male,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.776,,,
24.0,86.0,37.0,Second call,18-24,White,Male,Ventura,Approve,,,,,,,,,Better,,,Independent,,100K or more,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.7429999999999999,,,
24.0,86.0,38.0,Second call,25-29,White,Female,Ventura,Approve,,,,,,,,,Same,,,Democrat,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Democrat,25 to 29,0.71,,,
24.0,86.0,39.0,Second call,65 and over,White,Female,Coleman,,,,,,,,,,Same,,,Republican,,50 to 75K,Conservative,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.764,,,
24.0,86.0,40.0,Second call,30-39,Other,Male,Coleman,Disapprove,,,,,,,,,Better,,,Republican,,Under 15K,Conservative,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.857,,,
24.0,86.0,41.0,Second call,40-44,White,Female,Coleman,Approve,,,,,,,,,Better,,,Democrat,,Under 15K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.819,,,
24.0,86.0,42.0,Second call,18-24,White,Male,Coleman,Approve,,,,,,,,,Same,,,Independent,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,1.047,,,
24.0,86.0,43.0,Second call,50-59,White,Female,Coleman,Approve,,,,,,,,,Better,,,Democrat,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.819,,,
24.0,86.0,44.0,Second call,25-29,White,Male,Other,Disapprove,,,,,,,,,Same,,,Independent,,15 to 30K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.903,,,
24.0,86.0,45.0,Third call,40-44,White,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Worse,Perot,,Independent,College grad,Under 15K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.608,,,Favorable
24.0,86.0,46.0,Third call,40-44,White,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,Yes,Worse,Clinton,,Independent,Some college,,Conservative,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.608,,,Favorable
24.0,86.0,47.0,Third call,50-59,White,Male,Ventura,Disapprove,Disapprove,,Neither,,,Yes,Yes,No,Same,Dole,,Independent,Postgrad,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.608,,,Unfavorable
24.0,86.0,48.0,Third call,40-44,White,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,Yes,Better,Clinton,,Independent,HS grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.608,,,Unfavorable
24.0,86.0,49.0,Third call,60-64,White,Female,Coleman,Approve,Disapprove,,Support Clinton,,,No,No,No,Better,Clinton,,Democrat,HS grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,50 to 64,0.764,,,Favorable
24.0,86.0,50.0,Third call,65 and over,White,Female,Coleman,Approve,Disapprove,,Neither,,,No,No,No,Same,Clinton,,Democrat,HS grad,Under 15K,Moderate,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.764,,,Favorable
24.0,86.0,51.0,Third call,25-29,White,Male,Coleman,Approve,Approve,,Neither,,,No,No,No,Better,Clinton,,,Some college,15 to 30K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,25 to 29,,25 to 29,1.047,,,Favorable
24.0,86.0,52.0,Third call,65 and over,White,Female,Coleman,Disapprove,Disapprove,,Neither,,,Yes,Yes,No,Same,Dole,,Republican,HS grad,15 to 30K,Conservative,65 and over,1.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.764,,,Unfavorable
24.0,86.0,53.0,Third call,50-59,White,Male,Humphrey,Approve,Disapprove,,Neither,,,No,No,No,Same,Clinton,,Democrat,Postgrad,100K or more,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.776,,,Favorable
24.0,86.0,54.0,Third call,30-39,White,Female,Humphrey,Approve,Disapprove,,Support Clinton,,,Yes,No,No,Same,Clinton,,Democrat,College grad,30 to 50K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,Favorable
24.0,86.0,55.0,Third call,30-39,White,Female,Humphrey,Approve,Disapprove,,Support Clinton,,,No,No,Yes,Worse,Clinton,,Democrat,Some college,Under 15K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,Unfavorable
24.0,86.0,56.0,Third call,50-59,White,Female,Humphrey,Approve,Disapprove,,Neither,,,No,No,Yes,Better,Clinton,,Democrat,Postgrad,Under 15K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.741,,,
24.0,86.0,57.0,Third call,40-44,White,Male,Ventura,Disapprove,,,,,,,,,Same,,,Republican,,50 to 75K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.608,,,
24.0,86.0,58.0,Third call,18-24,White,Male,Ventura,Approve,,,,,,,,,Better,,,Independent,,30 to 50K,Liberal,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.7429999999999999,,,
24.0,86.0,59.0,Third call,40-44,White,Male,Ventura,Approve,,,,,,,,,Same,,,Democrat,,30 to 50K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.608,,,
24.0,86.0,60.0,Third call,40-44,White,Male,Coleman,Disapprove,,,,,,,,,Same,,,Republican,,50 to 75K,Conservative,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.857,,,
24.0,86.0,61.0,Third call,18-24,White,Male,Coleman,Approve,,,,,,,,,Better,,,Democrat,,Under 15K,Moderate,18 to 64,1.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,1.047,,,
24.0,86.0,62.0,Third call,30-39,White,Male,Coleman,Disapprove,,,,,,,,,Better,,,Independent,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.857,,,
24.0,86.0,63.0,Third call,40-44,White,Male,Humphrey,Approve,,,,,,,,,Same,,,Democrat,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.776,,,
24.0,86.0,64.0,Third call,50-59,Other,Male,Humphrey,Approve,,,,,,,,,Better,,,Independent,,15 to 30K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.776,,,
24.0,86.0,65.0,Third call,50-59,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,75 to 100K,Liberal,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.741,,,
24.0,86.0,66.0,Third call,30-39,White,Female,Humphrey,Approve,,,,,,,,,Same,,,Democrat,,Under 15K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.741,,,
24.0,86.0,67.0,Third call,50-59,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Independent,,30 to 50K,Moderate,18 to 64,1.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.741,,,
24.0,86.0,68.0,Third call,40-44,White,Male,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,15 to 30K,Liberal,18 to 64,1.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.776,,,
24.0,87.0,1.0,Second call,30-39,White,Female,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,No,Better,Dole,Oppose,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.188,Abortion,About the same,Unfavorable
24.0,87.0,2.0,Second call,30-39,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Did not vote,Oppose,Independent,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.188,Abortion,About the same,Unfavorable
24.0,87.0,3.0,Second call,50-59,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Not so good,No,No,No,No,Worse,Clinton,Favor,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.178,Education,Worse,Favorable
24.0,87.0,4.0,Second call,40-44,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Not so good,Yes,Yes,Yes,No,Worse,Dole,Oppose,Republican,College grad,,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.188,Abortion,Better,Unfavorable
24.0,87.0,5.0,Second call,45-49,White,Female,Humphrey,Approve,Approve,Humphrey,Oppose Clinton,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Democrat,40 to 49,0.16999999999999998,Education,About the same,Favorable
24.0,87.0,6.0,Second call,45-49,White,Female,Humphrey,,Approve,Humphrey,Neither,Not so good,No,No,No,No,Worse,Clinton,Oppose,Democrat,HS grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Democrat,40 to 49,0.16999999999999998,State taxes,About the same,
24.0,87.0,7.0,Second call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,No,Yes,Yes,Same,Did not vote,Favor,Republican,Some college,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.19699999999999998,Economy/jobs,About the same,Unfavorable
24.0,87.0,8.0,Second call,50-59,White,Female,Ventura,Disapprove,Approve,Would not vote,Oppose Clinton,Good,No,No,Yes,No,Same,Did not vote,Favor,Independent,HS grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.134,Economy/jobs,Better,Unfavorable
24.0,87.0,9.0,Second call,50-59,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,No,No,Yes,Better,Dole,Oppose,Republican,Postgrad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Republican,50 to 64,0.19699999999999998,Education,About the same,Unfavorable
24.0,87.0,10.0,Second call,60-64,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Worse,Clinton,Oppose,Independent,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.16,,About the same,Favorable
24.0,87.0,11.0,Second call,18-24,White,Female,Ventura,,Approve,Humphrey,Neither,Good,No,No,No,No,Better,Perot,Oppose,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.164,Education,About the same,
24.0,87.0,12.0,Third call,18-24,White,Female,Ventura,Disapprove,Approve,Would not vote,Neither,Not so good,No,Yes,Yes,Yes,Worse,Perot,Favor,Independent,HS grad,Under 15K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.164,Education,Worse,Unfavorable
