State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,75.0,9.0,First call,18-24,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,No,No,No,Same,Did not vote,Republican,HS grad,15 to 30K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,18 to 29,18 to 24,Republican,18 to 24,0.6469999999999999,Unfavorable
37.0,75.0,10.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.632,Unfavorable
37.0,75.0,11.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.877,Favorable
37.0,75.0,12.0,First call,65 and over,White,Female,Carroll,Keating,Approve,Disapprove,Neither,No,No,,No,Same,Clinton,Democrat,HS grad,Under 15K,,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.613,Favorable
37.0,75.0,13.0,First call,,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,,Boyd is,State,Complete,Tulsa area,,,Democrat,,0.785,Unfavorable
37.0,75.0,14.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.877,Favorable
37.0,75.0,15.0,First call,50-59,White,Female,Nickles,Keating,,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,,No HS,30 to 50K,,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,,50 to 64,0.632,Unfavorable
37.0,75.0,16.0,First call,65 and over,White,Male,Nickles,Keating,,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.72,Unfavorable
37.0,75.0,17.0,Second call,60-64,White,Female,Nickles,,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,,,,18 to 64,,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,0.807,Unfavorable
37.0,75.0,18.0,Second call,65 and over,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.8640000000000001,Favorable
37.0,75.0,19.0,Second call,50-59,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.6429999999999999,Unfavorable
37.0,75.0,20.0,Second call,30-39,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,Yes,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.785,Favorable
37.0,75.0,21.0,Second call,65 and over,White,Male,Carroll,,Approve,,Support Clinton,No,Yes,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.7089999999999999,Favorable
37.0,75.0,22.0,Second call,65 and over,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.72,Favorable
37.0,75.0,23.0,Second call,30-39,White,Female,,Boyd,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.8640000000000001,Favorable
37.0,75.0,24.0,Second call,50-59,White,Male,Nickles,Boyd,Disapprove,Disapprove,Neither,No,No,No,No,Same,Perot,Republican,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.907,Unfavorable
37.0,75.0,25.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.6429999999999999,Unfavorable
37.0,75.0,26.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.6429999999999999,Unfavorable
37.0,75.0,27.0,Second call,65 and over,White,Female,Nickles,Keating,,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,,Moderate,65 and over,Both are,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.7089999999999999,Unfavorable
37.0,75.0,28.0,Second call,65 and over,White,Female,Nickles,Boyd,Approve,Approve,Neither,No,,,,Worse,Clinton,Republican,HS grad,15 to 30K,Conservative,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.997,
37.0,75.0,29.0,Second call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.771,Favorable
37.0,75.0,30.0,Second call,30-39,White,Female,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.632,Favorable
37.0,75.0,31.0,Second call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Neither are,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.877,Unfavorable
37.0,75.0,32.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.632,Unfavorable
37.0,75.0,33.0,Second call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.6429999999999999,Unfavorable
37.0,75.0,34.0,Second call,65 and over,Black,Female,Carroll,Keating,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.6629999999999999,Favorable
37.0,75.0,35.0,Second call,40-44,Black,Male,Nickles,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.979,Favorable
37.0,75.0,36.0,Second call,50-59,White,Male,Carroll,Boyd,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.785,Unfavorable
37.0,75.0,37.0,Second call,65 and over,White,Female,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,Under 15K,Moderate,65 and over,Both are,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.7089999999999999,Unfavorable
37.0,75.0,38.0,Second call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.771,Favorable
37.0,75.0,39.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.6429999999999999,Unfavorable
37.0,75.0,40.0,Third call,65 and over,White,,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.8640000000000001,Favorable
37.0,75.0,41.0,Third call,40-44,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Other,Republican,No HS,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.771,Unfavorable
37.0,75.0,42.0,Third call,40-44,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.785,Favorable
37.0,75.0,43.0,Third call,30-39,Other,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.771,Favorable
37.0,75.0,44.0,Third call,30-39,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Better,Perot,,College grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,,30 to 39,0.6429999999999999,Unfavorable
37.0,75.0,45.0,Third call,50-59,Other,Male,Nickles,Boyd,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.907,Unfavorable
37.0,75.0,46.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,,Perot,Republican,HS grad,15 to 30K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.632,Unfavorable
37.0,75.0,47.0,Third call,30-39,White,Male,Nickles,Other,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.38199999999999995,Unfavorable
37.0,75.0,48.0,Third call,50-59,Other,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,0.771,Unfavorable
37.0,75.0,49.0,Third call,45-49,White,Male,,Boyd,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,0.878,Unfavorable
37.0,75.0,50.0,Third call,30-39,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.771,Favorable
37.0,75.0,51.0,Third call,18-24,Hispanic,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Did not vote,Something else,,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,18 to 24,Independent/Other,18 to 24,0.688,Unfavorable
37.0,75.0,52.0,Third call,30-39,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.771,Favorable
37.0,75.0,53.0,Third call,65 and over,White,Female,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Something else,HS grad,15 to 30K,Liberal,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Independent/Other,65 and over,0.997,Unfavorable
37.0,75.0,54.0,Third call,30-39,White,Female,Nickles,Boyd,Approve,Disapprove,Neither,No,Yes,No,,Same,Other,Democrat,HS grad,15 to 30K,,18 to 64,Neither are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.89,
37.0,78.0,1.0,First call,60-64,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,,Yes,,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,2.201,Unfavorable
37.0,78.0,2.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,1.967,Unfavorable
37.0,78.0,3.0,First call,60-64,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,60 and over,60 and over,Democrat,50 to 64,2.165,
37.0,78.0,4.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,1.967,Unfavorable
37.0,78.0,5.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,Both are,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,2.165,Unfavorable
37.0,78.0,6.0,First call,45-49,White,Female,Nickles,Keating,Approve,,Neither,,,,Yes,Better,Dole,Republican,Some college,,Moderate,18 to 64,,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,1.935,Unfavorable
37.0,78.0,7.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,No,No,Worse,Perot,Independent,,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,1.967,Unfavorable
37.0,78.0,8.0,First call,50-59,White,Female,Carroll,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,,Republican,College grad,50 to 75K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.996,Unfavorable
37.0,78.0,9.0,First call,45-49,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,2.398,Favorable
37.0,78.0,10.0,First call,65 and over,White,,Nickles,Keating,,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,,Dole,Republican,No HS,,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,2.201,Unfavorable
37.0,78.0,11.0,First call,50-59,White,Female,Nickles,Boyd,Disapprove,Disapprove,Neither,No,Yes,No,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,2.722,Unfavorable
37.0,78.0,12.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Some college,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,2.398,Favorable
37.0,78.0,13.0,First call,45-49,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,,Worse,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,1.935,Unfavorable
37.0,78.0,14.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,,,Worse,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,1.935,Unfavorable
37.0,78.0,15.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,No HS,,Liberal,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,2.681,Favorable
37.0,78.0,16.0,First call,50-59,White,,Carroll,Boyd,Approve,,Neither,No,No,No,No,Better,Dole,Democrat,Some college,50 to 75K,Conservative,18 to 64,,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,2.358,
37.0,78.0,17.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,2.165,Unfavorable
37.0,78.0,18.0,Second call,65 and over,White,Male,Nickles,Keating,Approve,Approve,,Yes,,,,,,,,,,65 and over,Keating is,State,Not complete,Tulsa area,60 and over,60 and over,,65 and over,2.201,Favorable
37.0,78.0,19.0,Second call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,2.201,Unfavorable
37.0,78.0,20.0,Second call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.967,Unfavorable
37.0,78.0,21.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,No,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.935,Unfavorable
37.0,78.0,22.0,Second call,60-64,White,,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,No HS,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,2.201,Unfavorable
37.0,78.0,23.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,1.935,Unfavorable
37.0,78.0,24.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Keating is,State,Not complete,Tulsa area,30 to 44,30 to 39,,30 to 39,1.967,Unfavorable
37.0,78.0,25.0,Second call,65 and over,White,Female,Nickles,Boyd,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,3.048,Unfavorable
37.0,78.0,26.0,Second call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,1.935,Unfavorable
37.0,78.0,27.0,Second call,50-59,White,Female,Nickles,Keating,,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,1.935,Unfavorable
37.0,78.0,28.0,Third call,30-39,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,2.398,Favorable
37.0,80.0,1.0,First call,45-49,White,Male,Nickles,Keating,Approve,Approve,,,,,,,,,,,,18 to 64,,National,Not complete,West,45 to 59,40 to 49,,40 to 49,0.232,
37.0,80.0,2.0,First call,25-29,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,West,18 to 29,25 to 29,Independent/Other,25 to 29,0.221,Unfavorable
37.0,80.0,3.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,,National,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.21800000000000003,Unfavorable
37.0,80.0,4.0,First call,18-24,White,Female,Nickles,Boyd,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,0.256,Unfavorable
37.0,80.0,5.0,First call,45-49,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Republican,Postgrad,75 to 100K,Conservative,18 to 64,,National,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.21800000000000003,Favorable
