V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,113.0,6.0,First call,1.0,45-49,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,No,State,Complete,South,45-59,40-49,Democrat,40-49,1.009,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,113.0,7.0,First call,1.0,30-39,White,Male,Bush,Sharp,Mattox,No,Approve,Approve,Less Likely,White,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Liberal,18-64,No,State,Complete,South,30-44,30-39,Democrat,30-39,1.103,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,113.0,8.0,First call,1.0,40-44,White,Female,Bush,Perry,Mattox,No,Approve,Approve,Less Likely,White,Local Level,Neither,No,Good,Run for President,No,No,No,Better,Dole,Republican,Postgrad,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,0.987,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,113.0,9.0,First call,1.0,60-64,White,Male,Bush,Sharp,,No,Disapprove,Approve,More Likely,White,State Level,Neither,Yes,Good,Run for President,No,No,Yes,Worse,Did Not Vote,Democrat,High School Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,50-64,1.478,Welfare,Worse,Unfavorable
1.0,0.0,G,44.0,113.0,10.0,First call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,High School Graduate,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.399,Education,Same,Unfavorable
1.0,0.0,G,44.0,113.0,11.0,First call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,No,Good,Serve out Term,Yes,Yes,Yes,Better,Dole,Independent,Some College,"Under $15,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.103,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,12.0,First call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Excellent,Serve out Term,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.219,State Surplus,Same,Unfavorable
1.0,0.0,G,44.0,113.0,13.0,Second call,1.0,65 and over,White,Female,Bush,,Mattox,No,Disapprove,Disapprove,Less Likely,White,,,Yes,Not So Good,Serve out Term,Yes,,,Same,Did Not Vote,,,,,65 and Over,,State,Complete,South,60 and Over,60 and Over,,65 and Over,1.278,Education,Worse,Unfavorable
1.0,0.0,G,44.0,113.0,14.0,Second call,1.0,45-49,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,White,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Worse,Perot,Democrat,High School Graduate,"$30,000-$50,000",Moderate,18-64,No,State,Complete,South,45-59,40-49,Democrat,40-49,0.658,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,113.0,15.0,Second call,1.0,45-49,Hispanic,Male,Bush,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Support Clinton,No,Not So Good,Serve out Term,No,No,Yes,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,South,45-59,40-49,Democrat,40-49,0.794,Crime/Drugs,Worse,Favorable
1.0,0.0,G,44.0,113.0,16.0,Second call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Not So Good,Serve out Term,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,South,45-59,40-49,Independent/Other,40-49,1.219,,Worse,Unfavorable
1.0,0.0,G,44.0,113.0,17.0,Second call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Serve out Term,Yes,Yes,Yes,Better,Dole,Republican,Some College,"$50,000-$75,000",Liberal,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.103,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,18.0,Second call,1.0,45-49,White,Male,Bush,Sharp,Mattox,No,Approve,Approve,No Effect,White,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,Yes,No,Same,Did Not Vote,Democrat,Some College,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,South,45-59,40-49,Democrat,40-49,1.103,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,113.0,19.0,Second call,1.0,50-59,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Not So Good,Serve out Term,Yes,Yes,Yes,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,45-59,50-59,Democrat,50-64,1.236,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,113.0,20.0,Second call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Not So Good,Serve out Term,Yes,Yes,Yes,Worse,Dole,Republican,Some College,"$30,000-$50,000",Conservative,18-64,No,State,Complete,South,30-44,40-49,Republican,40-49,1.103,State Surplus,Better,Unfavorable
1.0,0.0,G,44.0,113.0,21.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Not So Good,Serve out Term,Yes,Yes,Yes,Better,Dole,Republican,High School Graduate,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.545,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,22.0,Second call,1.0,30-39,White,Male,Bush,Sharp,Mattox,No,Approve,Approve,Less Likely,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,Yes,Worse,Clinton,Democrat,Some College,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Democrat,30-39,1.103,Welfare,Worse,Favorable
1.0,0.0,G,44.0,113.0,23.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Not So Good,Serve out Term,Yes,Yes,Yes,Worse,,Republican,No High School,"$30,000-$50,000",,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.545,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,113.0,24.0,Second call,1.0,50-59,White,Male,Mauro,Sharp,Mattox,No,Approve,Approve,More Likely,White,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,No,No,Better,Clinton,Democrat,No High School,"$50,000-$75,000",Moderate,18-64,No,State,Complete,South,45-59,50-59,Democrat,50-64,1.009,Education,Same,Favorable
1.0,0.0,G,44.0,113.0,25.0,Second call,1.0,40-44,Hispanic,Male,Bush,Perry,Cornyn,Yes,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,College Graduate,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,0.879,,Better,Unfavorable
1.0,0.0,G,44.0,113.0,26.0,Second call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,Less Likely,White,State Level,Neither,No,Excellent,Run for President,No,No,Yes,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Democrat,50-64,1.219,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,113.0,27.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.545,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,113.0,28.0,Second call,1.0,25-29,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,No Effect,Hispanic,State Level,Neither,Yes,Good,Run for President,No,No,Yes,Same,Dole,Republican,College Graduate,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,South,18-29,25-29,Republican,25-29,0.827,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,29.0,Second call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Good,Serve out Term,Yes,No,Yes,Same,Dole,Republican,Postgrad,"100,000 or More",Liberal,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,1.219,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,113.0,30.0,Third call,1.0,50-59,White,Male,Bush,Sharp,Mattox,No,,Disapprove,No Effect,White,Local Level,Neither,,Good,Serve out Term,No,No,No,Worse,Clinton,Independent,High School Graduate,,Moderate,18-64,No,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.103,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,113.0,31.0,Third call,1.0,45-49,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,Yes,Poor,Serve out Term,No,No,Yes,Better,Dole,Democrat,High School Graduate,"$50,000-$75,000",Moderate,18-64,,State,Complete,South,45-59,40-49,Democrat,40-49,0.658,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,113.0,32.0,Third call,1.0,18-24,White,Female,Bush,Perry,,No,Disapprove,,No Effect,White,State Level,Neither,Yes,Good,Run for President,,,,Better,Dole,Something Else,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,18-29,18-24,Independent/Other,18-24,1.088,,Same,
1.0,0.0,G,44.0,113.0,33.0,Third call,1.0,60-64,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,No,Yes,Yes,Same,Did Not Vote,Independent,No High School,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,50-64,1.399,,Same,Unfavorable
1.0,0.0,G,44.0,113.0,34.0,Third call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,Yes,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Some College,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,South,18-29,18-24,Republican,18-24,1.27,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,35.0,Third call,1.0,18-24,White,Male,Bush,Perry,Cornyn,,,,No Effect,White,State Level,,No,,Serve out Term,,,,,,,,,,18-64,Yes,State,Not Complete,South,18-29,18-24,,18-24,1.27,Economy/Jobs,,
1.0,0.0,G,44.0,113.0,36.0,Third call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$15,000-$30,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.545,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,37.0,Third call,1.0,50-59,White,Female,Bush,Sharp,Cornyn,No,Approve,Approve,No Effect,White,State Level,Neither,No,Good,Serve out Term,Yes,Yes,Yes,Worse,Did Not Vote,Something Else,Some College,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.118,Education,Same,Unfavorable
1.0,0.0,G,44.0,113.0,38.0,Third call,1.0,18-24,White,Female,Bush,Sharp,Cornyn,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Something Else,College Graduate,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,18-29,18-24,Independent/Other,18-24,1.166,Education,Better,
1.0,0.0,G,44.0,113.0,39.0,Third call,1.0,40-44,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Not So Good,Run for President,No,No,Yes,Better,Clinton,Democrat,No High School,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,30-44,40-49,Democrat,40-49,1.118,Crime/Drugs,Worse,Favorable
1.0,0.0,G,44.0,113.0,40.0,Third call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Moderate,18-64,No,State,Complete,South,30-44,40-49,Democrat,40-49,0.658,Education,Better,Favorable
1.0,0.0,G,44.0,113.0,41.0,Third call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Moderate,18-64,No,State,Complete,South,30-44,40-49,Democrat,40-49,0.658,Education,Same,Favorable
1.0,0.0,G,44.0,113.0,42.0,Third call,1.0,30-39,White,Female,Bush,Other,Other,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Good,Serve out Term,Yes,Yes,Yes,Same,Dole,Independent,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,2.314,Education,Same,Unfavorable
1.0,0.0,G,44.0,113.0,43.0,Third call,1.0,18-24,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,No Effect,Hispanic,Local Level,Neither,No,Excellent,Run for President,Yes,Yes,Yes,Better,Dole,Republican,No High School,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,South,18-29,18-24,Republican,18-24,0.827,Education,Same,Unfavorable
1.0,0.0,G,44.0,113.0,44.0,Third call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,45-59,40-49,Republican,40-49,1.103,Education,Better,Unfavorable
1.0,0.0,G,44.0,113.0,45.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Good,,Yes,Yes,No,Same,Dole,Independent,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.219,,Better,Unfavorable
1.0,0.0,G,44.0,113.0,46.0,Third call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Not So Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.103,Education,Worse,Unfavorable
1.0,0.0,G,44.0,113.0,47.0,Third call,1.0,50-59,White,Male,Bush,,Mattox,No,Disapprove,Disapprove,Less Likely,White,State Level,Neither,No,Good,Run for President,Yes,Yes,No,Same,Dole,Independent,High School Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.112,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,137.0,1.0,First call,1.0,25-29,White,Female,Bush,Sharp,,No,Disapprove,Approve,,White,,Neither,No,,,No,No,No,Same,Did Not Vote,Republican,Some College,"$30,000-$50,000",Moderate,18-64,,National,Complete,South,18-29,25-29,Republican,25-29,1.567,,,Favorable
1.0,0.0,G,44.0,137.0,2.0,First call,1.0,30-39,Hispanic,Female,Bush,Sharp,,Yes,Approve,Disapprove,,Hispanic,,Support Clinton,No,,,No,No,No,Better,Clinton,Democrat,Some College,"Under $15,000",Moderate,18-64,,National,Complete,South,30-44,30-39,Democrat,30-39,1.086,,,Unfavorable
1.0,0.0,G,44.0,137.0,3.0,First call,1.0,50-59,Hispanic,Female,Bush,Perry,,Yes,Disapprove,Approve,,Hispanic,,Neither,Yes,,,Yes,Yes,Yes,Same,Dole,Independent,Some College,"$75,000-$100,000",Moderate,18-64,,National,Complete,South,45-59,50-59,Independent/Other,50-64,1.07,,,Unfavorable
1.0,0.0,G,44.0,137.0,4.0,First call,1.0,45-49,Hispanic,Male,Bush,Perry,,Yes,Disapprove,Approve,,Hispanic,,Oppose Clinton,No,,,Yes,Yes,,Worse,Dole,Independent,College Graduate,"$75,000-$100,000",Moderate,18-64,,National,Complete,South,45-59,40-49,Independent/Other,40-49,1.18,,,Unfavorable
1.0,0.0,G,44.0,137.0,5.0,First call,1.0,50-59,Hispanic,Male,Mauro,Sharp,,Yes,Disapprove,Disapprove,,Hispanic,,Neither,Yes,,,No,No,Yes,Better,Clinton,Independent,Some College,"$30,000-$50,000",Moderate,18-64,,National,Complete,South,45-59,50-59,Independent/Other,50-64,1.091,,,Unfavorable
1.0,0.0,G,44.0,137.0,6.0,First call,1.0,50-59,White,Female,Bush,Perry,,No,Disapprove,Approve,,White,,Oppose Clinton,No,,,Yes,Yes,Yes,Worse,Dole,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,,National,Complete,South,45-59,50-59,Democrat,50-64,1.483,,,Unfavorable
1.0,0.0,G,44.0,137.0,7.0,First call,1.0,50-59,White,Female,Bush,Perry,,No,Approve,Disapprove,,White,,Support Clinton,Yes,,,No,No,No,Same,Clinton,Republican,High School Graduate,"100,000 or More",Liberal,18-64,,National,Complete,South,45-59,50-59,Republican,50-64,1.483,,,Favorable
1.0,0.0,G,44.0,137.0,8.0,First call,1.0,50-59,White,Female,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$30,000-$50,000",Conservative,18-64,,National,Complete,South,45-59,50-59,Republican,50-64,1.5030000000000001,,,
1.0,0.0,G,44.0,137.0,9.0,First call,1.0,45-49,White,Male,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Better,,Republican,,"100,000 or More",Conservative,18-64,,National,Complete,South,45-59,40-49,Republican,40-49,1.6589999999999998,,,
1.0,0.0,G,44.0,137.0,10.0,First call,1.0,40-44,White,Female,Bush,Sharp,,No,Approve,,,White,,,,,,,,,Worse,,Independent,,"$30,000-$50,000",Moderate,18-64,,National,Complete,South,30-44,40-49,Independent/Other,40-49,1.5030000000000001,,,
1.0,0.0,G,44.0,137.0,11.0,First call,1.0,60-64,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Independent,,"$50,000-$75,000",Moderate,18-64,,National,Complete,South,60 and Over,60 and Over,Independent/Other,50-64,2.073,,,
1.0,0.0,G,44.0,137.0,12.0,First call,1.0,40-44,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$75,000-$100,000",Conservative,18-64,,National,Complete,South,30-44,40-49,Republican,40-49,1.483,,,
1.0,0.0,G,44.0,137.0,13.0,First call,1.0,50-59,Hispanic,Male,Bush,Sharp,,Yes,Approve,,,Hispanic,,,,,,,,,Better,,Independent,,"$50,000-$75,000",Moderate,18-64,,National,Complete,South,45-59,50-59,Independent/Other,50-64,1.196,,,
1.0,0.0,G,44.0,137.0,14.0,First call,1.0,50-59,Hispanic,Male,Bush,Perry,,Yes,Disapprove,,,Other,,,,,,,,,Same,,Republican,,"100,000 or More",Conservative,18-64,,National,Complete,South,45-59,50-59,Republican,50-64,1.18,,,
1.0,0.0,G,44.0,137.0,15.0,Second call,1.0,30-39,Hispanic,Male,Bush,Sharp,,Yes,Approve,Approve,,Hispanic,,Support Clinton,No,,,No,No,,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Liberal,18-64,,National,Complete,South,30-44,30-39,Democrat,30-39,1.196,,,Unfavorable
1.0,0.0,G,44.0,137.0,16.0,Second call,1.0,30-39,White,Female,Bush,Perry,,No,Disapprove,Approve,,White,,Neither,Yes,,,Yes,Yes,Yes,Better,Perot,Democrat,High School Graduate,"$30,000-$50,000",Conservative,18-64,,National,Complete,South,30-44,30-39,Democrat,30-39,1.483,,,Unfavorable
1.0,0.0,G,44.0,137.0,17.0,Second call,1.0,25-29,Hispanic,Male,Bush,Perry,,Yes,Disapprove,,,White,,Neither,No,,,Yes,Yes,No,Better,Dole,Republican,Some College,"$50,000-$75,000",Liberal,18-64,,National,Complete,South,18-29,25-29,Republican,25-29,1.23,,,Unfavorable
1.0,0.0,G,44.0,137.0,18.0,Second call,1.0,45-49,White,Female,Bush,Perry,,No,Disapprove,Disapprove,,White,,Oppose Clinton,Yes,,,Yes,Yes,Yes,Better,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,,National,Complete,South,45-59,40-49,Republican,40-49,1.483,,,Unfavorable
1.0,0.0,G,44.0,137.0,19.0,Second call,1.0,25-29,White,Male,Bush,Perry,,No,Disapprove,Approve,,White,,Oppose Clinton,No,,,Yes,Yes,No,Worse,Did Not Vote,Republican,Postgrad,"$30,000-$50,000",Conservative,18-64,,National,Complete,South,18-29,25-29,Republican,25-29,1.704,,,Unfavorable
1.0,0.0,G,44.0,137.0,20.0,Second call,1.0,30-39,White,Male,Bush,Perry,,No,Disapprove,Approve,,White,,Oppose Clinton,No,,,Yes,Yes,No,Better,Dole,Independent,College Graduate,"$50,000-$75,000",Conservative,18-64,,National,Complete,South,30-44,30-39,Independent/Other,30-39,1.637,,,Unfavorable
1.0,0.0,G,44.0,137.0,21.0,Second call,1.0,45-49,White,Male,Bush,Perry,,No,Approve,,,White,,,,,,,,,Better,,Republican,,"$50,000-$75,000",,18-64,,National,Complete,South,45-59,40-49,Republican,40-49,1.637,,,
1.0,0.0,G,44.0,137.0,22.0,Second call,1.0,45-49,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$50,000-$75,000",Moderate,18-64,,National,Complete,South,45-59,40-49,Republican,40-49,1.637,,,
1.0,0.0,G,44.0,137.0,23.0,Second call,1.0,30-39,Hispanic,Male,Mauro,Sharp,,Yes,,,,Hispanic,,,,,,,,,Better,,Independent,,"$50,000-$75,000",Liberal,18-64,,National,Complete,South,30-44,30-39,Independent/Other,30-39,1.091,,,
1.0,0.0,G,44.0,137.0,24.0,Second call,1.0,45-49,White,Male,,Perry,,No,Disapprove,,,White,,,,,,,,,,,Democrat,,"$75,000-$100,000",Moderate,18-64,,National,Complete,South,45-59,40-49,Democrat,40-49,1.58,,,
1.0,0.0,G,44.0,137.0,25.0,Second call,1.0,50-59,Hispanic,Female,Mauro,Sharp,,Yes,Approve,,,Hispanic,,,,,,,,,Same,,Democrat,,"$30,000-$50,000",Liberal,18-64,,National,Complete,South,45-59,50-59,Democrat,50-64,0.991,,,
1.0,0.0,G,44.0,137.0,26.0,Second call,1.0,30-39,Black,Male,Bush,Perry,,No,Disapprove,,,Black,,,,,,,,,Same,,Republican,,"$50,000-$75,000",Conservative,18-64,,National,Complete,South,30-44,30-39,Republican,30-39,1.18,,,
1.0,0.0,G,44.0,137.0,27.0,Third call,1.0,65 and over,White,Female,Bush,Perry,,No,Disapprove,Approve,,White,,Oppose Clinton,No,,,Yes,,Yes,Same,Dole,Independent,Some College,"$75,000-$100,000",Moderate,65 and Over,,National,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.879,,,Unfavorable
