State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,96.0,7.0,First call,45-49,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.62
1.0,96.0,8.0,First call,45-49,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,2.083
1.0,96.0,9.0,First call,50-59,White,Male,Shelby,James,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Independent,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.62
1.0,96.0,10.0,First call,45-49,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,1.396
1.0,96.0,11.0,First call,45-49,Black,Male,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,1.786
1.0,96.0,12.0,First call,65 and over,White,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,2.933
1.0,96.0,13.0,First call,60-64,White,Male,Shelby,Siegelman,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,60 and over,65 and over,,50 to 64,2.516
1.0,96.0,14.0,Second call,50-59,White,Female,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.396
1.0,96.0,15.0,Second call,50-59,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.7930000000000001
1.0,96.0,16.0,Second call,30-39,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Democrat,College grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Democrat,30 to 39,1.546
1.0,96.0,17.0,Second call,30-39,White,Female,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.546
1.0,96.0,18.0,Second call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,1.396
1.0,96.0,19.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,,15 to 30K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Independent/Other,65 and over,2.273
1.0,96.0,20.0,Second call,25-29,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,North Central,18 to 29,25 to 29,Democrat,25 to 29,2.849
1.0,96.0,21.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,1.396
1.0,96.0,22.0,Third call,45-49,White,Female,Shelby,,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Did not vote,Democrat,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,1.455
1.0,96.0,23.0,Third call,65 and over,White,Female,Sudith,James,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Liberal,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,2.648
1.0,96.0,24.0,Third call,65 and over,White,Female,Sudith,James,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,2.648
1.0,96.0,25.0,Third call,50-59,Black,,Shelby,Siegelman,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Something else,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.786
1.0,96.0,26.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,Yes,No,No,No,Better,Clinton,Something else,College grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.7930000000000001
1.0,96.0,27.0,Third call,65 and over,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,Some college,15 to 30K,Conservative,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Independent/Other,65 and over,2.516
1.0,96.0,28.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,1.396
1.0,96.0,29.0,Third call,45-49,Black,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,2.419
1.0,96.0,30.0,Third call,65 and over,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Independent/Other,65 and over,2.516
1.0,96.0,31.0,Third call,65 and over,White,Female,,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Something else,HS grad,Under 15K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Independent/Other,65 and over,2.176
1.0,96.0,32.0,Third call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,2.091
1.0,96.0,33.0,Third call,45-49,White,Female,Shelby,James,Approve,Disapprove,Neither,Yes,No,No,Yes,Worse,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.396
1.0,96.0,34.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.62
1.0,96.0,35.0,Third call,25-29,White,Male,Shelby,Siegelman,Approve,Approve,Neither,Yes,No,No,Yes,Same,Dole,Independent,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,North Central,18 to 29,25 to 29,Independent/Other,25 to 29,2.455
1.0,96.0,36.0,Third call,40-44,White,Male,Shelby,James,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,1.62
1.0,99.0,1.0,First call,65 and over,White,Female,Sudith,Siegelman,Approve,Approve,,Yes,,,,,,,,,,65 and over,Favor,State,Not complete,North Central,60 and over,65 and over,,65 and over,2.001
1.0,99.0,2.0,First call,50-59,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.224
1.0,99.0,3.0,First call,50-59,White,Female,Shelby,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,,State,Not complete,North Central,45 to 59,50 to 59,,50 to 64,1.054
1.0,99.0,4.0,First call,65 and over,Black,Male,,Siegelman,Approve,Disapprove,,No,,,,,,,,,,65 and over,Favor,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.901
1.0,99.0,5.0,First call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,0.9510000000000001
1.0,99.0,6.0,First call,30-39,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9510000000000001
1.0,99.0,7.0,First call,50-59,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,1.105
1.0,99.0,8.0,First call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Independent,HS grad,100K or more,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.9510000000000001
1.0,99.0,9.0,First call,18-24,Black,Male,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,18 to 24,Democrat,18 to 24,2.2560000000000002
1.0,99.0,10.0,First call,45-49,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,1.105
1.0,99.0,11.0,First call,18-24,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,North Central,18 to 29,18 to 24,Democrat,18 to 24,1.442
1.0,99.0,12.0,First call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.224
1.0,99.0,13.0,Second call,40-44,White,Female,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,30 to 44,40 to 49,,40 to 49,0.9510000000000001
1.0,99.0,14.0,Second call,30-39,White,Female,Sudith,Siegelman,,,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,30 to 44,30 to 39,,30 to 39,1.428
1.0,99.0,15.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Democrat,Some college,15 to 30K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.552
1.0,99.0,16.0,Second call,60-64,White,Female,Shelby,James,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,60 and over,65 and over,,50 to 64,1.337
1.0,99.0,17.0,Second call,40-44,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.649
1.0,99.0,18.0,Second call,30-39,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Democrat,30 to 39,1.054
1.0,99.0,19.0,Second call,50-59,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.054
1.0,99.0,20.0,Second call,65 and over,Black,Female,Sudith,Siegelman,Approve,Disapprove,,No,,,,,,,,,,65 and over,,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.9929999999999999
1.0,99.0,21.0,Second call,25-29,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Republican,25 to 29,1.513
1.0,99.0,22.0,Third call,18-24,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,18 to 29,18 to 24,Republican,18 to 24,1.513
1.0,99.0,23.0,Third call,40-44,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,0.9510000000000001
1.0,99.0,24.0,Third call,40-44,White,Female,Shelby,James,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Perot,Something else,HS grad,100K or more,Conservative,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Independent/Other,40 to 49,0.9510000000000001
1.0,99.0,25.0,Third call,50-59,White,Female,Sudith,Siegelman,,Approve,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,45 to 59,50 to 59,,50 to 64,1.428
1.0,99.0,26.0,Third call,65 and over,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,,Same,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.9929999999999999
1.0,99.0,27.0,Third call,30-39,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9510000000000001
1.0,99.0,28.0,Third call,45-49,White,Male,Shelby,Siegelman,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,45 to 59,40 to 49,,40 to 49,1.224
1.0,99.0,29.0,Third call,40-44,White,Female,Shelby,Siegelman,Approve,,Neither,No,,,,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,1.054
1.0,99.0,30.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,No,No,No,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,0.9510000000000001
1.0,99.0,31.0,Third call,18-24,Other,Female,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,18 to 29,18 to 24,Democrat,18 to 24,1.442
1.0,99.0,32.0,Third call,25-29,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,18 to 29,25 to 29,Republican,25 to 29,1.442
1.0,99.0,33.0,Third call,30-39,White,Male,Sudith,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Something else,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.497
1.0,99.0,34.0,Third call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,Neither,No,No,No,No,Better,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,1.105
1.0,99.0,35.0,Third call,25-29,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.442
1.0,100.0,1.0,First call,25-29,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,18 to 29,25 to 29,Democrat,25 to 29,1.207
1.0,100.0,2.0,First call,18-24,White,Female,Shelby,James,Disapprove,,Neither,,Yes,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,18 to 24,Independent/Other,18 to 24,0.9400000000000001
1.0,100.0,3.0,First call,65 and over,White,Female,Sudith,James,Approve,,Neither,Yes,No,,,Better,Did not vote,Democrat,No HS,,Liberal,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.305
1.0,100.0,4.0,First call,65 and over,White,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.444
1.0,100.0,5.0,First call,50-59,White,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,1.195
1.0,100.0,6.0,First call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Democrat,HS grad,30 to 50K,Moderate,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.119
1.0,100.0,7.0,First call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Democrat,30 to 39,0.8820000000000001
1.0,100.0,8.0,First call,60-64,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,60 and over,65 and over,Independent/Other,50 to 64,1.066
1.0,100.0,9.0,First call,60-64,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,,,,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,North Central,60 and over,65 and over,Republican,50 to 64,0.9620000000000001
1.0,100.0,10.0,First call,65 and over,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,65 and over,Oppose,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.119
1.0,100.0,11.0,First call,50-59,White,Female,Shelby,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.716
1.0,100.0,12.0,First call,50-59,White,Male,Sudith,Siegelman,Approve,Approve,Neither,,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,1.195
1.0,100.0,13.0,First call,60-64,White,Female,,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,,Moderate,18 to 64,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,50 to 64,1.186
1.0,100.0,14.0,Second call,65 and over,White,Female,Sudith,Siegelman,Disapprove,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.444
1.0,100.0,15.0,Second call,40-44,White,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Democrat,40 to 49,1.195
1.0,100.0,16.0,Second call,50-59,White,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,1.195
1.0,100.0,17.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,65 and over,Oppose,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.119
1.0,100.0,18.0,Second call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,,Yes,,,,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,1.03
1.0,100.0,19.0,Second call,25-29,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Republican,25 to 29,0.9400000000000001
1.0,100.0,20.0,Second call,40-44,White,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,Yes,No,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Democrat,40 to 49,1.195
