State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,68.0,38.0,Third call,40-44,White,Male,King,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.376
20.0,68.0,39.0,Third call,60-64,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,75 to 100K,Conservative,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.163
20.0,68.0,40.0,Third call,50-59,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Other,Republican,,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.129
20.0,68.0,41.0,Third call,30-39,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Perot,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.376
20.0,68.0,42.0,Third call,40-44,White,Female,King,Disapprove,Approve,Neither,No,No,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.431
20.0,68.0,43.0,Third call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,,30 to 50K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,,50 to 64,1.376
20.0,68.0,44.0,Third call,45-49,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.085
20.0,68.0,45.0,Third call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.431
20.0,69.0,1.0,First call,40-44,White,Female,Longley,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Perot,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.172
20.0,69.0,2.0,First call,30-39,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.127
20.0,69.0,3.0,First call,50-59,White,Male,Other,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.244
20.0,69.0,4.0,First call,30-39,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.973
20.0,69.0,5.0,First call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.774
20.0,69.0,6.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.774
20.0,69.0,7.0,First call,50-59,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,0.973
20.0,69.0,8.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.845
20.0,69.0,9.0,First call,65 and over,White,Female,King,Disapprove,Approve,Oppose Clinton,,Yes,,Same,Dole,Republican,,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.845
20.0,69.0,10.0,First call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.486
20.0,69.0,11.0,Second call,65 and over,White,Male,Other,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.544
20.0,69.0,12.0,Second call,60-64,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Republican,50 to 64,1.845
20.0,69.0,13.0,Second call,60-64,White,Female,Connelly,Approve,Approve,Neither,Yes,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.209
20.0,69.0,14.0,Second call,30-39,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Democrat,Under 15K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.486
20.0,69.0,15.0,Second call,30-39,White,Female,Longley,Disapprove,Disapprove,Neither,Yes,Yes,No,,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.172
20.0,69.0,16.0,Second call,40-44,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Worse,Perot,Independent,Under 15K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.127
20.0,69.0,17.0,Second call,25-29,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.127
20.0,69.0,18.0,Second call,50-59,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.127
20.0,69.0,19.0,Second call,30-39,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.172
20.0,69.0,20.0,Second call,65 and over,White,Male,Other,Approve,Disapprove,Support Clinton,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.544
20.0,69.0,21.0,Second call,50-59,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Dole,Republican,15 to 30K,,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.172
20.0,69.0,22.0,Second call,45-49,White,Female,Connelly,Approve,Disapprove,Oppose Clinton,No,No,Yes,Better,Clinton,Independent,Under 15K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.973
20.0,69.0,23.0,Second call,45-49,White,Female,Longley,Approve,Disapprove,Neither,No,Yes,Yes,Better,Perot,Democrat,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.172
20.0,69.0,24.0,Second call,65 and over,White,Female,King,,,Oppose Clinton,,Yes,,Same,Did not vote,Republican,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.845
20.0,69.0,25.0,Second call,60-64,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.6059999999999999
20.0,69.0,26.0,Second call,30-39,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.127
20.0,69.0,27.0,Second call,65 and over,White,Female,Connelly,Approve,Disapprove,Oppose Clinton,No,No,No,Same,Dole,Democrat,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.209
20.0,69.0,28.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.486
20.0,69.0,29.0,Third call,18-24,White,Female,King,Approve,Disapprove,Neither,No,No,,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,1.7890000000000001
20.0,69.0,30.0,Third call,25-29,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,18 to 29,25 to 29,Democrat,25 to 29,1.171
20.0,69.0,31.0,Third call,25-29,White,Male,Connelly,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.127
20.0,69.0,32.0,Third call,50-59,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.486
20.0,69.0,33.0,Third call,25-29,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.498
20.0,69.0,34.0,Third call,30-39,White,Female,King,Approve,Approve,Neither,No,Yes,No,Same,Clinton,Independent,100K or more,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.486
20.0,69.0,35.0,Third call,40-44,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Perot,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.127
20.0,69.0,36.0,Third call,50-59,Other,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.486
20.0,69.0,37.0,Third call,18-24,White,Female,Other,Disapprove,Disapprove,Neither,,Yes,,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,18 to 29,18 to 24,Independent/Other,18 to 24,1.558
20.0,69.0,38.0,Third call,45-49,White,Female,King,Approve,Approve,Neither,No,Yes,Yes,Better,Perot,Independent,100K or more,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.486
20.0,69.0,39.0,Third call,45-49,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.936
20.0,69.0,40.0,Third call,50-59,White,Male,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.429
20.0,69.0,41.0,Third call,40-44,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.172
20.0,69.0,42.0,Third call,30-39,White,Female,King,Disapprove,Disapprove,Neither,No,No,,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.486
20.0,69.0,43.0,Third call,40-44,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Other,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.486
20.0,69.0,44.0,Third call,65 and over,White,Male,Longley,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,15 to 30K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.4
20.0,69.0,45.0,Third call,30-39,White,Male,King,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.429
20.0,69.0,46.0,Third call,25-29,White,Female,King,Disapprove,,Neither,Yes,Yes,,Better,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.7890000000000001
20.0,69.0,47.0,Third call,30-39,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.486
20.0,69.0,48.0,Third call,60-64,White,Male,Connelly,Approve,Disapprove,Neither,No,Yes,No,Same,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.161
20.0,69.0,49.0,Third call,50-59,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.127
20.0,69.0,50.0,Third call,30-39,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,,,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.127
20.0,75.0,1.0,First call,30-39,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.385
20.0,75.0,2.0,First call,50-59,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.385
20.0,75.0,3.0,First call,30-39,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.755
20.0,75.0,4.0,First call,50-59,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Did not vote,Independent,,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.149
20.0,75.0,5.0,First call,45-49,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.331
20.0,75.0,6.0,First call,30-39,White,Female,King,Approve,,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.755
20.0,75.0,7.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,2.179
20.0,75.0,8.0,First call,30-39,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,No,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.755
20.0,75.0,9.0,First call,45-49,White,Female,Connelly,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.149
20.0,75.0,10.0,First call,50-59,White,Male,Longley,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.331
20.0,75.0,11.0,Second call,50-59,White,Male,King,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.6869999999999998
20.0,75.0,12.0,Second call,60-64,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,2.179
20.0,75.0,13.0,Second call,18-24,White,Female,Connelly,Approve,Disapprove,Neither,No,Yes,No,Same,Did not vote,Something else,15 to 30K,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Independent/Other,18 to 24,1.384
20.0,75.0,14.0,Second call,45-49,White,Male,King,Approve,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,1.6869999999999998
20.0,75.0,15.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.755
20.0,75.0,16.0,Second call,40-44,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,No,Better,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.6869999999999998
20.0,75.0,17.0,Second call,30-39,White,Male,King,Disapprove,Disapprove,Neither,No,No,Yes,Better,,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.6869999999999998
20.0,75.0,18.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,2.095
20.0,75.0,19.0,Second call,40-44,White,Female,King,Approve,,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.755
20.0,75.0,20.0,Second call,30-39,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.331
20.0,75.0,21.0,Second call,40-44,White,Male,King,Approve,Approve,Neither,No,Yes,Yes,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.6869999999999998
20.0,75.0,22.0,Second call,30-39,White,Male,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Better,Other,Something else,50 to 75K,,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.469
20.0,75.0,23.0,Second call,50-59,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,75 to 100K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.105
20.0,75.0,24.0,Second call,65 and over,White,Female,King,Approve,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,2.179
20.0,75.0,25.0,Second call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.755
20.0,75.0,26.0,Second call,40-44,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.6869999999999998
20.0,75.0,27.0,Second call,50-59,White,Male,King,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Perot,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.6869999999999998
20.0,75.0,28.0,Third call,40-44,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,1.755
20.0,75.0,29.0,Third call,50-59,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.755
20.0,75.0,30.0,Third call,45-49,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.6869999999999998
20.0,75.0,31.0,Third call,50-59,White,Female,Longley,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,Under 15K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.385
20.0,75.0,32.0,Third call,40-44,White,Male,King,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.6869999999999998
20.0,75.0,33.0,Third call,50-59,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Did not vote,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.149
20.0,75.0,34.0,Third call,30-39,Black,Female,Other,Disapprove,Disapprove,Neither,Yes,Yes,,Worse,Other,Something else,Under 15K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.525
20.0,75.0,35.0,Third call,50-59,White,Male,King,Approve,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.6869999999999998
20.0,75.0,36.0,Third call,30-39,White,Male,Other,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.469
20.0,75.0,37.0,Third call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.755
20.0,75.0,38.0,Third call,45-49,White,Female,King,Disapprove,,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,1.755
20.0,75.0,39.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.755
20.0,75.0,40.0,Third call,60-64,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Republican,50 to 64,2.095
20.0,75.0,41.0,Third call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.755
20.0,75.0,42.0,Third call,45-49,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,1.6869999999999998
20.0,75.0,43.0,Third call,40-44,White,Male,Connelly,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,1.105
