V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,2.0,31.0,First call,1.0,50-59,White,Male,Wyden,,Approve,,Neither,Yes,No,No,Yes,Worse,Clinton,Something else,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,32.0,First call,1.0,45-49,White,Male,Wyden,Sizemore,Disapprove,,Neither,No,No,Yes,No,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Republican,40 to 49,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,33.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Independent,Postgrad,15 to 30K,Moderate,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,65.0,First call,1.0,40-44,White,Male,Wyden,Sizemore,Approve,Approve,Neither,No,No,No,No,Same,Dole,Something else,HS grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,4.963,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,66.0,First call,1.0,65 and over,White,Female,,Other,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Something else,HS grad,15 to 30K,Conservative,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,27.0,First call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,East/West,30 to 44,40 to 49,Republican,40 to 49,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,43.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,,Disapprove,Neither,No,,Yes,Yes,Better,Other,Democrat,College grad,15 to 30K,Moderate,18 to 64,,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,67.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,,Democrat,College grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,0.39299999999999996,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,44.0,First call,1.0,60-64,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Republican,50 to 64,1.55,,Phone survey
1.0,0.0,G,38.0,4.0,28.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,0.785,,Phone survey
1.0,0.0,G,38.0,3.0,68.0,First call,1.0,50-59,White,Male,Lim,,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,3.2960000000000003,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,34.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,1.55,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,45.0,First call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,Under 15K,Conservative,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Republican,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,46.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,3.315,,Phone survey
1.0,0.0,G,38.0,2.0,35.0,First call,1.0,65 and over,White,Male,Wyden,Kitzhaber,,Disapprove,Support Clinton,No,No,No,,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,3.375,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,69.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,,,,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Republican,40 to 49,3.2960000000000003,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,70.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,71.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Conservative,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,36.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Worse,Did not vote,Republican,HS grad,15 to 30K,Conservative,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Republican,40 to 49,1.099,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,72.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Republican,Postgrad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,2.335,,Phone survey
1.0,0.0,G,38.0,2.0,37.0,First call,1.0,65 and over,White,Female,,Kitzhaber,Approve,Disapprove,,Yes,No,,Yes,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,73.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,100K or more,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,0.843,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,74.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Democrat,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,47.0,First call,1.0,45-49,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,,,Yes,,Same,Dole,Republican,No HS,30 to 50K,,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,40 to 49,Republican,40 to 49,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,75.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,2.335,,Phone survey
1.0,0.0,G,38.0,2.0,38.0,First call,1.0,45-49,White,Male,Other,Other,Disapprove,,Oppose Clinton,No,Yes,Yes,Yes,Same,Did not vote,Republican,Some college,50 to 75K,,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Republican,40 to 49,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,76.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,1.099,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,39.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,2.491,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,77.0,First call,1.0,30-39,Hispanic,Female,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,78.0,First call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,48.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,College grad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,1.55,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,29.0,First call,1.0,65 and over,White,Female,Lim,Kitzhaber,Disapprove,,Oppose Clinton,Yes,,Yes,Yes,Same,Perot,Republican,HS grad,15 to 30K,Conservative,65 and over,,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,79.0,First call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,,Yes,No,Better,Other,Republican,Some college,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Republican,25 to 29,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,40.0,First call,1.0,30-39,White,Male,Wyden,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,College grad,Under 15K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Independent/Other,30 to 39,3.315,,Phone survey
1.0,0.0,G,38.0,4.0,30.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,No,Same,Perot,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,East/West,30 to 44,40 to 49,Democrat,40 to 49,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,49.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,0.8240000000000001,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,41.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,,,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.785,,Phone survey
1.0,0.0,G,38.0,1.0,50.0,First call,1.0,25-29,White,Male,Lim,Sizemore,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Democrat,25 to 29,1.6480000000000001,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,31.0,First call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,,State,Complete,East/West,30 to 44,40 to 49,Republican,40 to 49,1.177,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,32.0,First call,1.0,30-39,White,Female,Lim,,Disapprove,,,Yes,,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,East/West,30 to 44,30 to 39,Republican,30 to 39,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,80.0,First call,1.0,50-59,White,Male,Lim,,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,51.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,1.177,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,81.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Perot,Independent,Some college,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,33.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,52.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,82.0,First call,1.0,30-39,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,34.0,First call,1.0,50-59,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,53.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,2.335,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,83.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,,Conservative,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,1.6869999999999998,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,84.0,First call,1.0,25-29,Black,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Democrat,25 to 29,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,42.0,First call,1.0,45-49,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Republican,40 to 49,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,35.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,40 to 49,Democrat,40 to 49,1.6480000000000001,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,36.0,First call,1.0,30-39,White,Female,Lim,Sizemore,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,East/West,30 to 44,30 to 39,Republican,30 to 39,1.177,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,37.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,Yes,Same,Clinton,Republican,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,38.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,54.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,1.177,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,39.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Yes,Worse,Dole,Republican,College grad,,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,1.6869999999999998,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,40.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,1.099,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,41.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,Disapprove,Support Clinton,Yes,No,No,No,Same,,Democrat,No HS,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,85.0,First call,1.0,65 and over,White,Female,Lim,Sizemore,Approve,,Neither,No,No,No,,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,42.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,,Oppose Clinton,Yes,Yes,No,No,Same,Perot,Republican,Some college,15 to 30K,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Republican,65 and over,3.375,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,86.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,43.0,First call,1.0,50-59,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,87.0,First call,1.0,45-49,White,Female,,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,0.785,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,44.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,1.55,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,55.0,First call,1.0,18-24,White,Male,Other,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Other,Something else,College grad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,18 to 24,Independent/Other,18 to 24,3.198,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,56.0,First call,1.0,40-44,White,Male,,Sizemore,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,43.0,First call,1.0,50-59,White,Female,Lim,,Disapprove,,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,44.0,First call,1.0,60-64,,Female,Wyden,Kitzhaber,Approve,,Neither,No,,,,Better,Clinton,Independent,HS grad,30 to 50K,,18 to 64,Pro-growth,State,Complete,East/West,60 and over,60 and over,Independent/Other,50 to 64,0.785,,Phone survey
1.0,0.0,G,38.0,4.0,45.0,First call,1.0,60-64,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,88.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,57.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,Yes,No,No,Worse,Dole,Independent,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,45.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Independent/Other,30 to 39,3.315,Favorable,Phone survey
