State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,102.0,26.0,Second call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Independent/Other,40 to 49,0.7720000000000001,Unfavorable
16.0,102.0,27.0,Second call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,28.0,Second call,50-59,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.752,Unfavorable
16.0,102.0,29.0,Second call,18-24,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,West,18 to 29,18 to 24,Republican,18 to 24,1.034,Unfavorable
16.0,102.0,30.0,Second call,50-59,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.767,Unfavorable
16.0,102.0,31.0,Second call,40-44,White,Female,,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,0.799,Unfavorable
16.0,102.0,32.0,Second call,60-64,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,50 to 64,1.012,Unfavorable
16.0,102.0,33.0,Second call,45-49,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.787,Unfavorable
16.0,102.0,34.0,Second call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Cut taxes,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,1.171,Unfavorable
16.0,102.0,35.0,Second call,60-64,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,,Yes,,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,50 to 64,0.986,Unfavorable
16.0,102.0,36.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,,No,No,,Same,,Republican,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.7720000000000001,Unfavorable
16.0,102.0,37.0,Third call,45-49,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Better,Dole,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.752,Favorable
16.0,102.0,38.0,Third call,45-49,White,Male,Grassley,Lightfoot,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Spend on educ,State,Not complete,West,45 to 59,40 to 49,,40 to 49,0.7720000000000001,Unfavorable
16.0,102.0,39.0,Third call,60-64,White,Female,,Vilsack,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Spend on educ,State,Not complete,West,60 and over,60 and over,,50 to 64,1.045,Unfavorable
16.0,102.0,40.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.752,Unfavorable
16.0,102.0,41.0,Third call,65 and over,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.012,Unfavorable
16.0,102.0,42.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.752,Unfavorable
16.0,102.0,43.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.752,Unfavorable
16.0,102.0,44.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,45.0,Third call,50-59,White,Female,,Vilsack,Disapprove,,Neither,,Yes,Yes,,Same,,,Some college,15 to 30K,,18 to 64,,State,Complete,West,45 to 59,50 to 59,,50 to 64,0.799,Unfavorable
16.0,102.0,46.0,Third call,50-59,White,Male,Osterberg,Vilsack,Disapprove,Approve,Neither,No,No,Yes,No,Same,Clinton,Republican,HS grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.917,Unfavorable
16.0,102.0,47.0,Third call,65 and over,White,Male,,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Independent,HS grad,Under 15K,Moderate,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,1.054,Unfavorable
16.0,102.0,48.0,Third call,45-49,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.752,Unfavorable
16.0,102.0,49.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,,Neither,Yes,Yes,,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.752,Unfavorable
16.0,102.0,50.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,51.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.752,Unfavorable
16.0,102.0,52.0,Third call,45-49,Black,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.034,Unfavorable
16.0,102.0,53.0,Third call,50-59,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.767,Unfavorable
16.0,102.0,54.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,55.0,Third call,50-59,White,Male,Grassley,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.868,Unfavorable
16.0,102.0,56.0,Third call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,,Yes,,Better,Did not vote,Independent,HS grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,0.986,Unfavorable
16.0,102.0,57.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,58.0,Third call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.752,Unfavorable
16.0,102.0,59.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,West,18 to 29,25 to 29,Independent/Other,25 to 29,1.034,Unfavorable
16.0,102.0,60.0,Third call,50-59,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.7720000000000001,Unfavorable
16.0,108.0,1.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,75 to 100K,Conservative,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.029,Unfavorable
16.0,108.0,2.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,75 to 100K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.175,Unfavorable
16.0,108.0,3.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.183,Favorable
16.0,108.0,4.0,First call,60-64,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.252,Unfavorable
16.0,108.0,5.0,First call,60-64,White,Male,Grassley,Lightfoot,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,East,60 and over,60 and over,,50 to 64,1.175,Unfavorable
16.0,108.0,6.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,,Liberal,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.183,Favorable
16.0,108.0,7.0,First call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.047,Unfavorable
16.0,108.0,8.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,,Yes,,,Same,Dole,Republican,Postgrad,15 to 30K,Conservative,65 and over,,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.175,Unfavorable
16.0,108.0,9.0,First call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,,Yes,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,East,60 and over,60 and over,,50 to 64,1.183,Favorable
16.0,108.0,10.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.183,Favorable
16.0,108.0,11.0,First call,45-49,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.047,Favorable
16.0,108.0,12.0,First call,45-49,Hispanic,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.8210000000000001,Favorable
16.0,108.0,13.0,First call,65 and over,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,Yes,Yes,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.196,Unfavorable
16.0,108.0,14.0,First call,50-59,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Did not vote,Independent,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.035,Favorable
16.0,108.0,15.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.971,Unfavorable
16.0,108.0,16.0,Second call,18-24,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Did not vote,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.177,Unfavorable
16.0,108.0,17.0,Second call,30-39,White,Male,,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.07,Favorable
16.0,108.0,18.0,Second call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.047,
16.0,108.0,19.0,Second call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.029,Unfavorable
16.0,108.0,20.0,Second call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.035,Favorable
16.0,108.0,21.0,Second call,25-29,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.157,Unfavorable
16.0,108.0,22.0,Second call,60-64,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,No,Yes,Yes,Worse,Dole,Democrat,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.129,Unfavorable
16.0,108.0,23.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.971,Unfavorable
16.0,108.0,24.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Approve,,Support Clinton,,No,No,No,Same,Dole,Independent,Some college,Under 15K,,65 and over,,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.11,Favorable
16.0,108.0,25.0,Second call,40-44,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.971,Unfavorable
16.0,108.0,26.0,Second call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.029,Unfavorable
16.0,108.0,27.0,Second call,45-49,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.047,Favorable
16.0,108.0,28.0,Second call,30-39,Other,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Did not vote,Democrat,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.989,Unfavorable
16.0,108.0,29.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.971,Unfavorable
16.0,108.0,30.0,Second call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.971,Unfavorable
16.0,108.0,31.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Republican,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.971,Unfavorable
16.0,108.0,32.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.971,Unfavorable
16.0,108.0,33.0,Third call,40-44,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.989,Favorable
16.0,108.0,34.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,No,Yes,No,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.029,Unfavorable
16.0,108.0,35.0,Third call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.035,Favorable
16.0,108.0,36.0,Third call,50-59,White,Female,Grassley,Lightfoot,,Disapprove,,Yes,No,Yes,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.971,Unfavorable
16.0,108.0,37.0,Third call,45-49,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.047,Favorable
16.0,108.0,38.0,Third call,65 and over,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.129,Unfavorable
16.0,108.0,39.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,,,Same,Perot,Independent,Some college,100K or more,Conservative,18 to 64,,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.971,Unfavorable
16.0,108.0,40.0,Third call,45-49,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,Yes,Yes,Same,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.047,Unfavorable
16.0,108.0,41.0,Third call,50-59,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Dole,Republican,Postgrad,,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.989,Favorable
16.0,108.0,42.0,Third call,50-59,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.047,Favorable
16.0,108.0,43.0,Third call,18-24,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Independent,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,1.157,Unfavorable
16.0,108.0,44.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,,,,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.029,Unfavorable
