ID,SENNJ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHUGIN,ETHMENENDEZ,ETHNJ18,FAVHUGIN,FAVMENENDEZ,FAVSENNJ18,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRUMP2,TRUMP4,TRUMPIMM,VERSION,WEIGHT,WHNCLINC,ZIPCODE
31164.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,White 45-64,Complete,Call 1,5.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Republican candidate,Male,Latino men,Suburbs,Suburbs,English,New Jersey,Other,Helped,Election day exit poll,,,,Version 4,1.89080405235291,No,7860.0
42745.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,5.0,,,,,,,,,The economy,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,42.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,1.63980269432068,,8080.0
42743.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Not complete,Call 2,2.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,5.0,,,,,,,,,,No,,,45+,65+,,,,,,,,,38.0,,,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Republican candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 3,1.76572930812836,,8312.0
31151.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,5.0,,,,,,,,,The economy,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,96.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,2.13552331924438,,8318.0
63037.0,Bob Hugin,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,Minor changes,No,,,,,,,The economy,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,61.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,About right,Version 2,1.6842383146286,,7717.0
63968.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,No impact,Election day exit poll,,,,Version 4,1.25272941589355,No,7860.0
42717.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,Call 2,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,,No,,,45+,18-64,,,,,,,,,38.0,,,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,,Version 2,0.964903891086578,,8312.0
33607.0,Bob Hugin,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,8.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,1.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,46.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,About right,Version 1,2.38118004798889,No,7302.0
61291.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,,,,,,,,,The economy,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,50.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,0.776592135429382,,8618.0
42693.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,Major changes,No,,,,,,,The economy,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,42.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,About right,Version 2,0.899707674980164,,8080.0
31100.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,Health care,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,96.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,1.18889939785004,,8318.0
62208.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Unfavorable,Only Bob Hugin,No,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.887711584568024,No,8037.0
31092.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,,,,,,,,,,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Omit,Election day exit poll,,,,Version 4,1.22726035118103,No,7860.0
42669.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,42.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Helped,Election day exit poll,,,,Version 4,1.45025026798248,No,8080.0
63905.0,Bob Hugin,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,,,,Version 4,1.90106749534607,No,7860.0
61973.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,5.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,87.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,1.59452414512634,No,8753.0
61970.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit,Omit,Omit,Omit,Unfavorable,Omit,No,3.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,About right,Version 1,0.920765817165375,No,8886.0
31062.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,4.0,Minor changes,No,,,,,,,The economy,No,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,61.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,About right,Version 2,2.15063619613647,,7717.0
31054.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,6.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Omit,Unfavorable,Omit,No,4.0,Major changes,Yes,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,58.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,No impact,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.07948005199432,No,8854.0
42638.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,No,5.0,,,,,,,,,,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,42.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 1,1.48034715652466,,8080.0
