ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
54451.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.34833133220673,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Independent,Moderate,$75k-$100k,Other Christian,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54471.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.731816291809082,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,60-64,Something else,Liberal,Under $15k,Catholic,Never,Did not complete high school,No one does,Strongly disapprove,Somewhat approve,Extremely important,Somewhat important,Extremely important,Extremely important,No,Poor,Not so good/Poor,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54480.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.43698692321777,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,45-49,Independent,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54485.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.641642451286316,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,More than once a week,High school graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54501.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02268779277802,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,40-44,Republican,Conservative,$75k-$100k,Catholic,Once a week,High school graduate,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54502.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.52267384529114,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Moderate,$50k-$75k,Other Christian,A few times a month,Some college or associate degree,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54517.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.04284334182739,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,65-74,Republican,Conservative,$15k-$30k,Protestant,Once a week,College graduate,No one does,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54530.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.43698692321777,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,40-44,Democratic,Liberal,$75k-$100k,Protestant,A few time a year,Some college or associate degree,"Yes, I do",Somewhat disapprove,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54548.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.52267384529114,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Moderate,$100k-$150k,Catholic,A few time a year,Postgraduate study,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54563.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.972120225429535,Other,Mark Green (Rep),No,Male,White,75 or over,Republican,Conservative,$50k-$75k,Protestant,A few times a month,Postgraduate study,No one does,Somewhat disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54577.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.58428835868835,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,18-24,Something else,Moderate,$50k-$75k,None,Never,Some college or associate degree,No one does,Somewhat approve,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54598.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.52267384529114,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,Asian,25-29,Democratic,Liberal,$15k-$30k,Something else,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Not so good,Not so good/Poor,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Something else,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Asian,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54614.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12304139137268,Herb Kohl (Dem),Jim Doyle (Dem),Did not vote,Male,White,45-49,Independent,,,,Once a week,College graduate,"Yes, someone else does",Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No Answer,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,,,,,Weekly,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
55434.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,30-39,Republican,Moderate,$100k-$150k,Other Christian,A few times a month,,,Somewhat disapprove,Somewhat approve,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,,,Disapprove,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55453.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,30-39,Republican,Conservative,$75k-$100k,Protestant,Once a week,,,Somewhat approve,Somewhat approve,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55499.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,$75k-$100k,Other Christian,Once a week,,,Strongly approve,Strongly approve,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55527.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.583384573459625,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,50-59,,,,,,,,Somewhat approve,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,,,Approve,,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55548.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,$100k-$150k,Catholic,A few times a month,,,Strongly approve,Somewhat approve,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55571.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.561521530151367,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,45-49,Republican,Conservative,$100k-$150k,Catholic,Once a week,,,Strongly approve,Strongly approve,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55598.0,Wisconsin,96.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.561521530151367,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,30-39,Independent,Moderate,$75k-$100k,None,A few time a year,,,Strongly approve,Strongly approve,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55683.0,Wisconsin,96.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,,,,College graduate,"Yes, someone else does",,Strongly approve,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,,,,,,,College graduate,At least some college,,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
55701.0,Wisconsin,96.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.53968346118927,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,,,College graduate,No one does,,Strongly approve,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,,,College graduate,At least some college,,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
