ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
48057.0,Missouri,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03982126712799,Claire McCaskill (Dem),Yes,Yes,Female,White,65-74,Democratic,,$30k-$50k,Protestant,A few time a year,No,High school graduate,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
48062.0,Missouri,16.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05831730365753,Jim Talent (Rep),No,Yes,Male,White,45-49,Republican,Moderate,$100k-$150k,None,A few time a year,No,High school graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,No answer,No answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,None,White None,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Rural,Small Cities/Rural,4.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
48064.0,Missouri,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.40611839294434,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Liberal,$100k-$150k,Protestant,A few time a year,No,College graduate,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
48071.0,Missouri,128.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.318610578775406,Claire McCaskill (Dem),Yes,Yes,Male,Other,30-39,Democratic,Liberal,$50k-$75k,Something else,More than once a week,Yes,College graduate,"Yes, I do",Yes,Yes,Strongly disapprove,Withdraw all troops,No answer,Extremely important,Extremely important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,No answer,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,Other,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
48074.0,Missouri,3.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.17021191120148,Jim Talent (Rep),No,No,Male,White,50-59,Republican,Conservative,$50k-$75k,Protestant,A few time a year,Yes,College graduate,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Rural,Small Cities/Rural,8.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
48083.0,Missouri,125.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13653218746185,Jim Talent (Rep),No,No,Female,White,40-44,Republican,Conservative,$100k-$150k,Protestant,Once a week,Yes,College graduate,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
48090.0,Missouri,15.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01153910160065,Jim Talent (Rep),No,No,Male,Other,45-49,Independent,Conservative,$50k-$75k,None,Never,No,Some college or associate degree,"Yes, I do",Yes,Yes,Somewhat disapprove,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,Other,Rural,Small Cities/Rural,9.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
48097.0,Missouri,106.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.08770430088043,Claire McCaskill (Dem),No,Yes,Male,Black,50-59,Democratic,Moderate,$50k-$75k,Other Christian,A few time a year,Yes,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly approve,Not at all important,Not at all important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
48100.0,Missouri,18.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.932986497879028,Jim Talent (Rep),Yes,Yes,Female,White,30-39,Republican,Moderate,$150k-$200k,Protestant,A few times a month,No,Postgraduate study,No one does,No,No,Strongly approve,Send more troops,Strongly approve,Not at all important,Not at all important,Not at all important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North and Southeast,Town,Rural,Rural,Upscale
48109.0,Missouri,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.898286879062653,Claire McCaskill (Dem),Yes,No,Female,White,50-59,Something else,Moderate,$50k-$75k,Protestant,A few times a month,No,College graduate,No one does,Yes,No,Strongly disapprove,Send more troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale
48117.0,Missouri,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0238801240921,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Moderate,$50k-$75k,Catholic,Once a week,No,College graduate,No one does,Yes,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Illegal in most cases,Illegal in most/all cases,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
