ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277232461.0,0.467162311077118,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,40.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39204.0
277232462.0,0.559175789356232,Bernie Sanders,Never,Never,Complete,Call 3,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Health care,No,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,98.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39042.0
277232465.0,1.10598421096802,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,39.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39206.0
277232466.0,0.824803531169891,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Climate change,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,21.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,Married women,Oppose,Suburbs,Suburbs, Mississippi,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39465.0
277232473.0,0.56630277633667,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Omit,No,No,Yes,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,99.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Gabbard,South,Female,Black women,Married women,Omit,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39074.0
277232474.0,0.991988778114319,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Climate change,,No,Yes,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,60.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Omit,65+,60+,65 or over,45+,50+,60+,65+,39305.0
277232475.0,1.42260944843292,Joe Biden,Never,Never,Complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Conservative,Moderate or Conservative,Conservative,40.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Non married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39204.0
277232476.0,0.992883741855621,Bernie Sanders,Never,Never,Complete,Call 3,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,98.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39042.0
277232477.0,1.89357244968414,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,7.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Omit,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39096.0
277232478.0,1.89357244968414,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,7.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Omit,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39096.0
277232479.0,0.536860525608063,Bernie Sanders,Never,Never,Complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,21.0,,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Omit,Omit,Omit,Angry,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39465.0
277232483.0,0.353569954633713,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,39.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Married women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39206.0
277232486.0,0.659610092639923,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,Yes,Omit,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,99.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39074.0
277232488.0,0.216426327824593,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Climate change,No,No,No,Return to Barack Obama's policies,Republican,Black non-Democrat,All Republicans,Republican women,Republican,All others,Somewhat liberal,Liberal,Liberal,3.0,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39090.0
277232492.0,0.423308074474335,Joe Biden,Never,Never,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39305.0
277232493.0,1.47625148296356,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,40.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,39204.0
277232494.0,0.300323486328125,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Race relations,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,98.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,39042.0
277232498.0,0.461308360099792,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,No,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,10.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39773.0
277232499.0,0.975965142250061,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,39.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39206.0
