ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4552240.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,14.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Jewish,Jewish,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.873635828495026
4556860.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,Against his opponents,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,44.0,Jon Corzine,Is honest,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.934858381748199
4556830.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Property taxes,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,None of them,Is honest,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,White Catholics,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.951545357704163
4556774.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,A factor,A minor factor,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,2.0,Favorable,Somewhat favorable,Favorable,Somewhat favorable,Favorable,Against his opponents,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,None of them,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,White Catholics,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.934858381748199
4556713.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,Latino 60+,Latino 65+,Complete,Not a factor,A factor,A minor factor,Call 3,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Property taxes,Yes,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,114.0,Jon Corzine,Can bring needed change,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7201.0,1.28722631931305
4556709.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,A factor,A minor factor,Call 3,6.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,4.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,78.0,None of them,Shares my values,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7712.0,0.81623500585556
4556698.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,A factor,A minor factor,Call 3,6.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,Barack Obama was not a factor,4.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Health care,,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,78.0,None of them,Shares my values,White,State questionnaire,White,East,Jewish,Jewish,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7712.0,0.81623500585556
4556674.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Not complete,Not a factor,Not a factor,Not a factor at all,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,Against his opponents,,4.0,Government should do more to solve problems,,,,,,,No,,,Jon Corzine,Approve,Strongly approve,65+,,,,,,,70.0,,,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,,,,No one does,No,No,No,Version 1,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8730.0,0.90527880191803
4555499.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,11.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Corruption in government,No,Worried,Very worried,Jon Corzine,Disapprove,Somewhat disapprove,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,82.0,None of them,Omit,White,State questionnaire,White,East,None,None,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White none,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7849.0,1.20019054412842
4555470.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly favorable,Favorable,Against his opponents,Barack Obama was not a factor,4.0,Government should do more to solve problems,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,76.0,None of them,Is honest,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,,,,,Version 1,Jon Corzine,White Protestants,No,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,8736.0,1.2766752243042
4555361.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,11.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,3.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,82.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7849.0,1.20019054412842
4555356.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,4.0,College graduate,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,94.0,None of them,Shares my values,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.950439393520355
4555351.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,A factor,A minor factor,Call 2,4.0,High school graduate,No college degree,High school graduate or less,White no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Disapprove,Strongly disapprove,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,94.0,None of them,Shares my values,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Doug Forrester,White Protestants,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.950439393520355
4555301.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat unfavorable,Unfavorable,Strongly favorable,Favorable,Against his opponents,Barack Obama was not a factor,1.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,116.0,None of them,Is honest,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7901.0,0.964111626148224
4555289.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,7.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,,,,,,Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,116.0,None of them,Is honest,White,State questionnaire,White,East,None,None,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,No one does,No,No,No,Version 1,Jon Corzine,White none,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7901.0,0.964111626148224
