QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,CANDSOK,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,CONFEDER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BORNSC,DEBATE,BEATDEM,WEIGHT
STATE,UPSTATE,41.0,68.0,34.0,SECOND CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,35.0,SECOND CALL,50-59,WHITE,FEMALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,1.8
STATE,UPSTATE,41.0,68.0,36.0,SECOND CALL,65-74,WHITE,FEMALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,2.237
STATE,UPSTATE,41.0,68.0,37.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,OMITS,NO,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,38.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,39.0,SECOND CALL,75+,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,LIKE SOMEONE ELSE TO ENTER,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,2.317
STATE,UPSTATE,41.0,68.0,40.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,OMITS,REPUBLICAN,COLLEGE GRADUATE,NO,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,OMITS,,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,2.333
STATE,UPSTATE,41.0,68.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,MCCAIN,1.8
STATE,UPSTATE,41.0,68.0,42.0,THIRD CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,44.0,THIRD CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,45.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,46.0,THIRD CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,NO,YES,LOYAL REPUBLICAN,NO,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,47.0,THIRD CALL,75+,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,1.8
STATE,UPSTATE,41.0,68.0,49.0,THIRD CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,OMITS,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,2.229
STATE,UPSTATE,41.0,68.0,50.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,1.8
STATE,UPSTATE,41.0,78.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,OMITS,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,NO,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,BUSH,OMITS,BOTH,YES,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,0.961
STATE,UPSTATE,41.0,78.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,0.776
STATE,UPSTATE,41.0,78.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,NO,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,MCCAIN,0.741
STATE,UPSTATE,41.0,78.0,7.0,FIRST CALL,45-49,WHITE,MALE,KEYES,BEFORE THAT,SATISFIED WITH CANDIDATES,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,0.773
STATE,UPSTATE,41.0,78.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.807
STATE,UPSTATE,41.0,78.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,NO,BUSH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,OMITS,NOT TYPICAL POLITICIAN,OMITS,YES,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,OMITS,NO,OMITS,OMITS,OMITS,0.807
STATE,UPSTATE,41.0,78.0,11.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,0.771
STATE,UPSTATE,41.0,78.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,0.741
STATE,UPSTATE,41.0,78.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,14.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,OMITS,BUSH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,0.961
STATE,UPSTATE,41.0,78.0,15.0,FIRST CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,BUSH,NO,BOTH,YES,YES,YES,NOT TIED TO PARTY LEADERS,NO,NO,YES,MCCAIN,0.999
STATE,UPSTATE,41.0,78.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,17.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,YES,BUSH,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.961
STATE,UPSTATE,41.0,78.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,19.0,FIRST CALL,30-39,ASIAN,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,YES,NO,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,20.0,FIRST CALL,45-49,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,NEITHER,NO,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,0.807
STATE,UPSTATE,41.0,78.0,21.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.771
STATE,UPSTATE,41.0,78.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,OMITS,NO,OMITS,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.776
STATE,UPSTATE,41.0,78.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.776
