STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,SENOHD,REL5,WEIGHT
36.0,136.0,2.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.933
36.0,136.0,3.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.933
36.0,136.0,4.0,SECOND CALL,25-29,BLACK,FEMALE,OTHER,TODAY,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,5.271
36.0,136.0,5.0,SECOND CALL,50-59,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.108
36.0,136.0,6.0,SECOND CALL,75+,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,OMITS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,OMITS,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.978
36.0,136.0,7.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,OMITS,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,,NO,MODERATE,MODERATE,65+,18-74,OMITS,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,GORE,OMITS,YES,FAVORABLE,OMITS,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.872
36.0,136.0,8.0,SECOND CALL,45-49,BLACK,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.108
36.0,136.0,9.0,SECOND CALL,65-74,BLACK,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.035
36.0,136.0,10.0,THIRD CALL,50-59,BLACK,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,SOMETHING ELSE,0.834
36.0,136.0,11.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.933
36.0,136.0,12.0,THIRD CALL,40-44,,MALE,GORE,OMITS,OMITS,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,,NO,"$15,000-$29,000",NO,,,18-64,18-74,OMITS,OMITS,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,OMITS,FAVORABLE,FAVORABLE,,,0.635
36.0,136.0,13.0,THIRD CALL,60-64,BLACK,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,PROTESTANT/OTHER CHRISTIAN,0.978
36.0,136.0,14.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,ABORTION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,0.986
36.0,136.0,15.0,THIRD CALL,18-24,BLACK,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,1.935
36.0,137.0,1.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,OMITS,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.114
36.0,137.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.209
36.0,137.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,CATHOLIC,1.209
36.0,137.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.358
36.0,137.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.209
36.0,137.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.174
36.0,137.0,7.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,RADAKOVICH,PROTESTANT/OTHER CHRISTIAN,1.076
36.0,137.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.0230000000000001
36.0,137.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,1.633
36.0,137.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.209
36.0,137.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,OMITS,NO,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,40-49,,40-49,40-49,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,YES,FAVORABLE,UNFAVORABLE,OMITS,,,1.209
36.0,137.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.174
36.0,137.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,CATHOLIC,1.0230000000000001
36.0,137.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,OMITS,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.358
36.0,137.0,15.0,SECOND CALL,45-49,WHITE,MALE,GORE,OMITS,ECONOMY/JOBS,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,NORTHEAST,45-59,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,,1.358
36.0,137.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,1.36
36.0,137.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,,CATHOLIC,1.209
36.0,137.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,CATHOLIC,1.318
36.0,137.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.174
36.0,137.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,1.174
36.0,137.0,21.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,FAVORABLE,OMITS,CELESTE,,1.114
36.0,137.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,OMITS,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.209
36.0,137.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,,PROTESTANT/OTHER CHRISTIAN,1.209
36.0,137.0,24.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,OMITS,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CORDAY,CATHOLIC,1.633
36.0,137.0,25.0,THIRD CALL,60-64,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,OMITS,OMITS,CANDS POSITIONS ON ISSUES,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,60+,60+,,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,FAVORABLE,OMITS,,,1.2690000000000001
