STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,68.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,EDUCATION,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.8320000000000001
8.0,68.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,,YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,OMITS,,GOOD,NOT PUBLIC,YES,0.759
8.0,68.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.5760000000000001
8.0,68.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,WORLD AFFAIRS,,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.759
8.0,68.0,10.0,FIRST CALL,25-29,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,EDUCATION,,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.629
8.0,68.0,11.0,FIRST CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.654
8.0,68.0,12.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,WORSE,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,POOR,PUBLIC,NO,0.73
8.0,68.0,13.0,FIRST CALL,60-64,WHITE,MALE,GORE,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.73
8.0,68.0,14.0,FIRST CALL,30-39,BLACK,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,GOOD,PUBLIC,NO,0.505
8.0,68.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.5760000000000001
8.0,68.0,16.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,EXCELLENT,PUBLIC,NO,0.73
8.0,68.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,PUBLIC,NO,0.759
8.0,68.0,18.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.607
8.0,68.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,OMITS,OMITS,APPROVE,BOTH,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.5760000000000001
8.0,68.0,20.0,SECOND CALL,75+,WHITE,MALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,EXCELLENT,PUBLIC,YES,0.73
8.0,68.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,TODAY,WILL RISE,TAXES,,APPROVE,NEITHER,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,GOOD,PUBLIC,YES,0.597
8.0,68.0,22.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,OMITS,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.607
8.0,68.0,23.0,SECOND CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,NO,GOOD,PUBLIC,NO,0.8
8.0,68.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,PUBLIC,YES,0.5760000000000001
8.0,68.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.631
8.0,68.0,26.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,PUBLIC,YES,0.553
8.0,70.0,1.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,NO,EXCELLENT,NOT PUBLIC,NO,1.086
8.0,70.0,2.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.086
8.0,70.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,EDUCATION,CAN WIN IN NOVEMBER,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,NOT SO GOOD,PUBLIC,NO,0.857
8.0,70.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.1300000000000001
8.0,70.0,5.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,TODAY,WILL RISE,CAMPAIGN FINANCE REFORM,,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,EXCELLENT,PUBLIC,NO,1.086
8.0,70.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.032
8.0,70.0,7.0,FIRST CALL,25-29,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,GOOD,NOT PUBLIC,OMITS,0.779
8.0,70.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,,APPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.991
8.0,70.0,9.0,FIRST CALL,75+,WHITE,MALE,GORE,TODAY,WILL FALL,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,65+,75+,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.991
8.0,70.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,NOT SO GOOD,PUBLIC,NO,0.782
8.0,70.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL FALL,OMITS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.782
8.0,70.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,WILL FALL,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.782
8.0,70.0,13.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.991
8.0,70.0,14.0,FIRST CALL,75+,WHITE,MALE,GORE,BEFORE THAT,OMITS,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.991
8.0,70.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.782
8.0,70.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,OMITS,,APPROVE,BOTH,OMITS,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.857
8.0,70.0,17.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,CAMPAIGN FINANCE REFORM,,OMITS,OMITS,BRADLEY PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,,40-49,40-49,OMITS,,OMITS,OMITS,NO,0.8240000000000001
8.0,70.0,18.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.086
8.0,70.0,19.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.086
8.0,70.0,20.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.1300000000000001
8.0,70.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.857
8.0,70.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.782
8.0,70.0,23.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,NEITHER,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.752
8.0,70.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL RISE,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,YES,GOOD,NOT PUBLIC,NO,1.032
8.0,70.0,25.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.991
