AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,TXPSREFD,BCPERSON,GWMRCSRV,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
40-49,44.0,130.0,1.0,FIRST CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,YES,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,2.533
60+,44.0,130.0,2.0,FIRST CALL,75+,WHITE,,BRADLEY,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,5.34
60+,44.0,130.0,3.0,SECOND CALL,75+,WHITE,FEMALE,GORE,OMITS,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",,,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,NO,OMITS,OMITS,OMITS,,WHITE,PROTESTANT/OTHER CHRISTIAN,3.366
30-39,44.0,130.0,4.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.942
60+,44.0,132.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.099
30-39,44.0,132.0,2.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.116
30-39,44.0,132.0,3.0,FIRST CALL,30-39,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,SOMETHING ELSE,0.984
25-29,44.0,132.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,NONE,1.639
30-39,44.0,132.0,5.0,FIRST CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,OMITS,FAVORABLE,NO,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.984
30-39,44.0,132.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.59
60+,44.0,132.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.38
50-59,44.0,132.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,OMITS,YES,GORE,NO,WHITE,CATHOLIC,1.403
40-49,44.0,132.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,OMITS,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.59
30-39,44.0,132.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,1.59
40-49,44.0,132.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.849
50-59,44.0,132.0,12.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.116
40-49,44.0,132.0,13.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,SOMETHING ELSE,1.403
60+,44.0,132.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,YES,SOMETHING ELSE,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.099
60+,44.0,132.0,15.0,FIRST CALL,65-74,HISPANIC/LATINO,MALE,GORE,OMITS,YES,DEMOCRAT,NONE,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,YES,HISPANIC/LATINO,NONE,1.473
40-49,44.0,132.0,16.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,1.403
60+,44.0,132.0,17.0,FIRST CALL,75+,WHITE,FEMALE,GORE,DISAPPROVE,YES,INDEPENDENT,OTHER CHRISTIAN,,MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.38
60+,44.0,132.0,18.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.099
30-39,44.0,132.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,NONE,1.59
50-59,44.0,132.0,20.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.403
30-39,44.0,132.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,NONE,1.403
50-59,44.0,132.0,22.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.403
50-59,44.0,132.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.59
60+,44.0,132.0,24.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.099
60+,44.0,132.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.38
50-59,44.0,132.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,,WHITE,SOMETHING ELSE,1.403
40-49,44.0,132.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.59
60+,44.0,132.0,28.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,2.099
30-39,44.0,132.0,29.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,NONE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,NEITHER,NO,WHITE,NONE,1.629
50-59,44.0,132.0,30.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.629
25-29,44.0,132.0,31.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,APPROVE,NO,SOMETHING ELSE,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,1.68
30-39,44.0,132.0,32.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,BRADLEY,APPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,1.297
25-29,44.0,132.0,33.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.68
25-29,44.0,132.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.639
30-39,44.0,132.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,SOMETHING ELSE,0.984
40-49,44.0,132.0,36.0,THIRD CALL,45-49,OTHER,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,OTHER,CATHOLIC,1.403
30-39,44.0,132.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,NONE,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,UNFAVORABLE,OMITS,BUSH,NO,WHITE,NONE,1.59
40-49,44.0,132.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,JEWISH,1.403
50-59,44.0,132.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,1.59
60+,44.0,132.0,40.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.38
25-29,44.0,132.0,41.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.445
50-59,44.0,132.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,CATHOLIC,1.59
60+,44.0,132.0,43.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.38
30-39,44.0,132.0,44.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,1.403
60+,44.0,132.0,45.0,THIRD CALL,75+,WHITE,,GORE,APPROVE,NO,DEMOCRAT,,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,OMITS,GORE,NO,WHITE,,2.38
50-59,44.0,135.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,2.6710000000000003
60+,44.0,135.0,2.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,NO,FAVORABLE,NO,NEITHER,NO,WHITE,SOMETHING ELSE,4.647
40-49,44.0,135.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,OMITS,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.029
40-49,44.0,135.0,4.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,JEWISH,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,JEWISH,3.104
30-39,44.0,135.0,5.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",,,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,NONE,2.6710000000000003
50-59,44.0,135.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.029
50-59,44.0,135.0,7.0,SECOND CALL,50-59,WHITE,MALE,GORE,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.6710000000000003
60+,44.0,135.0,8.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.998
50-59,44.0,135.0,9.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,YES,FAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.6710000000000003
50-59,44.0,135.0,10.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,SOMETHING ELSE,3.104
50-59,44.0,135.0,11.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.6710000000000003
40-49,44.0,135.0,12.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.6710000000000003
40-49,44.0,135.0,13.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.029
40-49,44.0,135.0,14.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,2.1270000000000002
30-39,44.0,135.0,15.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,JEWISH,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,JEWISH,3.029
40-49,44.0,135.0,16.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.029
50-59,44.0,135.0,17.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,2.1270000000000002
40-49,44.0,135.0,18.0,THIRD CALL,45-49,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,2.1270000000000002
40-49,44.0,135.0,19.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,OMITS,YES,GORE,NO,WHITE,SOMETHING ELSE,3.029
