AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,TXPSREFD,GWMRCSRV,GORBSH3,HISPANIC,REL5,WEIGHT
30-39,44.0,318.0,40.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.402
50-59,44.0,318.0,41.0,THIRD CALL,50-59,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
60+,44.0,318.0,42.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
40-49,44.0,318.0,43.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
60+,44.0,318.0,44.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
18-24,44.0,318.0,45.0,THIRD CALL,18-24,FEMALE,BUSH,NO,YES,SOMETHING ELSE,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.512
25-29,44.0,318.0,46.0,THIRD CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.515
30-39,44.0,318.0,47.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
25-29,44.0,318.0,48.0,THIRD CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,OMITS,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.512
40-49,44.0,320.0,1.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,1.09
60+,44.0,320.0,2.0,FIRST CALL,60-64,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,,,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.383
40-49,44.0,320.0,3.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
60+,44.0,320.0,4.0,FIRST CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.383
60+,44.0,320.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.383
30-39,44.0,320.0,6.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.139
40-49,44.0,320.0,7.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.139
30-39,44.0,320.0,8.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,SOMETHING ELSE,1.139
40-49,44.0,320.0,9.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
25-29,44.0,320.0,10.0,FIRST CALL,25-29,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,OMITS,OMITS,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.3940000000000001
18-24,44.0,320.0,11.0,SECOND CALL,18-24,FEMALE,MCCAIN,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
50-59,44.0,320.0,12.0,SECOND CALL,50-59,FEMALE,OTHER,YES,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.088
30-39,44.0,320.0,13.0,SECOND CALL,30-39,MALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.735
40-49,44.0,320.0,14.0,SECOND CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.139
60+,44.0,320.0,15.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.3900000000000001
60+,44.0,320.0,16.0,SECOND CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.383
40-49,44.0,320.0,17.0,SECOND CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,OMITS,NO,YES,BUSH,NO,CATHOLIC,1.139
50-59,44.0,320.0,18.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.139
60+,44.0,320.0,19.0,SECOND CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.383
50-59,44.0,320.0,20.0,SECOND CALL,50-59,MALE,MCCAIN,NO,NO,REPUBLICAN,NONE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,OMITS,YES,GORE,NO,NONE,0.754
40-49,44.0,320.0,21.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.139
40-49,44.0,320.0,22.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,NO,YES,BUSH,NO,CATHOLIC,1.139
40-49,44.0,320.0,23.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
18-24,44.0,320.0,24.0,THIRD CALL,18-24,MALE,KEYES,YES,YES,INDEPENDENT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,FAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.895
30-39,44.0,320.0,25.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
30-39,44.0,320.0,26.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
40-49,44.0,320.0,27.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
40-49,44.0,320.0,28.0,THIRD CALL,45-49,FEMALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.731
60+,44.0,320.0,29.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.383
60+,44.0,320.0,30.0,THIRD CALL,75+,FEMALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,OMITS,FAVORABLE,FAVORABLE,YES,OMITS,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.911
40-49,44.0,320.0,31.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,INDEPENDENT,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,SOMETHING ELSE,1.139
30-39,44.0,320.0,32.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,YES,CATHOLIC,1.084
30-39,44.0,320.0,33.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,OMITS,OMITS,OMITS,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.1440000000000001
60+,44.0,330.0,1.0,FIRST CALL,75+,FEMALE,MCCAIN,YES,NO,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,OMITS,NO,OMITS,,PROTESTANT/OTHER CHRISTIAN,0.784
30-39,44.0,330.0,2.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.886
18-24,44.0,330.0,3.0,FIRST CALL,18-24,MALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,OMITS,FAVORABLE,OMITS,OMITS,BUSH,YES,CATHOLIC,0.922
50-59,44.0,330.0,4.0,FIRST CALL,50-59,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.836
60+,44.0,330.0,5.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,OMITS,YES,YES,BUSH,YES,CATHOLIC,0.9450000000000001
50-59,44.0,330.0,6.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.812
60+,44.0,330.0,7.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.893
60+,44.0,330.0,8.0,FIRST CALL,65-74,MALE,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.761
40-49,44.0,330.0,9.0,FIRST CALL,40-44,FEMALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.836
60+,44.0,330.0,10.0,FIRST CALL,75+,,MCCAIN,OMITS,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,OMITS,OMITS,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.761
60+,44.0,330.0,11.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.893
30-39,44.0,330.0,12.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,NONE,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,NONE,0.836
50-59,44.0,330.0,13.0,FIRST CALL,50-59,,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,FAVORABLE,OMITS,NO,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.711
30-39,44.0,330.0,14.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.86
60+,44.0,330.0,15.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.976
60+,44.0,330.0,16.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,OMITS,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.921
60+,44.0,330.0,17.0,FIRST CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.893
18-24,44.0,330.0,18.0,SECOND CALL,18-24,FEMALE,BUSH,NO,NO,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,CATHOLIC,0.898
50-59,44.0,330.0,19.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,OMITS,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.836
50-59,44.0,330.0,20.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,INDEPENDENT,NONE,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,NONE,0.812
60+,44.0,330.0,21.0,SECOND CALL,60-64,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.921
60+,44.0,330.0,22.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.893
40-49,44.0,330.0,23.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,NONE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,NONE,0.812
60+,44.0,330.0,24.0,SECOND CALL,60-64,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,OMITS,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.921
40-49,44.0,330.0,25.0,THIRD CALL,40-44,MALE,KEYES,OMITS,YES,REPUBLICAN,,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,YES,NO,BUSH,,,0.489
60+,44.0,330.0,26.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.921
60+,44.0,330.0,27.0,THIRD CALL,75+,MALE,BUSH,OMITS,YES,INDEPENDENT,CATHOLIC,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,,CATHOLIC,0.893
