QRACE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYREPS,REALWIN,GORE,BRADLEY,BEATDEM,GAY,HISPANIC,REL5,REGCA,NOVCHOIC,WEIGHT,BACKSIDE,GEOCODE
WHITE,5.0,119.0,34.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT AT ALL,1,,,FAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.64,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,38.0,SECOND CALL,18-24,WHITE,MALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.595,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,WORSE,,YES,YES,REPUBLICAN,,,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.588,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,45.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,NO,INDEPENDENT,,,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,NEITHER,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.522,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,46.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,OMITS,REPUBLICAN,,,"UNDER $15,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,OMITS,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.708,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,54.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.578,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,61.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.588,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,119.0,66.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,SOCIAL SECURITY/MEDICARE,OMITS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NO,NOT AT ALL,1,,,FAVORABLE,FAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.651,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,3.0,37.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,YES,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
HISPANIC,5.0,3.0,39.0,FIRST CALL,75+,HISPANIC/LATINO,MALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,,3,,,FAVORABLE,FAVORABLE,MCCAIN,NO,YES,CATHOLIC,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
HISPANIC,5.0,1.0,53.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,BUSH,,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,OMITS,,OMITS,,OMITS,REPUBLICAN,POST GRADUATE STUDY,NONE,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,,,OMITS,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,YES,NONE,REPUBLICAN,,3.221,COMPLETED,LOS ANGELES
WHITE,5.0,5.0,62.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,CATHOLIC,REPUBLICAN,,3.189,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,5.0,63.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.189,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,5.0,69.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,SOMETHING ELSE,REPUBLICAN,,3.339,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,1.0,82.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,MORAL VALUES,NOT TYPICAL POLITICIAN,OMITS,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.221,COMPLETED,LOS ANGELES
WHITE,5.0,3.0,87.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,TAX CUT,,NO,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,OMITS,NO,NO,SOMETHING ELSE,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,5.0,96.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,,REPUBLICAN,,3.339,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,5.0,98.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,SOMETHING ELSE,REPUBLICAN,,3.339,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,3.0,115.0,FIRST CALL,45-49,WHITE,MALE,MCCAIN,,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
ASIAN,5.0,3.0,116.0,FIRST CALL,25-29,ASIAN,MALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,OMITS,REPUBLICAN,COLLEGE GRADUATE,SOMETHING ELSE,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,OMITS,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,SOMETHING ELSE,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,3.0,118.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,FAVORABLE,FAVORABLE,OMITS,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,3.0,122.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,1.0,130.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,FAVORABLE,FAVORABLE,MCCAIN,YES,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.221,COMPLETED,LOS ANGELES
WHITE,5.0,1.0,137.0,FIRST CALL,75+,WHITE,FEMALE,MCCAIN,,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,OMITS,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,FAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.077,COMPLETED,LOS ANGELES
HISPANIC,5.0,3.0,146.0,FIRST CALL,25-29,HISPANIC/LATINO,FEMALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,YES,CATHOLIC,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,5.0,157.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,,3,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.189,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,3.0,162.0,FIRST CALL,75+,WHITE,MALE,BUSH,,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,OMITS,,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$50,000-$74,999",NO,,,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,OMITS,FAVORABLE,FAVORABLE,,,OMITS,,,,NO,,3,,,UNFAVORABLE,OMITS,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,5.0,164.0,FIRST CALL,60-64,WHITE,FEMALE,MCCAIN,,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,OMITS,,,,NO,,3,,,UNFAVORABLE,OMITS,OMITS,NO,NO,SOMETHING ELSE,REPUBLICAN,,3.189,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,5.0,175.0,FIRST CALL,60-64,WHITE,MALE,BUSH,,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,OMITS,,OMITS,,OMITS,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,,,OMITS,,,,NO,,3,,,FAVORABLE,UNFAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,3.339,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,3.0,183.0,FIRST CALL,75+,WHITE,MALE,MCCAIN,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,,3,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,3.0,184.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,NO,ILLEGAL IN MOST CASES,OMITS,,OMITS,,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,FAVORABLE,FAVORABLE,,,OMITS,,,,NO,,3,,,UNFAVORABLE,OMITS,OMITS,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,1.0,193.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.221,COMPLETED,LOS ANGELES
WHITE,5.0,1.0,203.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,CATHOLIC,REPUBLICAN,,3.077,COMPLETED,LOS ANGELES
WHITE,5.0,3.0,214.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,FAVORABLE,FAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,2.744,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,3.0,224.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,4.0,230.0,FIRST CALL,50-59,WHITE,MALE,OTHERS,,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NO,,3,,,FAVORABLE,FAVORABLE,BUSH,NO,NO,NONE,REPUBLICAN,,0.806,COMPLETED,BAY AREA
WHITE,5.0,3.0,233.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,ABORTION,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,,3,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,2.872,COMPLETED,SOUTHERN CALIFORNIA
WHITE,5.0,5.0,250.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,EDUCATION,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,,3,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,3.339,COMPLETED,CENTRAL VALLEY/NORTH
