BUSHUNFR,VETVOTER,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,TIME,NONPVOTE,CLINTON,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,MCRRIGHT,VERSION,ONLYDEMS,ONLYREPS,REALWIN,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,SENCA,PROP22,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,WEIGHT
YES,,5.0,92.0,65.0,THIRD CALL,45-49,WHITE,FEMALE,WITHIN LAST 3 DAYS,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,"$75,000-$99,999",YES,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,40-49,DEMOCRAT,40-49,40-49,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.62
YES,,5.0,92.0,66.0,THIRD CALL,50-59,WHITE,FEMALE,THIS YEAR,MCCAIN,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,WORSE,,NO,INDEPENDENT,,,YES,"UNDER $15,000",YES,YES,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,,,OMITS,MCCAIN,,MCCAIN,BOTH,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.62
YES,,5.0,92.0,67.0,THIRD CALL,25-29,WHITE,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,WORSE,,NO,REPUBLICAN,,,YES,"$15,000-$29,000",YES,YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETED,CENTRAL VALLEY/NORTH,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,GORE,,BUSH,BUSH,YES,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.582
YES,,5.0,92.0,68.0,THIRD CALL,30-39,WHITE,FEMALE,WITHIN LAST WEEK,MCCAIN,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,INDEPENDENT,,,YES,"$100,000 OR MORE",YES,YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,BRADLEY,KEYES,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.62
OMITS,,5.0,92.0,69.0,THIRD CALL,30-39,WHITE,FEMALE,THIS YEAR,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,SOMETHING ELSE,,,OMITS,"$75,000-$99,999",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,GORE,GORE,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,OMITS,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.62
YES,,5.0,92.0,70.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,THIS YEAR,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,BUSH,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,NOT SATISFIED,0.45
YES,,5.0,92.0,71.0,THIRD CALL,40-44,WHITE,MALE,BEFORE THAT,BRADLEY,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,INDEPENDENT,,,NO,"$75,000-$99,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,OMITS,OMITS,,MCCAIN,NEITHER,YES,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.597
YES,,5.0,92.0,72.0,THIRD CALL,50-59,WHITE,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.648
NO,NO,5.0,92.0,74.0,THIRD CALL,40-44,WHITE,MALE,,KEYES,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$75,000-$99,999",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,HORN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.605
YES,YES,5.0,92.0,75.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,,MCCAIN,,CANDS PERSONAL QUALITIES,YES,OMITS,NO,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"UNDER $15,000",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,MCCAIN,NO,,YES,YES,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.538
OMITS,YES,5.0,92.0,76.0,THIRD CALL,75+,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$30,000-$49,000",,OMITS,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.758
OMITS,NO,5.0,92.0,77.0,THIRD CALL,25-29,WHITE,FEMALE,,NADER,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,SOMETHING ELSE,POST GRADUATE STUDY,NONE,,"$30,000-$49,000",,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,NO,NO,WHITE,NONE,OTHER,,0.266
OMITS,NO,5.0,92.0,78.0,THIRD CALL,65-74,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,,,OMITS,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,OTHER,,0.6890000000000001
YES,NO,5.0,92.0,80.0,THIRD CALL,60-64,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,,"$75,000-$99,999",,YES,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT MUCH,WHITE,,,,FAVORABLE,OMITS,,BUSH,NO,FEINSTEIN,NO,NO,WHITE,CATHOLIC,REPUBLICAN,,0.662
OMITS,,5.0,92.0,81.0,THIRD CALL,30-39,,FEMALE,,BRADLEY,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,OMITS,,,POST GRADUATE STUDY,PROTESTANT,,"$100,000 OR MORE",,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,,30-39,30-39,TOO CONSERVATIVE,OMITS,OMITS,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,,FEINSTEIN,NO,,,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.508
YES,NO,5.0,92.0,82.0,THIRD CALL,50-59,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,"$75,000-$99,999",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,UNFAVORABLE,,BUSH,NO,FEINSTEIN,YES,NO,WHITE,CATHOLIC,DEMOCRAT,,0.671
YES,NO,5.0,92.0,83.0,THIRD CALL,65-74,HISPANIC/LATINO,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,,,YES,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,,FEINSTEIN,YES,YES,WHITE,CATHOLIC,DEMOCRAT,,0.5730000000000001
YES,YES,5.0,92.0,84.0,THIRD CALL,30-39,BLACK,FEMALE,,MCCAIN,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,,"$75,000-$99,999",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,,YES,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.51
YES,NO,5.0,92.0,85.0,THIRD CALL,30-39,WHITE,FEMALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,,"$30,000-$49,000",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,FEINSTEIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.581
NO,NO,5.0,92.0,86.0,THIRD CALL,40-44,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$30,000-$49,000",,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,OMITS,,BUSH,NO,HORN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.533
NO,NO,5.0,92.0,87.0,THIRD CALL,30-39,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,,"$75,000-$99,999",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.596
OMITS,YES,5.0,92.0,88.0,THIRD CALL,60-64,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$75,000-$99,999",,OMITS,,,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,,,OMITS,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.758
NO,NO,5.0,92.0,89.0,THIRD CALL,30-39,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$50,000-$74,999",,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.585
NO,NO,5.0,92.0,90.0,THIRD CALL,50-59,WHITE,MALE,,BRADLEY,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,POST GRADUATE STUDY,NONE,,"$100,000 OR MORE",,YES,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,,NO,NO,WHITE,NONE,REPUBLICAN,,0.5680000000000001
OMITS,NO,5.0,92.0,91.0,THIRD CALL,40-44,WHITE,FEMALE,,GORE,,OMITS,NO,LEGAL IN ALL CASES,OMITS,,OMITS,,SOMETHING ELSE,HIGH SCHOOL GRADUATE,NONE,,,,OMITS,,,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,OMITS,,,OMITS,,,,OMITS,WHITE,,,,OMITS,OMITS,,BUSH,NO,,NO,NO,WHITE,NONE,REPUBLICAN,,0.614
YES,NO,5.0,92.0,92.0,THIRD CALL,50-59,BLACK,MALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$30,000-$49,000",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,GREAT DEAL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,YES,FEINSTEIN,NO,NO,BLACK,CATHOLIC,DEMOCRAT,,0.487
NO,NO,5.0,92.0,93.0,THIRD CALL,40-44,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$50,000-$74,999",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,DEMOCRAT,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.581
YES,,5.0,93.0,1.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,THIS YEAR,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.93
YES,,5.0,93.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,INDEPENDENT,,,YES,"$50,000-$74,999",NO,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.867
YES,,5.0,93.0,3.0,FIRST CALL,50-59,BLACK,FEMALE,THIS YEAR,GORE,APPROVE,OMITS,,,,SAME,,NO,DEMOCRAT,,,NO,,NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,NEITHER,,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,,,,NO,BLACK,,DEMOCRAT,NOT SATISFIED,0.854
NO,,5.0,93.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.867
NO,,5.0,93.0,5.0,FIRST CALL,75+,WHITE,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,,DEMOCRAT,,,NO,,NO,OMITS,,,65+,75+,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,65+,75+,,,,GORE,GORE,,OMITS,OMITS,YES,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,1.288
YES,,5.0,93.0,6.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,THIS YEAR,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.93
YES,,5.0,93.0,7.0,FIRST CALL,65-74,WHITE,MALE,WITHIN LAST WEEK,KEYES,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,INDEPENDENT,,,NO,"$30,000-$49,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,OMITS,OMITS,,MCCAIN,NEITHER,YES,,YELLOW,WOULD NOT VOTE,KEYES,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,,NOT SATISFIED,1.422
YES,,5.0,93.0,8.0,FIRST CALL,65-74,HISPANIC/LATINO,MALE,BEFORE THAT,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,INDEPENDENT,,,YES,"$50,000-$74,999",YES,YES,MODERATE,MODERATE,65+,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,BAY AREA,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,BUSH,OMITS,,BUSH,NEITHER,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,YES,HISPANIC/LATINO,,REPUBLICAN,SATISFIED,1.297
OMITS,,5.0,93.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,TODAY,MCCAIN,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,WORSE,,YES,REPUBLICAN,,,OMITS,"$75,000-$99,999",OMITS,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,WOULD NOT VOTE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.8300000000000001
OMITS,,5.0,93.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,THIS YEAR,GORE,OMITS,CANDS PERSONAL QUALITIES,,,,OMITS,,,DEMOCRAT,,,OMITS,"$75,000-$99,999",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,OMITS,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,OMITS,,,YELLOW,OMITS,OMITS,OMITS,,,OMITS,,,,,,WHITE,,DEMOCRAT,OMITS,0.867
YES,NO,5.0,93.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,,BRADLEY,,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,JEWISH,,,,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,BAY AREA,30-44,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,,NO,WHITE,JEWISH,DEMOCRAT,,0.715
YES,YES,5.0,93.0,12.0,FIRST CALL,50-59,WHITE,MALE,,MCCAIN,,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,,"$100,000 OR MORE",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,BAY AREA,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.866
