MCRRIGHT,HISPANIC,BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,BEATDEM,REL5,HILLARY,GIULIANI,BUSHPATA,CDAREA,CDPAST,WEIGHT
NOT AT ALL,NO,COMPLETED,LONG ISLAND,33.0,125.0,38.0,THIRD CALL,45-49,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,OMITS,NO,ILLEGAL IN ALL CASES,NO,OMITS,OMITS,SOMETHING ELSE,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,UNFAVORABLE,GORE,OMITS,OMITS,NEITHER,OMITS,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.579
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,39.0,THIRD CALL,60-64,FEMALE,MCCAIN,TODAY,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,NEITHER,NEITHER,NO,NO,OMITS,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,HI REP,0.62
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,40.0,THIRD CALL,60-64,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,SOMEWHAT,SUBURBS,HI REP,0.62
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,41.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,HI REP,0.579
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,42.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.616
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,43.0,THIRD CALL,60-64,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,NO,YES,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,SOMEWHAT,SUBURBS,HI REP,0.774
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,44.0,THIRD CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,SOMEWHAT,SUBURBS,HI REP,0.62
NOT AT ALL,NO,NOT COMPLETED,LONG ISLAND,33.0,125.0,45.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,GORE,MCCAIN,OMITS,OMITS,OMITS,NO,,OMITS,,FAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,HI REP,0.616
GREAT DEAL,NO,COMPLETED,LONG ISLAND,33.0,125.0,46.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.88
NOT AT ALL,NO,COMPLETED,LONG ISLAND,33.0,125.0,47.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,BOTH,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,SOMEWHAT,SUBURBS,HI REP,0.579
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,48.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,HI REP,0.679
GREAT DEAL,NO,COMPLETED,LONG ISLAND,33.0,125.0,49.0,THIRD CALL,60-64,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,GREAT DEAL,SUBURBS,HI REP,0.728
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,50.0,THIRD CALL,45-49,FEMALE,BUSH,TODAY,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,COLLEGE GRADUATE,SOMETHING ELSE,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,MCCAIN,NO,NO,MCCAIN,SOMETHING ELSE,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.679
NOT AT ALL,NO,COMPLETED,LONG ISLAND,33.0,125.0,51.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,,,,,NO,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,OMITS,MCCAIN,YES,,MCCAIN,,FAVORABLE,UNFAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.616
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,52.0,THIRD CALL,40-44,MALE,KEYES,BEFORE THAT,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BUSH,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.88
NOT AT ALL,NO,NOT COMPLETED,LONG ISLAND,33.0,125.0,53.0,THIRD CALL,65-74,FEMALE,MCCAIN,BEFORE THAT,TAXES,STRONG LEADER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,GORE,MCCAIN,OMITS,OMITS,OMITS,NO,,OMITS,,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.62
NOT AT ALL,NO,COMPLETED,LONG ISLAND,33.0,125.0,54.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,HI REP,0.616
GREAT DEAL,NO,COMPLETED,LONG ISLAND,33.0,125.0,55.0,THIRD CALL,65-74,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,NEITHER,BOTH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.728
NOT MUCH,NO,COMPLETED,LONG ISLAND,33.0,125.0,56.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,SOMEWHAT,SUBURBS,HI REP,0.88
SOMEWHAT,NO,COMPLETED,LONG ISLAND,33.0,125.0,57.0,THIRD CALL,45-49,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,OMITS,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BUSH,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,UNFAVORABLE,NOT MUCH,SUBURBS,HI REP,0.579
SOMEWHAT,NO,COMPLETED,LONG ISLAND,33.0,125.0,58.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,OMITS,OMITS,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,NO,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,HI REP,0.616
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,1.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,GREAT DEAL,UPSTATE CITY,MID REP,0.9500000000000001
GREAT DEAL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,2.0,FIRST CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,BOTH,YES,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT MUCH,UPSTATE CITY,MID REP,1.064
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,3.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,OMITS,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.293
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,4.0,FIRST CALL,45-49,FEMALE,KEYES,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.269
SOMEWHAT,NO,COMPLETED,NYC SUBURBS,33.0,132.0,5.0,FIRST CALL,65-74,,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.644
SOMEWHAT,NO,COMPLETED,NYC SUBURBS,33.0,132.0,6.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.722
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,7.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.644
NOT MUCH,NO,COMPLETED,NYC SUBURBS,33.0,132.0,8.0,FIRST CALL,60-64,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,FAVORABLE,NOT MUCH,UPSTATE CITY,MID REP,0.7020000000000001
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,9.0,FIRST CALL,30-39,FEMALE,BUSH,TODAY,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,BOTH,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.977
NOT MUCH,NO,COMPLETED,NYC SUBURBS,33.0,132.0,10.0,FIRST CALL,50-59,FEMALE,BUSH,TODAY,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,YES,,,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,NEITHER,OMITS,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,SOMEWHAT,UPSTATE CITY,MID REP,0.977
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,11.0,FIRST CALL,45-49,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,1.064
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,12.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.977
NOT MUCH,NO,COMPLETED,NYC SUBURBS,33.0,132.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,BOTH,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,GREAT DEAL,UPSTATE CITY,MID REP,0.977
NOT AT ALL,NO,COMPLETED,NYC SUBURBS,33.0,132.0,14.0,FIRST CALL,65-74,MALE,KEYES,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,YES,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,UPSTATE CITY,MID REP,0.28500000000000003
