BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,SSMARRY,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,SSPART,BEATDEM,REL5,WEIGHT
COMPLETED,RUTLAND,46.0,67.0,15.0,SECOND CALL,40-44,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.772
COMPLETED,RUTLAND,46.0,67.0,16.0,SECOND CALL,40-44,MALE,MCCAIN,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,REPUBLICAN,COLLEGE GRADUATE,NONE,,OMITS,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,YES,MCCAIN,YES,NO,YES,BUSH,NONE,2.011
COMPLETED,RUTLAND,46.0,67.0,17.0,SECOND CALL,45-49,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,YES,MCCAIN,YES,NEITHER,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.8820000000000001
COMPLETED,RUTLAND,46.0,67.0,18.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,NO,BUSH,YES,OMITS,NO,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.772
COMPLETED,RUTLAND,46.0,67.0,19.0,SECOND CALL,45-49,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,ABOUT RIGHT,NO,NEITHER,YES,NEITHER,YES,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.8940000000000001
COMPLETED,RUTLAND,46.0,67.0,20.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.8820000000000001
COMPLETED,RUTLAND,46.0,67.0,21.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,NO,BUSH,YES,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.8940000000000001
COMPLETED,RUTLAND,46.0,67.0,22.0,SECOND CALL,30-39,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,NEITHER,YES,NEITHER,NO,NO,NO,MCCAIN,CATHOLIC,0.744
COMPLETED,RUTLAND,46.0,68.0,1.0,FIRST CALL,45-49,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,OMITS,MCCAIN,NOT CONSERVATIVE ENOUGH,YES,MCCAIN,NO,MCCAIN,,NO,YES,MCCAIN,CATHOLIC,1.605
COMPLETED,RUTLAND,46.0,68.0,2.0,FIRST CALL,50-59,MALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,GORE,GORE,NOT CONSERVATIVE ENOUGH,YES,NEITHER,NO,OMITS,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.605
COMPLETED,RUTLAND,46.0,68.0,3.0,FIRST CALL,40-44,MALE,MCCAIN,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,NEITHER,YES,MCCAIN,YES,NO,YES,MCCAIN,CATHOLIC,1.605
NOT COMPLETED,RUTLAND,46.0,68.0,4.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,OMITS,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ONLY REPUBLICANS,GORE,MCCAIN,OMITS,NO,OMITS,YES,OMITS,YES,,YES,OMITS,,1.4020000000000001
NOT COMPLETED,RUTLAND,46.0,68.0,5.0,FIRST CALL,65-74,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,GORE,MCCAIN,OMITS,YES,OMITS,YES,OMITS,YES,,YES,OMITS,,1.4020000000000001
COMPLETED,RUTLAND,46.0,68.0,6.0,FIRST CALL,75+,FEMALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,NO,MCCAIN,YES,OMITS,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.4020000000000001
COMPLETED,RUTLAND,46.0,68.0,7.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.499
COMPLETED,RUTLAND,46.0,68.0,8.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.499
COMPLETED,RUTLAND,46.0,68.0,9.0,FIRST CALL,40-44,FEMALE,MCCAIN,TODAY,EDUCATION,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,YES,OMITS,NO,NEITHER,NO,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.502
COMPLETED,RUTLAND,46.0,68.0,10.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,NEITHER,YES,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.4020000000000001
COMPLETED,RUTLAND,46.0,68.0,11.0,FIRST CALL,65-74,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,MCCAIN,NO,NEITHER,YES,YES,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,1.411
COMPLETED,RUTLAND,46.0,68.0,12.0,FIRST CALL,65-74,FEMALE,BUSH,TODAY,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,NO,MCCAIN,YES,BUSH,YES,NO,YES,MCCAIN,CATHOLIC,1.32
COMPLETED,RUTLAND,46.0,68.0,13.0,FIRST CALL,40-44,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,CATHOLIC,1.5110000000000001
COMPLETED,RUTLAND,46.0,68.0,14.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,YES,MCCAIN,NO,NEITHER,NO,YES,YES,MCCAIN,,1.605
COMPLETED,RUTLAND,46.0,68.0,15.0,FIRST CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.502
COMPLETED,RUTLAND,46.0,68.0,16.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.605
COMPLETED,RUTLAND,46.0,68.0,17.0,FIRST CALL,75+,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,NEITHER,NO,NEITHER,YES,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.499
COMPLETED,RUTLAND,46.0,68.0,18.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,NONE,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,YES,MCCAIN,NO,MCCAIN,NO,NO,NO,MCCAIN,NONE,1.605
COMPLETED,RUTLAND,46.0,68.0,19.0,SECOND CALL,50-59,MALE,OTHERS,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BOTH,YES,BUSH,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,2.0380000000000003
COMPLETED,RUTLAND,46.0,68.0,20.0,SECOND CALL,40-44,FEMALE,BUSH,TODAY,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,YES,BUSH,YES,BOTH,YES,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,1.414
COMPLETED,RUTLAND,46.0,68.0,21.0,SECOND CALL,30-39,MALE,OTHERS,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,OMITS,OMITS,NOT CONSERVATIVE ENOUGH,NO,NEITHER,NO,NEITHER,NO,YES,NO,OMITS,PROTESTANT/OTHER CHRISTIAN,2.0380000000000003
COMPLETED,RUTLAND,46.0,68.0,22.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,OMITS,OMITS,NO,LEGAL IN ALL CASES,NO,OMITS,OMITS,,POST GRADUATE STUDY,OTHER CHRISTIAN,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,OMITS,ABOUT RIGHT,YES,MCCAIN,NO,OMITS,NO,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.502
COMPLETED,RUTLAND,46.0,68.0,23.0,SECOND CALL,75+,FEMALE,MCCAIN,TODAY,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,BOTH,NO,OMITS,YES,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.4020000000000001
COMPLETED,RUTLAND,46.0,68.0,24.0,SECOND CALL,25-29,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,NONE,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,NEITHER,YES,NO,NO,MCCAIN,NONE,1.296
COMPLETED,RUTLAND,46.0,68.0,25.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BOTH,YES,NO,NO,BUSH,CATHOLIC,1.414
COMPLETED,RUTLAND,46.0,68.0,26.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,NEITHER,YES,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,1.5110000000000001
COMPLETED,RUTLAND,46.0,68.0,27.0,SECOND CALL,75+,,BUSH,TODAY,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,CATHOLIC,1.32
COMPLETED,RUTLAND,46.0,68.0,28.0,SECOND CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,NO,NEITHER,NO,MCCAIN,YES,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,1.502
COMPLETED,GREEN MOUNTAINS,46.0,70.0,1.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,YES,MCCAIN,YES,MCCAIN,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.06
COMPLETED,GREEN MOUNTAINS,46.0,70.0,2.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,,YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,NO,BUSH,YES,BUSH,NO,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.169
