QTYPE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,GWCONSRV,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,RELUTAH7,THRDCAND,WARWEST,RELUTAH6,MCRRIGHT,BEATDEM,REGREPUT,WEIGHT
STATE,45.0,47.0,3.0,FIRST CALL,45-49,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,284.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,47.0,4.0,FIRST CALL,40-44,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,DEMOCRAT,NOT CONSERVATIVE ENOUGH,284.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,47.0,5.0,FIRST CALL,75+,FEMALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,YES,,MORMON/LATTER DAY SAINTS,OMITS,OMITS,MORMON/LATTER DAY SAINTS,OMITS,BUSH,UNDECLARED/INDEPENDENT,0.244
STATE,45.0,47.0,6.0,FIRST CALL,40-44,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,MCCAIN,REPUBLICAN,0.28400000000000003
STATE,45.0,47.0,7.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,226.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.226
STATE,45.0,47.0,8.0,FIRST CALL,30-39,MALE,BUSH,TODAY,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,ABOUT RIGHT,264.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,0.264
STATE,45.0,47.0,9.0,FIRST CALL,25-29,FEMALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,25-29,REPUBLICAN,ABOUT RIGHT,304.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,MCCAIN,REPUBLICAN,0.304
STATE,45.0,47.0,10.0,FIRST CALL,18-24,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,WEST/PROVO,18-29,18-24,REPUBLICAN,NOT CONSERVATIVE ENOUGH,308.0,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,ABOUT RIGHT,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,MCCAIN,UNDECLARED/INDEPENDENT,0.308
STATE,45.0,47.0,11.0,FIRST CALL,45-49,FEMALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,306.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.306
STATE,45.0,47.0,12.0,FIRST CALL,75+,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,REPUBLICAN,0.244
STATE,45.0,47.0,13.0,FIRST CALL,60-64,FEMALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,OMITS,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,60+,60+,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,263.0,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,0.263
STATE,45.0,47.0,14.0,FIRST CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,284.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,47.0,15.0,FIRST CALL,30-39,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,SOMETHING ELSE,COLLEGE GRADUATE,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,INDEPENDENT/OTHER,OMITS,284.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HELPS STATE,MORMON/LATTER DAY SAINTS,OMITS,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,47.0,16.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,284.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,47.0,17.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,ABOUT RIGHT,281.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,REPUBLICAN,0.281
STATE,45.0,47.0,18.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,INDEPENDENT/OTHER,ABOUT RIGHT,281.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,0.281
STATE,45.0,47.0,19.0,FIRST CALL,25-29,FEMALE,KEYES,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,25-29,REPUBLICAN,NOT CONSERVATIVE ENOUGH,308.0,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,0.308
STATE,45.0,47.0,20.0,FIRST CALL,60-64,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.244
STATE,45.0,47.0,21.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,OMITS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.244
STATE,45.0,47.0,22.0,SECOND CALL,,,BUSH,THIS YEAR,OMITS,OMITS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,INDEPENDENT,,"$15,000-$29,000",OMITS,,,,,COMPLETE,WEST/PROVO,,,INDEPENDENT/OTHER,OMITS,284.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,OMITS,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,,0.28400000000000003
STATE,45.0,47.0,23.0,SECOND CALL,75+,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,"UNDER $15,000",YES,MODERATE,MODERATE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,226.0,FAVORABLE,FAVORABLE,BUSH,OMITS,ABOUT RIGHT,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.226
STATE,45.0,47.0,24.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,226.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.226
STATE,45.0,47.0,25.0,SECOND CALL,25-29,FEMALE,BUSH,WITHIN LAST 3 DAYS,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,25-29,REPUBLICAN,ABOUT RIGHT,285.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.28500000000000003
STATE,45.0,47.0,26.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,47.0,27.0,SECOND CALL,75+,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,OMITS,245.0,FAVORABLE,FAVORABLE,BUSH,OMITS,OMITS,BUSH,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,OMITS,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.245
STATE,45.0,47.0,28.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,264.0,FAVORABLE,FAVORABLE,BUSH,GORE,ABOUT RIGHT,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.264
STATE,45.0,47.0,29.0,SECOND CALL,75+,,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,226.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.226
STATE,45.0,47.0,30.0,SECOND CALL,45-49,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,ABOUT RIGHT,264.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,0.264
STATE,45.0,47.0,31.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,OMITS,YES,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,OMITS,284.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,OMITS,MORMON/LATTER DAY SAINTS,SOMEWHAT,OMITS,REPUBLICAN,0.28400000000000003
STATE,45.0,47.0,32.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,OTHER CHRISTIAN,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,47.0,33.0,SECOND CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,281.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,MCCAIN,UNDECLARED/INDEPENDENT,0.281
STATE,45.0,47.0,34.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,226.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.226
STATE,45.0,47.0,35.0,SECOND CALL,75+,MALE,BUSH,WITHIN LAST WEEK,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,226.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,OMITS,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.226
STATE,45.0,47.0,36.0,SECOND CALL,65-74,,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,65+,18-74,NOT COMPLETE,WEST/PROVO,60+,60+,,OMITS,244.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BOTH,YES,,,OMITS,OMITS,,SOMEWHAT,OMITS,REPUBLICAN,0.244
STATE,45.0,47.0,37.0,SECOND CALL,75+,FEMALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,0.244
STATE,45.0,47.0,38.0,SECOND CALL,,MALE,KEYES,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,STRENGTHEN SOCIAL SECURITY,YES,,,,OMITS,,,,,COMPLETE,WEST/PROVO,,,,ABOUT RIGHT,284.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,OMITS,YES,,,OMITS,OMITS,,OMITS,BUSH,,0.28400000000000003
