BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,MCRRIGHT,BEATDEM,SENOHR,REL5,WEIGHT
COMPLETED,NORTHEAST,36.0,131.0,29.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,NOT MUCH,BUSH,DEWINE,CATHOLIC,0.647
COMPLETED,NORTHEAST,36.0,131.0,30.0,SECOND CALL,50-59,FEMALE,MCCAIN,TODAY,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,SOMETHING ELSE,POST GRADUATE STUDY,JEWISH,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,OMITS,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,NOT MUCH,MCCAIN,DICKSON,JEWISH,0.6940000000000001
COMPLETED,NORTHEAST,36.0,131.0,31.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.629
COMPLETED,NORTHEAST,36.0,131.0,32.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,CATHOLIC,0.629
COMPLETED,NORTHEAST,36.0,131.0,33.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,GREAT DEAL,BUSH,DEWINE,CATHOLIC,0.657
COMPLETED,NORTHEAST,36.0,131.0,34.0,THIRD CALL,40-44,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,CATHOLIC,0.629
COMPLETED,NORTHEAST,36.0,131.0,35.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,NO,NO,NOT AT ALL,MCCAIN,CREMEANS,CATHOLIC,0.44
COMPLETED,NORTHEAST,36.0,131.0,36.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.629
COMPLETED,NORTHEAST,36.0,131.0,37.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,BUSH,YES,NO,NOT AT ALL,MCCAIN,DEWINE,CATHOLIC,0.912
COMPLETED,NORTHEAST,36.0,131.0,38.0,THIRD CALL,18-24,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.912
COMPLETED,NORTHEAST,36.0,131.0,39.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT MUCH,BUSH,DEWINE,SOMETHING ELSE,0.912
COMPLETED,NORTHEAST,36.0,131.0,40.0,THIRD CALL,40-44,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.647
COMPLETED,NORTHEAST,36.0,131.0,41.0,THIRD CALL,45-49,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,GREAT DEAL,BUSH,DEWINE,CATHOLIC,0.647
COMPLETED,NORTHEAST,36.0,131.0,42.0,THIRD CALL,18-24,FEMALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,NO,NO,GREAT DEAL,BUSH,DEWINE,CATHOLIC,0.896
COMPLETED,NORTHEAST,36.0,131.0,43.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,OMITS,YES,NO,NOT MUCH,MCCAIN,DEWINE,CATHOLIC,0.677
COMPLETED,NORTHEAST,36.0,131.0,44.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,GREAT DEAL,BUSH,DICKSON,PROTESTANT/OTHER CHRISTIAN,0.663
COMPLETED,NORTHEAST,36.0,131.0,45.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.647
COMPLETED,NORTHEAST,36.0,131.0,46.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,ABOUT RIGHT,BOTH,BUSH,NO,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.629
COMPLETED,NORTHEAST,36.0,131.0,47.0,THIRD CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,GREAT DEAL,MCCAIN,DEWINE,NONE,0.677
COMPLETED,NORTHEAST,36.0,131.0,48.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,OMITS,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,ABOUT RIGHT,MCCAIN,NEITHER,NO,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.87
COMPLETED,NORTHEAST,36.0,135.0,1.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BUSH,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.34500000000000003
NOT COMPLETED,NORTHEAST,36.0,135.0,2.0,FIRST CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,MCCAIN,OMITS,OMITS,OMITS,YES,,NOT AT ALL,OMITS,DEWINE,,0.371
COMPLETED,NORTHEAST,36.0,135.0,3.0,FIRST CALL,60-64,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,YES,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.47400000000000003
COMPLETED,NORTHEAST,36.0,135.0,4.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,ABOUT RIGHT,BUSH,BUSH,YES,NO,NOT AT ALL,MCCAIN,DEWINE,CATHOLIC,0.355
NOT COMPLETED,NORTHEAST,36.0,135.0,5.0,FIRST CALL,75+,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,65+,75+,STATE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,MCCAIN,OMITS,OMITS,OMITS,YES,,OMITS,OMITS,DEWINE,,0.487
COMPLETED,NORTHEAST,36.0,135.0,6.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.371
COMPLETED,NORTHEAST,36.0,135.0,7.0,FIRST CALL,40-44,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.359
NOT COMPLETED,NORTHEAST,36.0,135.0,8.0,FIRST CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,OMITS,YES,,SOMEWHAT,OMITS,DEWINE,,0.34500000000000003
COMPLETED,NORTHEAST,36.0,135.0,9.0,FIRST CALL,40-44,MALE,BUSH,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,NEITHER,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.34500000000000003
COMPLETED,NORTHEAST,36.0,135.0,10.0,FIRST CALL,50-59,MALE,BUSH,WITHIN LAST 3 DAYS,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NEITHER,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.34500000000000003
COMPLETED,NORTHEAST,36.0,135.0,11.0,FIRST CALL,30-39,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,OMITS,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,YES,YES,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.34800000000000003
NOT COMPLETED,NORTHEAST,36.0,135.0,12.0,FIRST CALL,60-64,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,GORE,OMITS,OMITS,OMITS,YES,,GREAT DEAL,OMITS,DEWINE,,0.451
COMPLETED,NORTHEAST,36.0,135.0,13.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.34800000000000003
COMPLETED,NORTHEAST,36.0,135.0,14.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NEITHER,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.355
COMPLETED,NORTHEAST,36.0,135.0,15.0,FIRST CALL,45-49,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.371
NOT COMPLETED,NORTHEAST,36.0,135.0,16.0,FIRST CALL,40-44,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,OMITS,YES,,NOT AT ALL,OMITS,DEWINE,,0.371
NOT COMPLETED,NORTHEAST,36.0,135.0,17.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,OMITS,YES,,NOT MUCH,OMITS,DICKSON,,0.353
COMPLETED,NORTHEAST,36.0,135.0,18.0,FIRST CALL,30-39,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,DEWINE,CATHOLIC,0.371
COMPLETED,NORTHEAST,36.0,135.0,19.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.371
