STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT,PREVPRID
11.0,82.0,2.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.557,YES
11.0,82.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,EDUCATION,STRONG LEADER,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,GORE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,0.312,YES
11.0,82.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,CENTRAL DEMOCRATS,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.673,
11.0,82.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.557,YES
11.0,82.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.024,YES
11.0,82.0,7.0,FIRST CALL,,WHITE,MALE,UNCOMITTED,WITHIN LAST WEEK,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,,,OMITS,OMITS,OMITS,OMITS,STATE,NOT COMPLETE,CENTRAL DEMOCRATS,,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,0.0,
11.0,82.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.312,YES
11.0,82.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.637,YES
11.0,82.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,NOT COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,0.528,
11.0,82.0,11.0,SECOND CALL,45-49,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.848,YES
11.0,82.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.673,YES
11.0,82.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.673,YES
11.0,82.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.637,NO
11.0,82.0,15.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.024,YES
11.0,82.0,16.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,OMITS,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,OMITS,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.557,YES
11.0,82.0,17.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,OMITS,OMITS,OMITS,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,40-49,DEMOCRAT,40-49,40-49,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,0.528,YES
11.0,82.0,18.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ONLY GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.024,YES
11.0,82.0,19.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,RACE RELATIONS,NOT TYPICAL POLITICAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.361,YES
11.0,82.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,NOT TYPICAL POLITICAN,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.312,NO
11.0,82.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,OMITS,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.637,YES
11.0,82.0,22.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.528,YES
11.0,82.0,23.0,THIRD CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICAN,OMITS,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,OMITS,OMITS,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,FAVORABLE,OMITS,MCCAIN,OMITS,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.329,YES
11.0,82.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.637,YES
11.0,82.0,25.0,THIRD CALL,25-29,WHITE,MALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,CENTRAL DEMOCRATS,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,BUSH,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.738,YES
11.0,82.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.892,YES
11.0,82.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.528,YES
11.0,82.0,28.0,THIRD CALL,65-74,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.557,NO
11.0,82.0,29.0,THIRD CALL,75+,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,GORE,ONLY GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.557,YES
11.0,84.0,1.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,NOT COMPLETE,NEW REPUBLICANS,60+,60+,,65+,75+,OMITS,OMITS,BUSH,OMITS,OMITS,OMITS,OMITS,,2.254,
11.0,84.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NEW REPUBLICANS,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,1.776,NO
11.0,84.0,3.0,FIRST CALL,40-44,BLACK,MALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.283,YES
11.0,84.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,TOO LIBERAL,TOO LIBERAL,STATE,NOT COMPLETE,NEW REPUBLICANS,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,MCCAIN,OMITS,OMITS,OMITS,,1.7510000000000001,
11.0,84.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NEW REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.125,YES
11.0,84.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,UNCOMITTED,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.0,YES
11.0,84.0,7.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,TODAY,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,18-29,18-24,DEMOCRAT,18-24,18-24,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.776,YES
11.0,84.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NEW REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.879,YES
11.0,84.0,9.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NEW REPUBLICANS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.055,YES
11.0,84.0,10.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NEW REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.7510000000000001,YES
11.0,84.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,NONE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.879,YES
