BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
Yes,,Industrial areas,,30.0,102.0,31.0,Call 3,30-39,Female,McCain,Within 3 days,Satisfied with candidates,,Moral values,Strong leader,My candidates personal qualities,,No,Dole,Legal in most cases,,,,Independent,,Once a week,Some college/Associate,Catholic,No,"$75,000 - $99,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,1.359
Yes,,Industrial areas,,30.0,102.0,32.0,Call 3,60-64,Female,McCain,This year,Satisfied with candidates,,Moral values,Strong leader,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Few times a month,High school graduate,Catholic,No,"$50,000 - $74,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,1.809
Yes,,Industrial areas,,30.0,102.0,33.0,Call 3,25-29,Male,Bush,Today,Satisfied with candidates,,World affairs,Can win in November,My candidates personal qualities,,No,Did not vote,Legal in most cases,,,,Republican,,Never,College graduate,Protestant,OMITS,"$100,000 or more",Yes,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.8840000000000001
Yes,,Industrial areas,,30.0,102.0,34.0,Call 3,40-44,Male,Keyes,Within last week,Would like someone else,,Abortion,Stands up for beliefs,My candidates positions on the issues,,No,Buchanan,Illegal in most cases,,,,Republican,,Never,Some college/Associate,None,No,"$30,000 - $49,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,None,1.027
,,Industrial areas,No,30.0,102.0,35.0,Call 3,30-39,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Republican,Somewhat important,,High school graduate,,,"$75,000 - $99,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Not too closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,No,,,No,,Like my candidate with reservations,Bush,Good amount,Help,,Republican,,1.359
Yes,,South,,30.0,103.0,1.0,Call 1,18-24,Female,McCain,Today,Would like someone else,,Abortion,Stands up for beliefs,My candidates positions on the issues,,No,,Legal in most cases,,,,Independent,,Few times a year,Some college/Associate,None,Yes,"$50,000 - $74,999",Yes,Yes,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,None,0.778
Yes,,South,,30.0,103.0,2.0,Call 1,30-39,Female,Bush,Within last week,Satisfied with candidates,,Moral values,Strong leader,My candidates personal qualities,,Yes,Dole,Illegal in all cases,,,,Republican,,Few times a month,Post graduate study,Catholic,OMITS,"$100,000 or more",OMITS,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,0.75
No,,South,,30.0,103.0,3.0,Call 1,40-44,Male,McCain,Before that,Satisfied with candidates,,OMITS,OMITS,OMITS,,OMITS,Alexander,OMITS,,,,Republican,,OMITS,High school graduate,Catholic,No,"$30,000 - $49,999",Yes,No,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,OMITS,,,,,Yes,Republican,Catholic,0.6890000000000001
Yes,,South,,30.0,103.0,4.0,Call 1,30-39,Male,McCain,Today,Satisfied with candidates,,Moral values,Has the right experience,My candidates personal qualities,,No,Forbes,Illegal in most cases,,,,Republican,,Once a week,Some college/Associate,Other Christian,Yes,"$50,000 - $74,999",Yes,Yes,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,0.6890000000000001
Yes,,South,,30.0,103.0,5.0,Call 1,45-49,Male,Forbes,This year,Satisfied with candidates,,Taxes,Represents conservative values,My candidates positions on the issues,,No,Dole,Illegal in most cases,,,,Republican,,Once a week,College graduate,Other Christian,No,"$30,000 - $49,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,Yes,Republican,Protestant/Other Christian,0.834
Yes,,South,,30.0,103.0,6.0,Call 1,40-44,Male,McCain,Within 3 days,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Dole,OMITS,,,,Independent,,Few times a year,Post graduate study,Catholic,No,"$100,000 or more",No,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,0.6890000000000001
,,South,"Yes, for Gore",30.0,103.0,7.0,Call 1,30-39,Male,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,Post graduate study,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Not too closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,0.6890000000000001
,No,South,No,30.0,103.0,8.0,Call 1,30-39,Male,Forbes,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not too important,Independent,Not too important,,College graduate,,,"$50,000 - $74,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Not too closely,Favorable,Unfavorable,Favorable,Yes,Good,Neither,No,,,Yes,,Strongly favor my candidate,Bush,Good amount,Help,,Undeclared/Independent,,0.834
,No,South,No,30.0,103.0,9.0,Call 1,25-29,Female,Bush,,,Will fall,,,,None,,,,Better,Strengthen Social Security,Somewhat important,Independent,Somewhat important,,High school graduate,,,"$30,000 - $49,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,Not too closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,No,,,No,,Like my candidate with reservations,Bush,Good amount,OMITS,,Undeclared/Independent,,0.857
,,South,No,30.0,103.0,10.0,Call 1,30-39,Male,McCain,,,Will rise,,,,Three or more,,,,Better,Tax cut,Not important at all,Republican,Very important,,Post graduate study,,,"$100,000 or more",,,Moderate,Moderate,"Yes, both voter and someone else",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,0.6890000000000001
,,South,"Yes, for Gore",30.0,103.0,11.0,Call 1,30-39,Male,Keyes,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Not too important,,College graduate,,,"$100,000 or more",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,OMITS,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,,,0.624
Yes,,South,,30.0,103.0,12.0,Call 2,65-74,Female,Other,Today,Satisfied with candidates,,Taxes,Cares about average American,My candidates personal qualities,,OMITS,Did not vote,Illegal in most cases,,,,Democrat,,Once a week,High school graduate,Protestant,OMITS,"$75,000 - $99,999",Yes,OMITS,Very conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Democrat,65 and over,65-74,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,,Protestant/Other Christian,0.169
Yes,,South,,30.0,103.0,13.0,Call 2,18-24,Female,Bush,This year,Satisfied with candidates,,Taxes,Represents conservative values,My candidates positions on the issues,,No,,Legal in all cases,,,,Republican,,Few times a year,Some college/Associate,Catholic,No,"$100,000 or more",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,,,,,,,,,No,No,,Keep to themselves,,,,,OMITS,Not registered,Catholic,0.857
No,,South,,30.0,103.0,14.0,Call 2,40-44,Female,Forbes,Before that,Would like someone else,,Taxes,Understands complex issues,My candidates positions on the issues,,No,Forbes,Legal in all cases,,,,Independent,,Few times a year,College graduate,Catholic,Yes,,No,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,0.8220000000000001
,"Yes, for Bradley",South,"Yes, for Bradley",30.0,103.0,15.0,Call 2,30-39,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Not too important,,High school graduate,,,"$75,000 - $99,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Not too closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,Yes,,Like my candidate with reservations,McCain,Great deal,Help,,Undeclared/Independent,,0.6890000000000001
,,South,No,30.0,103.0,16.0,Call 2,75 and over,,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,OMITS,Republican,Very important,,High school graduate,,,"$15,000-$29,999",,,Very conservative,Conservative,No,65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,Not closely at all,Favorable,Favorable,Unfavorable,,Excellent,McCain,OMITS,,,OMITS,,Strongly favor my candidate,McCain,OMITS,Help,,Republican,,0.805
,No,South,No,30.0,103.0,17.0,Call 2,30-39,Male,McCain,,,Will fall,,,,Three or more,,,,Better,OMITS,Very important,Independent,Very important,,Some college/Associate,,,"$75,000 - $99,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,Yes,,,Yes,,Like my candidate with reservations,McCain,Great deal,Help,,Undeclared/Independent,,0.6890000000000001
,,South,No,30.0,103.0,18.0,Call 2,45-49,Male,McCain,,,Will rise,,,,None,,,,Same,Tax cut,Not important at all,Independent,Very important,,College graduate,,,"$30,000 - $49,999",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Very closely,Favorable,Favorable,Favorable,Yes,Excellent,Bush,No,,,Yes,,Strongly favor my candidate,Bush,Great deal,OMITS,,Republican,,0.6890000000000001
No,,South,,30.0,103.0,19.0,Call 3,18-24,Male,Keyes,This year,Satisfied with candidates,,Moral values,Represents conservative values,My candidates positions on the issues,,No,Did not vote,Illegal in most cases,,,,Independent,,Never,High school graduate,Something else,No,"$15,000-$29,999",No,No,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Something else,0.713
No,,South,,30.0,103.0,20.0,Call 3,30-39,Male,McCain,This year,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Republican,,Few times a month,High school graduate,Catholic,Yes,"$30,000 - $49,999",No,No,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,0.6890000000000001
No,,South,,30.0,103.0,21.0,Call 3,30-39,Male,McCain,Today,Would like someone else,,Abortion,Stands up for beliefs,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$50,000 - $74,999",No,OMITS,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.6890000000000001
Yes,,South,,30.0,103.0,22.0,Call 3,30-39,,Forbes,This year,Would like someone else,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Forbes,Legal in all cases,,,,Something else,,Never,Post graduate study,None,No,"$100,000 or more",No,No,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,None,0.834
No,,South,,30.0,103.0,23.0,Call 3,50-59,Male,Forbes,Today,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,Legal in all cases,,,,Republican,,Few times a year,Some college/Associate,Something else,No,"$50,000 - $74,999",No,No,Very conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Something else,0.834
Yes,,South,,30.0,103.0,24.0,Call 3,45-49,Female,Bush,Within last week,Satisfied with candidates,,Moral values,Can win in November,My candidates positions on the issues,,Yes,Buchanan,Illegal in all cases,,,,Republican,,More than once a week,High school graduate,Protestant,No,"$30,000 - $49,999",Yes,OMITS,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,0.75
No,,South,,30.0,103.0,25.0,Call 3,40-44,Male,McCain,Within last week,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Republican,,Few times a year,Some college/Associate,Catholic,No,"$100,000 or more",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,0.6890000000000001
Yes,,South,,30.0,103.0,26.0,Call 3,45-49,Male,Forbes,Within 3 days,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,,OMITS,,,,Republican,,Few times a year,Some college/Associate,Protestant,No,"$100,000 or more",No,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.834
Yes,,South,,30.0,103.0,27.0,Call 3,30-39,Female,Bush,This year,Satisfied with candidates,,Education,Stands up for beliefs,My candidates positions on the issues,,Yes,Dole,Legal in all cases,,,,Republican,,Few times a year,High school graduate,Catholic,No,"$30,000 - $49,999",Yes,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,Yes,Republican,Catholic,0.75
Yes,,South,,30.0,103.0,28.0,Call 3,30-39,Female,McCain,Today,Satisfied with candidates,,Moral values,Has the right experience,My candidates personal qualities,,No,Other,Legal in all cases,,,,Independent,,Few times a year,College graduate,Jewish,OMITS,"$75,000 - $99,999",OMITS,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Jewish,0.68
Yes,,South,,30.0,103.0,29.0,Call 3,40-44,Female,Keyes,Within 3 days,OMITS,,Moral values,Represents conservative values,My candidates positions on the issues,,Yes,Buchanan,Illegal in all cases,,,,Republican,,More than once a week,Some college/Associate,,No,"$50,000 - $74,999",OMITS,No,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,,0.615
Yes,,South,,30.0,103.0,30.0,Call 3,40-44,Male,Bush,This year,Satisfied with candidates,,World affairs,Has the right experience,My candidates personal qualities,,No,Buchanan,Illegal in most cases,,,,Independent,,Once a week,Post graduate study,Catholic,No,"$100,000 or more",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,0.76
Yes,,South,,30.0,103.0,31.0,Call 3,45-49,Female,Bush,This year,Satisfied with candidates,,Education,Strong leader,My candidates personal qualities,,No,Forbes,Legal in most cases,,,,Republican,,Once a week,College graduate,Catholic,No,"$75,000 - $99,999",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,0.75
Yes,,South,,30.0,103.0,32.0,Call 3,50-59,Male,Forbes,This year,Satisfied with candidates,,Taxes,Understands complex issues,My candidates positions on the issues,,No,Other,Illegal in most cases,,,,Independent,,More than once a week,College graduate,Other Christian,No,"$30,000 - $49,999",No,Yes,Very conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,0.834
No,,South,,30.0,103.0,33.0,Call 3,18-24,Male,Forbes,Within last week,Satisfied with candidates,,Taxes,Cares about average American,My candidates positions on the issues,,No,Did not vote,Legal in most cases,,,,Independent,,Never,Some college/Associate,None,No,"$50,000 - $74,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,18-29,18-24,Independent/Other,18-24,18-24,,,,,,,,,No,Yes,,Keep to themselves,,,,,No,Not registered,None,0.9520000000000001
Yes,,South,,30.0,103.0,34.0,Call 3,45-49,Female,Forbes,This year,Satisfied with candidates,,Moral values,Represents conservative values,My candidates positions on the issues,,No,Forbes,Illegal in most cases,,,,Republican,,Once a week,Some college/Associate,Catholic,No,"$30,000 - $49,999",No,No,Very conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,0.8220000000000001
Yes,,South,,30.0,103.0,35.0,Call 3,30-39,,Forbes,Today,Satisfied with candidates,,Abortion,Strong leader,My candidates personal qualities,,Yes,Did not vote,Illegal in most cases,,,,Republican,,Few times a month,High school graduate,Protestant,No,"$75,000 - $99,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.8220000000000001
