GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Female,30-34,Asian,Andrew Cuomo,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Very conservative,,,,Enthusiastic,,,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,30-44,1635.0,1.0,10000.0,,3.0,Asian,18-44,30-39,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Protestant or other Christian
Female, 65-74,Asian,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,65 or over,1636.0,1.0,10000.0,,3.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",None
Female,60-64,White,Curtis Sliwa,Donald Trump,,Associate's degree (AA or AS),Republican,,Very liberal,,Good,,,,,Somewhat unfavorable,Somewhat unfavorable,Catholic,4.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,1638.0,1.0,10000.0,,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,35-39,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,Other,4.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,30-44,1640.0,1.0,10000.0,,2.0,Black,18-44,30-39,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Male,75 or over,White,Andrew Cuomo,Kamala Harris,,Associate's degree (AA or AS),Independent,Lean Democrat,Moderate,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly approve,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,1641.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Jewish
Male,60-64,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Democrat,,Somewhat conservative,,,,Angry,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1649.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,,,,,,,,"City over 50,000",Catholic
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,65 or over,1650.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",None
Male, 65-74,White,Did not vote,Kamala Harris,,Attended college but received no degree,Democrat,,Very liberal,"$30,000-$49,999",,Getting ahead,,Donald Trump was not a facctor,Strongly approve,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,65 or over,1651.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Catholic
Male, 65-74,Black,Eric Adams,Kamala Harris,,High school graduate,Democrat,,Very liberal,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,65 or over,1652.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male,40-44,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Democrat,,Moderate,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,Protestant,5.0,In the last week,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,1654.0,1.0,10000.0,,2.0,White,18-44,40-49,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Protestant or other Christian
Male,50-59,White,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat conservative,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,Other Christian,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1657.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Protestant or other Christian
Male,18-24,Asian,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,"$30,000-$49,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,18-29,1658.0,1.0,10000.0,,1.0,Asian,18-44,18-24,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Jewish
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1663.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Other
Male, 65-74,Hispanic/Latino,Zohran Mamdani,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Good,,,,,Somewhat favorable,Strongly unfavorable,Protestant,4.0,Earlier in October,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,65 or over,1664.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Favorable,Unfavorable,Before that,In the last month,"City over 50,000",Protestant or other Christian
Male, 65-74,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,,,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,1665.0,1.0,10000.0,,3.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Jewish
Male,50-59,Asian,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Very conservative,"$100,000-$199,999",,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,1667.0,1.0,10000.0,,1.0,Asian,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Male,30-34,White,Zohran Mamdani,Did not vote,,Associate's degree (AA or AS),Independent,Not lean either way,Moderate,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,1668.0,1.0,10000.0,,1.0,White,18-44,30-39,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Other
Male, 65-74,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,,Not so good,,,,,Somewhat favorable,Somewhat favorable,Muslim,5.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,65 or over,1671.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Favorable,Before that,Before that,"City over 50,000",Other
Female,40-44,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$100,000-$199,999",,Getting ahead,,Donald Trump was not a facctor,Somewhat disapprove,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,30-44,1672.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,40-49,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Catholic
Female,75 or over,White,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,"$50,000-$99,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,65 or over,1680.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Male, 65-74,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1681.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Female,40-44,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$30,000-$49,999",,Falling behind,,To oppose Donald Trump,Strongly approve,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,30-44,1682.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,40-49,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",None
Male,40-44,White,Zohran Mamdani,Kamala Harris,,Not a high school graduate,Republican,,Somewhat liberal,"Under $30,000",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,30-44,1684.0,1.0,10000.0,,1.0,White,18-44,40-49,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Jewish
Male,18-24,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat liberal,,,,,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,18-29,1685.0,1.0,10000.0,,3.0,White,18-44,18-24,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Male,60-64,Hispanic/Latino,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Democrat,,Moderate,,,,,,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,1691.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Jewish
Female,60-64,Asian,Andrew Cuomo,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,45-64,1695.0,1.0,10000.0,,1.0,Asian,45 or over,50-64,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Male,60-64,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,,Good,,,,,Somewhat unfavorable,Somewhat favorable,Other Christian,4.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1702.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Protestant or other Christian
Male,60-64,Black,Curtis Sliwa,Donald Trump,,Associate's degree (AA or AS),Democrat,,Somewhat conservative,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Strongly disapprove,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1706.0,1.0,10000.0,,1.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Jewish
Male,30-34,Hispanic/Latino,Zohran Mamdani,Someone else,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"Under $30,000",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,30-44,1710.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,30-39,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Jewish
Male,75 or over,Asian,Curtis Sliwa,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat liberal,,,,Angry,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,1714.0,1.0,10000.0,,3.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Female,35-39,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Democrat,,Moderate,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,30-44,1715.0,1.0,10000.0,,1.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Jewish
Female,18-24,Hispanic/Latino,Andrew Cuomo,Someone else,,Attended college but received no degree,Republican,,Somewhat conservative,,Good,,,,,Strongly unfavorable,Somewhat favorable,Protestant,3.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,18-29,1718.0,1.0,10000.0,,2.0,Hispanic/Latino,18-44,18-24,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Protestant or other Christian
