GENDER,AGE10,QRACEAI,PROP50,EDUC25,VOTE2024,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECCA,GETAHEAD25,TRACKANGR,FORTRUMPP25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25CA,TIME25P,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,ID,WEIGHT,PRECINCT,ZIPCODE,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECCA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25PWEEK,TIME25PMONTH,SIZEPLC3
Female,30-34,White,No,Not a high school graduate,Donald Trump,Republican,,Moderate,"Under $30,000",Not so good,Holding steady,,To support Donald Trump,Somewhat approve,Strongly unfavorable,Somewhat favorable,2.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Election day,3358.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Female,75 or over,Black,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Somewhat liberal,"$50,000-$99,999",Excellent,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,3.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3359.0,1.0,,10000.0,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,25-29,Hispanic/Latino,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Independent,Lean Democrat,Moderate,"$30,000-$49,999",Excellent,Falling behind,,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,4.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3360.0,1.0,,10000.0,1.0,Hispanic/Latino,18-29,18-44,25-29,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Approve,Unfavorable,Favorable,Before that,In the last month,Suburbs
Male,18-24,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Moderate,"$30,000-$49,999",Good,Falling behind,Angry,To oppose Donald Trump,Strongly disapprove,Strongly unfavorable,Somewhat unfavorable,4.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3361.0,1.0,,10000.0,1.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female,75 or over,Black,Yes,Attended college but received no degree,Kamala Harris,Republican,,Very liberal,"$200,000-$299,999",Good,Falling behind,,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Strongly unfavorable,5.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3362.0,1.0,,10000.0,1.0,Black,65 or over,45 or over,65 or over,Non-white,No college degree,Black women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,60-64,White,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Very conservative,"$50,000-$99,999",Not so good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat unfavorable,4.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,3363.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
Female,45-49,White,No,Attended college but received no degree,Donald Trump,Democrat,,Very conservative,"$50,000-$99,999",Not so good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Strongly approve,Somewhat unfavorable,Somewhat favorable,5.0,Earlier in October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,3364.0,1.0,,10000.0,1.0,White,45-64,45 or over,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Female,35-39,Hispanic/Latino,Yes,Associate's degree (AA or AS),Kamala Harris,Something else,Lean Republican,Very conservative,"$200,000-$299,999",Not so good,Getting ahead,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,1.0,In the last week,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3365.0,1.0,,10000.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Male, 65-74,Hispanic/Latino,No,Associate's degree (AA or AS),Donald Trump,Republican,,Moderate,"$50,000-$99,999",Good,Holding steady,Angry,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Strongly unfavorable,4.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3366.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male, 65-74,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Republican,,Very conservative,"$200,000-$299,999",Poor,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Strongly favorable,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3367.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male, 65-74,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$100,000-$199,999",Poor,Falling behind,Angry,To support Donald Trump,Somewhat approve,Strongly unfavorable,Somewhat favorable,5.0,In the last week,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,3368.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,In the last week,In the last month,Suburbs
Male,75 or over,White,No,Not a high school graduate,Donald Trump,Republican,,Moderate,"$100,000-$199,999",Poor,Holding steady,,To support Donald Trump,Somewhat disapprove,Strongly unfavorable,Strongly unfavorable,2.0,You have known all along,"50,000-500,000",By mail,Non Exit Poll,Absentee or early in-person,3369.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,25-29,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$100,000-$199,999",Not so good,Getting ahead,Angry,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat unfavorable,2.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3370.0,1.0,,10000.0,1.0,White,18-29,18-44,25-29,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female, 65-74,Hispanic/Latino,No,Not a high school graduate,Donald Trump,Republican,,Very conservative,"$30,000-$49,999",Poor,Holding steady,Enthusiastic,Donald Trump was not a facctor,Somewhat approve,Somewhat unfavorable,Strongly favorable,3.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3371.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Female, 65-74,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Republican,,Moderate,"$100,000-$199,999",Not so good,Falling behind,,To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat favorable,5.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Election day,3372.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,In the last month,Suburbs
Male,30-34,White,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Somewhat liberal,"$200,000-$299,999",Not so good,Getting ahead,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Somewhat disapprove,Somewhat unfavorable,Strongly unfavorable,5.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3373.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Unfavorable,Unfavorable,Before that,In the last month,Suburbs
Female, 65-74,Hispanic/Latino,No,Associate's degree (AA or AS),Donald Trump,Republican,,Moderate,"$100,000-$199,999",Not so good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat favorable,5.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3374.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male,50-59,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Somewhat liberal,"$30,000-$49,999",Poor,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,3.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,3375.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female,45-49,White,,Attended college but received no degree,Donald Trump,Democrat,,Moderate,"$30,000-$49,999",Good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly disapprove,Somewhat unfavorable,Somewhat unfavorable,5.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3376.0,1.0,,10000.0,1.0,White,45-64,45 or over,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female, 65-74,Hispanic/Latino,Yes,Associate's degree (AA or AS),Donald Trump,Democrat,,Moderate,"$5300,000 or more",Not so good,Falling behind,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,5.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,3377.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,30-34,White,No,High school graduate,Donald Trump,Republican,,Moderate,"$50,000-$99,999",Poor,Holding steady,,Donald Trump was not a facctor,Somewhat approve,Strongly unfavorable,Somewhat favorable,3.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3378.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male,30-34,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Independent,Not lean either way,Somewhat conservative,"$50,000-$99,999",Poor,Holding steady,Angry,To support Donald Trump,Somewhat approve,Strongly unfavorable,Strongly unfavorable,3.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,3379.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Female,45-49,White,No,Associate's degree (AA or AS),Donald Trump,Republican,,Moderate,"$100,000-$199,999",Poor,Falling behind,,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Strongly favorable,2.0,Before October,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,3380.0,1.0,,10000.0,1.0,White,45-64,45 or over,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
