GENDER,AGE10,QRACEAI,GOV,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNJ,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25NJ,QLT25NJ,TIME25G,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,CHILD12,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNJ2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3,PARENTS
Male,50-59,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat liberal,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1965.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Female,45-49,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Republican,,Very conservative,,Poor,,,,,Somewhat unfavorable,Somewhat favorable,,3.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,45-64,1966.0,1.0,10000.0,,2.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,In the last month,"City over 50,000",Women with children
Female, 65-74,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat liberal,"$200,000-$299,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1974.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female,45-49,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Moderate,"$100,000-$199,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,5.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,45-64,1975.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,40-49,Latino women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Female,30-34,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat liberal,,,,Enthusiastic,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,30-44,1976.0,1.0,10000.0,,3.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",
Female,25-29,Asian,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,1.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,18-29,1979.0,1.0,10000.0,,1.0,Asian,18-44,25-29,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",
Male,30-34,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Something else,Lean Democrat,Somewhat liberal,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly approve,,,4.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,30-44,1981.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,30-39,Latino men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Democrat,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1983.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Suburbs,
Male,50-59,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Not a high school graduate,Independent,Not lean either way,Somewhat liberal,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,Before October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Yes,Non-white,No college degree,45-64,1985.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Men with children
Male,30-34,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Not lean either way,Very liberal,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,30-44,1986.0,1.0,10000.0,,1.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Suburbs,
Female,50-59,White,Other,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,45-64,1988.0,1.0,10000.0,,2.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Women with children
Male,60-64,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1989.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Something else,Lean Democrat,Very conservative,,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,3.0,Earlier in October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,No,White,No college degree,65 or over,1990.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,In the last month,Suburbs,Men without children
Female,50-59,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Independent,Lean Republican,Moderate,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1992.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Male,75 or over,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Republican,Very liberal,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,2000.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female,75 or over,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,2003.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",
Male,50-59,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Republican,,Somewhat conservative,,,,Enthusiastic,,,,,,,,"10,000-50,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,2004.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male,25-29,White,Jack Ciattarelli,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,,Good,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,18-29,2005.0,1.0,10000.0,,2.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Men with children
Female,45-49,White,Mikie Sherill,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,"$5300,000 or more",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,2007.0,1.0,10000.0,,1.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female,18-24,White,Mikie Sherill,Donald Trump,,Bachelor's degree (BA or BS),Independent,Lean Republican,Very conservative,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,18-29,2009.0,1.0,10000.0,,1.0,White,18-44,18-24,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Male,25-29,White,Jack Ciattarelli,Kamala Harris,,Attended college but received no degree,Independent,Lean Republican,Moderate,"$200,000-$299,999",,Falling behind,,To support Donald Trump,Somewhat approve,,,5.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,18-29,2010.0,1.0,10000.0,,1.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Male,60-64,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Poor,,,,,Strongly favorable,Somewhat unfavorable,,3.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,No,White,College graduate,45-64,2012.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Female,30-34,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly approve,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,30-44,2014.0,1.0,10000.0,,1.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Female,45-49,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,2016.0,1.0,10000.0,,3.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male,30-34,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,2.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,30-44,2019.0,1.0,10000.0,,1.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Male,75 or over,American Indian,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Republican,,Moderate,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,65 or over,2023.0,1.0,10000.0,,3.0,Other,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Female,75 or over,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Democrat,,Moderate,,,,Angry,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,65 or over,2027.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",
Male,30-34,White,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Independent,Lean Republican,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,30-44,2029.0,1.0,10000.0,,3.0,White,18-44,30-39,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male,60-64,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Somewhat liberal,"$200,000-$299,999",,Falling behind,,Donald Trump was not a facctor,Strongly approve,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,2031.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Female,40-44,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,30-44,2032.0,1.0,10000.0,,3.0,White,18-44,40-49,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,,,,,,,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,2034.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Small city and Rural,
Female,45-49,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Independent,Not lean either way,Somewhat conservative,,,,,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,2035.0,1.0,10000.0,,3.0,White,45 or over,40-49,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,,,,,,,,,,,Suburbs,
Female,18-24,Asian,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,,Good,,,,,Somewhat unfavorable,Strongly unfavorable,,5.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Yes,Non-white,College graduate,18-29,2039.0,1.0,10000.0,,2.0,Asian,18-44,18-24,All other,Non-white college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",Women with children
