ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
232962.0,Tennessee,86.0,Call 1,Complete,Election day exit poll,1.2288590669632,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Santorum,Working in government,,,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Protestant,Somewhat,Strongly support,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,No,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
239333.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.2288590669632,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Independent,,High school or less,Illegal in all cases,,,Omit,Yes,,,,,,Abortion,Yes,Has strong moral character,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Illegal,,Omit,Omit,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
239370.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.2288590669632,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,Santorum,Working in business,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
239405.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.2288590669632,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,,Santorum,Working in government,,Yes,I like my candidate but with reservations,Omit,Too conservative,Too conservative,About right,,,,Protestant,Somewhat,Somewhat support,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
239543.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.2288590669632,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,The most important factor,Yes,,,,,,The economy,No,Has strong moral character,,,Neutral,In the last few days,,Definitely vote for the Republican nominee,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
232883.0,Tennessee,86.0,Call 1,Complete,Election day exit poll,1.23025858402252,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",College graduate,Legal in all cases,,,A minor factor,No,,,,,,Federal budget deficit,Yes,Has the right experience,,,Neutral,In the last few weeks,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,A factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Has the right experience,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
236121.0,Tennessee,86.0,Call 2,Complete,Election day exit poll,1.23025858402252,Mitt Romney,Female,White,60-64,60-64,Moderate,Republican,"$200,000 or more",Postgraduate study,,Romney,Working in government,,No,I strongly favor my candidate,Too conservative,Too conservative,About right,Too conservative,,,,Protestant,Not at all,Somewhat oppose,,Romney,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
236168.0,Tennessee,86.0,Call 2,Complete,Election day exit poll,1.23025858402252,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Before that,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
239841.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.23025858402252,Mitt Romney,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",High school or less,,Romney,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,About right,,,,Other christian,Somewhat,Somewhat support,,Romney,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
233430.0,Tennessee,69.0,Call 1,Complete,Election day exit poll,1.2306295633316,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,About right,,,,Protestant,Somewhat,Neutral,,Romney,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,37887.0
240571.0,Tennessee,69.0,Call 3,Not complete,Election day exit poll,1.2306295633316,Mitt Romney,Female,White,60-64,60-64,,,,Postgraduate study,,Romney,Omit,,,I like my candidate but with reservations,,,,,,,,,Not at all,,,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,,,,,Not much or not at all,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,37887.0
233548.0,Tennessee,43.0,Call 1,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,,Has the right experience,,,Neutral,In the last few weeks,,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Has the right experience,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
233567.0,Tennessee,43.0,Call 1,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,40-44,40-44,Very conservative,Independent,,College graduate,,Omit,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,Protestant,A great deal,Strongly support,,Paul,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
233582.0,Tennessee,43.0,Call 1,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",High school or less,,Santorum,Working in government,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Other christian,A great deal,Somewhat support,,Santorum,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
233629.0,Tennessee,43.0,Call 1,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
237073.0,Tennessee,43.0,Call 2,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,40-44,40-44,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,No,Is a true conservative,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
237105.0,Tennessee,43.0,Call 2,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Santorum,Working in business,,Yes,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Santorum,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
240587.0,Tennessee,43.0,Call 3,Complete,Election day exit poll,1.23075020313263,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"$30,000-$49,999",High school or less,,Santorum,Working in business,,Yes,I strongly favor my candidate,Too conservative,Not conservative enough,About right,About right,,,,Other christian,Somewhat,Neutral,,Paul,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
