ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1242.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97527.0,0.855602324008942
1238.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,Complete,,2.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,50007.0,Mitt Romney,Has a vision for the future,Other,Other,State questionnaire,Other,West,Female,All other races,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97527.0,0.928002536296844
1213.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,2.0,I dislike the other candidates,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Protecting the environment,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,No,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97526.0,1.6181606054306
1212.0,18-29,18-29,18-44,18-29,18-24,18-24,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,,Protecting the environment,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,Mitt Romney,The economy,No,No,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,,,Something else,,Moderate,50007.0,Mitt Romney,Shares my values,,,State questionnaire,,West,Male,,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,4.51853561401367
1211.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.675999283790588
1207.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97527.0,4.33207082748413
1205.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97528.0,1.71378314495087
1174.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97720.0,1.12357795238495
1165.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97760.0,0.631524741649628
1158.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97838.0,1.12357795238495
12825.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,5.0,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,No,,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50018.0,Mitt Romney,,White,White,National questionnaire,White,West,Female,White women,,Rural,Small Cities/Rural,Oregon,Telephone survey,,,,Version 4,No,Low Density Rural,Rural,Rural,Very downscale,97136.0,0.828342795372009
1930.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,4.0,I strongly favor my candidate,Getting worse,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50014.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,97439.0,0.925397753715515
1848.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50014.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,97439.0,0.646220564842224
