ID,SENAK14,GOVAK14,MEAS2AK14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEGICHTOOCLOSE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAK,QTYPE,RACE,RACEAI,RACEAK,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SULLIVANCARPET,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRAK14,UNFAIRBEGICH,UNFAIRSULLIVAN,VERSION,VETVOTER,WHNCLINC,ZIPCODE,WEIGHT
72111.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,30.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,No,99515.0,0.535826206207275
85569.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,,,,Complete,,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999",,,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,,,Independent,Independent Women,,Moderate,3.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,,,State questionnaire,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,,Non married women,Suburbs,Suburbs,Alaska,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,,,,Version 2,,,99705.0,0.607795119285584
102089.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Omit,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99901.0,1.12432885169983
71896.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,54.0,Liberal Democrats,Liberal Democrats,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99603.0,0.640567541122437
71830.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,45.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,National questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,,,,,,,,,Version 2,,No,99901.0,1.02132606506348
101890.0,Mark Begich,Bill Walker,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,37.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,In the last month,In the last week,In the last week,,,,,Version 2,,No,99516.0,0.776783227920532
85266.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,Yes,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,25.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.861743867397308
71706.0,Mark Begich,Bill Walker,No,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,30.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99515.0,0.549331367015839
69422.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,Yes,99901.0,1.04706788063049
69409.0,Mark Begich,Bill Walker,No,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,About the right amount,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,,No,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,14.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Suburbs,Suburbs,Alaska,No,Election day exit poll,,,,,Omit,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99645.0,0.787880122661591
85082.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,To express support for Barack Obama,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,25.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.883463561534882
85046.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Not complete,,Call 2,1.0,,,,,,,,1.0,Omit,,,,,,,,,,,No,,,,,,,,18-44,18-64,,,,,,,,32.0,,,,,Other,Asian,State questionnaire,Asian,Asian,Asian,,,West,,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,,,,,Generally going in the right direction,Omit,Omit,Omit,Version 1,,,99507.0,0.843246638774872
85034.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,Complete,,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,To express support for Barack Obama,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Liberal,42.0,Liberal Democrats,Liberal Democrats,Very important,Important,Other,Alaska Native,State questionnaire,Other,Other,Alaskan Native,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,All other races,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99801.0,0.785300970077515
102349.0,Mark Begich,Bill Walker,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,19.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99504.0,0.979254186153412
69267.0,Mark Begich,Bill Walker,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,14.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Not too important,Not important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Suburbs,Suburbs,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99645.0,0.787880122661591
71409.0,Mark Begich,Bill Walker,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,To express support for Barack Obama,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,0.79636150598526
102227.0,Mark Begich,Bill Walker,No,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,45.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,National questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,,,,,,,,,Version 2,,No,99901.0,1.04706788063049
